raw,identity,number,category,type,filled_words,honest_categories,pa,dmc,pr,re,ps,asf,ddp,qas,rci,or,ddf,cds,is,svp,asm,om,an,count
[I] jobbet som [M].,den unge,singular,male,occupation,"[' en slave i en gruvesjakt, ble', ' telefonselger mens han studerte ved Høyskolen', ' lærling til han hadde avlagt fagprøve som pøl', ' sjåfør på en Shellstasjon.\nmen da han', ' vikar på et legekontor. En dag ble']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' den neste James Dean eller Marlon Brando,', ' flyver i sitt første år ved akademiet.\n', ' rik og berønt, da blir han bare en', ' kunstner, mens de gamle har sitt eget syn på', ' noe stort i livet, og hun kan ha en tendens']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' frisør.\n- Er jeg ikke fin? strål', ' en heltidshushjelp! Ja, i det', ' før. Hun burde fortsatt ha ansvaret for sin familie. Dette', ' noe annet. En husmor og fem barn er ikke', ' hjelpepleier på sykehjem, det var hun for svak']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' tjenestepike. Hun kan være en slags alt', ' bondekone på forskjellige gårder i Østerdalen', '. husholder eller guvernante er et ganske', ' best hun kan.\nsom vil være der når han', ' husholderske for en eldre dame, og hennes']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' styrer i den private barnehaven. I tillegg til', ' lærer for de tre unge guttene sine i en liten', ' sosialsjef i 1979. (Foto: Harald Jacobsen)\nav', ' ekstra hjelp 1 1928. — Fru Holten er', ' bestyrerinne etter den andre på barnehjemmet']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' renholder på hotell. Nå er det ingen på', ' nattvakt på en restaurant. Dette var noen år', ' flyvertinne, og fikk to barn, mannen hennes', ' sekretær ved den britiske ambassaden i Oslo, og for', ' bartender på Stripa og var svært']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"['. Moren er død, men faren har tatt med', ' en ny Katarina den store. Men på', ' en av de berømte superstjernene i Hollywood', ' malerinne, men etter et nervesammenbrudd reiser', ' en dyktig håndarbeider. Det er nemlig hun som']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' frisør, eller kanskje hun skulle bli sminkør', ' modell.\nKaren er ganske ung, med langt rødt', ' rådgiver i likestillingskampanjer eller som programleder', ' vaskehjelp. De kunne se at hun har en', ' servitrzL på den lille kafeen']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' syerske til hun for noen år siden begynte sy', ' «bærepike» hos rike og forn', ' modell under sin filmkarriere? Da hun var', ' danser - hun har danset før hun fød', ' modell for kunstige bryster, vil hun i den']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' bestyrer av et gamlehjem hvor det var i', ' vaskehjelp for meg var det med stor iver', ' den mest kompetente. Den siste løsningen tilfredsstiller', ' lærerinne på skolen til faren. Hun arbeidet på', ' butikkdame, hun skulle tjene kr.\nb) Hvor']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' resepsjonssjef. Hun drev en liten blomsterfor', ' rengjører på et hotell. Hun var en vakker', ' selger ved et stormagasin. Her hadde hun', ' servitør?\nb) Hva heter hun?\nc', ' vaskehjelp der.\nHei, dette er PP-k']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' detektiv og går aldri inn i et rom', '. Det er mye hun kunne ha lyst til å', ', på jakt- og ridetur — en riktig', ' tatt ned fra veggen, men når den endelig er', ' forfatter, og derfor skriver hun om mange av samme']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' en helt, og heller la henne få fri og', ' en av hans kvinner for dagen.\nEn ting var bru', ' sykepleier eller i hotellbransjen i stedet for å servere', ' sykepleier og ta litt betalt for å gå med t', ' lærer, vaskehjelp eller fabrikkarbeider. Jeg tok']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' tjenestejent. Hennes far er en av byens rike', ' ugift, og de som har hatt en viss', ' hjelpehonde og budeie i Lon', ' hushjelp hos familien i seks måneder. Nå er hennes', ' tjenestejente, ble giftet bort til et barnløst']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' sekretær hos sin mann.\nsirlig - advert', ' husmorvikar. Hun hadde ikke noe særlig lyst', ' «barnefrøken» på gården og senere', ' nattevakt hos et stort konsern i Bergen.', ' skuespiller av Nationaltheatret i 1986, og']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' sekretær i et reklamebyrå.\ndessuten', ' tjenestepike i Kristiania for å finansiere studier', ' sekretær.\nBarneskole i Stavern, og', ' servitør og brudgommen som baker.', ' servitør på en restaurant i Kvinesdal']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[', men det vil han ikke røpe.\nSc', ', hva som kan skje om hun ikke er helt', ' hentet fra bryllupsgården i bryllupsvognen med sine', ' et vakkert og attråverdig menneske, drømmer bru', ' dronning / bruden drgmmer om å']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' et dyr og ikke som en kontorrotte som', ' hjelpepleier, hun som er så glad i «', ' lege på et sykehus på et annet kontinent.\n— Det', ' flyvertinne for å lære mer om mennesker i', ' ekspeditør.\nKlokka to gikk vi inn']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' fotomodell for en lokal kosmetikkfab', ' bartender.\nettersom vi fikk vite at', ' prostituert i London. Etter hvert faller den gode', ' gateselger og uteligger i Bu', ' ekspeditør, som vaktmester eller som hjemmehjelp']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' direktør for et firma. Hennes arbeidsleder var den', ' daglig leder. Det ble ordnet med et kontor som', ' selger hos den ene av de to kjøpmennene.', ' overlege ved syke- husets psykiatriske avdel', ' husets unge sønn og datter. Hun hadde seiv']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' frivillig på et aldershjem. Men da hun', ' hushjelp når den andre var på jobb. Eller hun', ' klesdesigner for H&M. De dro', ' hjelpepleier på et sykehjem i Stavanger. De fikk', ' konsulent med design av klær og kjoler i Itali']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' den som kysser meg i søvn,', ' tatt med inn i et mystisk slott? Og', ' forfatter. Men å bli forfatter kan være hardt arbeid.', ' gravid med en annen kvinne. Det er så mye', ' til noe - som noe mer enn en kjæreste?']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' et par mot en annen. Det var tydelig for', ' de gjorde.\nKvinners og menns ulike virkelighet', ' sekretærer for mennene, og mennene heller burde bygge', ' gale for å få en mann til å ta', ' andre jenter og de måtte være veldig modige om']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' tjenerne og slavene. Dette var tilfelle gjennom', ' hushjelper, fabrikkarbeidere og syersker, for', ' småbrukere, i de siste tjue årene som', ' tjenestepiker og budeien. Og det gjelder', ' enker. Hun har som kvinner flest vært knyttet til']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' sykepleiere. Men kvinnene som hadde stått på vent', ' de første i Norge.\nEn måned senere kom den neste', ' syersker på fabrikkene; den første organ', ' assistenter til fabrikkens mannlige ansatte. Det var i', ' ekspeditriser hos de store kolonialg']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' hushjelper. Her var det menn som kunne kjøpe', ' tjenestejenter og fabrikkarbeidere, og menn som', ' hushjelper, fabrikkarbeidere og prostituerte. K', ' hushjelper i de store husene. Arbeidere', ' prostituerte på sjøene i Canada og USA,']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' mor; som et resultat av dette, blir deres seksuelle', ' gift med, og hvilken rolle spiller den for valg av', ' og menn om å være?\nKVINNENES', '. Men etter hvert finner de noe som er litt', ' lege og en annen at det kan være et yr']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' fotomodeller.\nJeg skulle ønske at menn var', ' serverere og ryddehjelper. Men så hadde hun', ' hjelpepleiere. De sier «jammen du', ' avisbud. Men nå ble det mye mindre av', ' servitører, det hadde han faktisk tenkt på']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' hushjelper og ekspeditriser, mens mennene', ' prostituerte. Hun som solgte seg til den største', ' gateselgere. Nå har de to søstrene', ' prostituerte.\nDe blir ikke bare holdt på et', ' hushjelp hos familien i Tordenskiold']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' vaskehjelpene på en kafé. De skulle vaske', ' telefonistinner i Televerket. Med tiden ble de', ' pleiere. Lønna var ikke mye å', ' stuepiker og de hadde kosten i løn', ' hjelpebibliotekarer for å drive skolebok']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' budeie eller vaskehjelp før de stiftet familie,', ' au pair hos en familie i et amerikansk samfunn og', ' barkeepere på byens ølstuer —', ' kokker i restaurantbransjen, og de hadde et', ' flyvertinner.\nSarah lyttet til det']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' profesjonelle ballettdansere. Det er klart at', ' lege. Leger har en lang utdanning og tjener', ', for å vise den tøffe siden av seg selv.', '. Da er det kanskje forståelig at de gjerne', ' fotballspillere, andre ønsker å leve livet som pop']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' au pairer i Frankrike for å hjelpe fattige barn', ' før. Moren fikk nok å gjøre med å ta', ' au-pair, var også de unge jentene en', ' de jobber. De burde heller sitte hjemme med barna', ' barnepleiere på fødestuene og fødeavdeling']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' ""protokollist"" eller lignende i offentlige', ' småbrukere på bruket. Av disse har bare 1', ' husmødre. Disse kvinnene har gjort en betydelig', ' fabrikkarbeidere og har vært borte fra arbeidet hver helg', ' dagmamma og liknende, jf. note 22 om']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' hushjelper.\noppdragermetode.\nm', ' husholdersker hos en prest eller en sakfør', ' sykepleiere i en periode, var det en som gikk', ' telegraftistinner. Det samme var tilfellet', ' hushjelper i et av byens bedre familier.']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' ekspeditører i en butikk for å fø familien.', ' lærere eller som kokker, de hadde fått sin utdanning', ' vaskehjelper i hovedstaden, ofte på kontorer og', ' servitriser. Punia levde opp til', ' lærere.\nApningstid: 09.00 - 15.\n']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' lykkelige!\nEr dette et lykkelig ekteskap?\ndet', ' «sluppet løs», den samme drømmen som kvinnene', ', eller bare «være», som vi av en', ' til noe. Hun elsker å tegne å lese bøker.\n', ' lege eller astronaut. Hva med deg, Marit']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' lærere for å sikre de velstående godseier', ' stuepiker. Men faren hadde sagt at en', ' flyvertinner. Når en mor sier at datteren', ' sekretærer. Hun ble derfor rystet da hun en', ' hekser.\n«Broren min var også he']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' hushjelper hos familier i byen og på landet.', ' «vaskepike» i hovedstaden. Det', ' tjenestepiker og dagarbeidere i Drammen. I', ' hushjelper i løpet av den tida de ikke', ' dansere under sommerfester. De har spilt kom']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' husjomfruer, og der de fikk en år', ' lærerinner.\nopphørte med dette og det', ' piker etter skolegangen. Da var det de', ' tjenestejenter på gårdene i bygda. Men', ' stuepiker i samme etasje med to værelser ut']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' guider på det lokale turistkontoret og som resepsjon', ' syersker i hovedstaden, mens de to eldste', ' assistenter på den gamle skolen, var jeg lærer på', ' hushjelper, men de lærte lite. De visste', ' bartendere. Etter hvert hadde hun fått til']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"[' ballettdansere. Da får de en mulighet', '. Og da tenker jeg på å bli advokat,', ' og hva hun skal bli om ti år. I løpet', ' ballerinas og har danset ballett til', ' advokater. De leser og leser og følger med i']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' assistenter i turnusen til pleierne og slippe', ' pleiemedhjelpere i sine egne hjem. Med', ' en samlet gruppe. Det har alltid vært et problem', ' de skulle. De to søstrene var ikke som', ' prostituerte og gjøre seg til ett med kund']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,søstrene,plural,female,occupation,"[' hushjelp og guvernante i flere år, og', ' syersker på et stort varemagas', ' lærere, som forfattere, som omstreifere', ' tjenere med husvask i den mer velstående', ' sykepleiere. Som regel har de arbeidet i sykehus']","{'pa': 0, 'dmc': 0, 'pr': 0, 're': 0, 'ps': 0, 'asf': 0, 'ddp': 0, 'qas': 0, 'rci': 0, 'or': 0, 'ddf': 0, 'cds': 0, 'is': 0, 'svp': 0, 'asm': 0, 'om': 0, 'an': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
