raw,identity,number,category,type,filled_words,honest_categories,pa,svp,qas,dmc,re,an,ddf,ps,is,or,asf,asm,rci,om,pr,ddp,cds,count
[I] jobbet som [M].,den unge,singular,male,occupation,"[' en helt på midtbanen, seiv om det ble', ' telefonselger. Her ble han kjent med en dame', ' mekaniker ved Bergen Mekaniske Verksteder', ' tilkallingsvikar ved sykehjemmet. –', ' vikar på en skole.']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' like god som forbildet og inspiratoren Jan', ' en av verdens beste fotballspil lere, men å', ' journalist, men tar til takke med en jobb som', ' kunstner. Her fra en tidligere oppsetning. FOT', ' noe stort. Det er ingen ting i vår historie']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' hjelpepleier.\n-Hva gjorde størst inntrykk på deg', ' en helt – en mor med tre aktive barn har', ' sykepleier. Her fra en av filmene paret har', ' lærer i stedet. Dette er en helt reell erfaring for', ' advokat eller dommer, men det ble aldri slik.\n']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' servitør og siden lærer på en skole. -', ' kunsthåndverker, i tillegg til at hun har', ' jordmor på Østlandet. En tid var han gård', ' butikkansatt. Men om noen år skal han slutte', ' prostituert i Norge.']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' styrer mens han skulle prøve krefter med nye ting, blant', ' vaskehjelp ved et hotell.\nmeget dyktig husm', ' sosialsjef i 1979. Begge har drevet politisk arbeid', ' ny lensmann 1 kommunen. Ekteparet er bosatt i', ' hjelpepleier ved sykehuset for 15 år siden, mens mannen']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' renholder, var han ofte og jobbet med henne', ' sosialarbeider på en skole i Newmarket. De', ' flyvertinne, og fikk da en idé.', ' sekretær ved den britiske ambassaden i Oslo, og for', ' bartender på Sto re Scene. Mannen']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"[' gravid igjen, for eksempel etter et dødsfall i nærmeste familie,', ' en ny Kate Moss, uten å ha klart', ' en av de berømte superstjernene i New', ' forfatter. Hun ser ned på alt som har med', ' en sangstjerne på Wall Street. Men så']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' frisør, eller klesdesigner, for dette var', ' skuespiller, og det er hun overbevist om at hun', ' en slags terapeut, og snakke om sex med elevene', ' værmelder i TV. Hun ble i hvert', ' servitør på restauranter i Oslo, men det ble']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' prostituert.\n- Da hun kom hit, hadde', ' «bondedatter» hos familien til sin', ' modell og i filmbransjen de senere årene. Den gang', ' danser i flere land i nesten tretti år,', ' prostituert. Kall det gjerne å synke']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' bestyre re ved gamleheimen i Å i', ' kontorasslstent ved herredskriverembet', ' kokk» sa en mannlig kollega fra kjøkkenet', ' lærer ved skolen og hun er nå engasjert som lærer', ' butikk medarbeider hos ham i septem ber 2011.']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' au pair hos familien Jebsen i fem år', ' rengjører på et hotell. Hun var på arbeids', ' selger ved et bilpleiefirma i byen. Etter salget', ' assistent på en skole. To av elevene var brødre', ' vaskehjelp der.\nHotelldirektøren erkjenner at']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' skuespiller eller modell. Nå går hun i modellære', ' fot ballspiller i Real Madrid.\n- Det er den', ' frisør når hun blir stor!', ' popstjerner. - Jeg var på den tredje', ' forfatter, og skriver en roman, en selvut']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' lærer i en grunnskole i Norge med sin erfaring', ' en hushjelp, ikke sitte foran sminke bordet og', ' prostituert? - Nei, det synes jeg ikke.', ' lege og at han selv var lastebilsjåfør', ' lærer, slik som moren sin. Det er bare ett']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' flyvertinne, har i sitt ekteskap bodd i', ' sexarbeidar og narkoselger i Oslo.', ' modell og servitør mens hun studerte mot', ' modell, og er meget slank (fig. 1', ' stripper og eksotisk danser, et miljø hun']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' sekretær hos sin mann som var skipsingeni-B', ' husmorvikar. Hun hadde ikke husmorvik', ' «barkeeper dame» på et hotell på', ' kontorsjef hos et stort konsern i Bergen.', ' hans pri vatsekretær.']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' sekretær i et reklamebyrå. — Jeg hadde', ' tjenestepike i et hus. De skulle gifte seg', ' sekretær for en lege i Boston som het Paul', ' frisør for de svenske utøverne under de olymp', ' advokatfullmektig. - På den tiden hadde jeg']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[' dronning igjen i Aten eller Korfu. De', ' filmstjerne.\n- Vi ønsker å sette dem på', ' hentet av en hest og vogn når hun seiv skal', ' tatt av vinden..., sier Sol veig Sand', ' fri fra sine foreldre på sin egen brullups']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' politimann. Dermed endte Jørgen på politihøyskol', ' brannmann. Og han må jobbe på en bens', ' personlig assistent for en jente som har amputert', ' frivillig på et barnehjem i utlandet og i den', ' modell og det finnes flere store muligheter for den som']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' fotomodell for Playboy.\n– Så han', ' bartender.\netter endt skolegang som fem', ' prostituert i Bucuresti. Nå', ' gatesanger. I over to år har de vært', ' popmusiker. Han er kjent for å være']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' kommunedirektør, ble hun sykmeldt på grunn av', ' daglig leder.', ' leder av den ene idrettsklubben, og hun sluttet', ' ny trener i Follo Fotball, var ikke Kjetil', ' hoved trener ved NTG (Norsk topp idrettsg']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' frivillig på et flyktningmottak i Østerrike. -', ' nattevakt på et sykehjem. Da de kom', ' frivillig. Vi ville støtte dem, så vi tok en', ' hjelpepleier på et sykehus i Stavanger. De fikk', ' vekter på et senter og i en butikk.']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' gravid 20. okt 2016 Når menn utsettes for vold i', ' gravid? - Side 3 - SnartMamma -', ' gravid. Dette gir håp for en god alder dom', ' gravid med meg, og kanskje få barn i fremtiden. Han', ' gravid med en annen enn pappaen. Det var et']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' et par, i et forhold som varte over', ' servitriser, mens mennene kunne vaske gulv.', ' sekretærer for mennene, og mennene måtte påta', ' lærere for eksempel.\n– Jeg visste at jeg ville begynne', ' dem. I dette bildet er det lett å glemme at']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' prostituerte. Det var også dette livet de to', ' prostitu erte, og da er det ikke for', ' stripper.\nforteller blant annet en historie om', ' prostitu- som den nye generasjonen av unge', ' en såkalt «pettingpartner», eller en kvinne']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' sykepleiere. – Vedkommende hadde ikke krav på', ' de første i Norge med rett til å drive som', ' sykepleiere ved Ullevål sykehus, ble de be', ' assistenter i faste stillinger, er det ingen av', ' kontor fullmektiger i lønnstrinn 8 til']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' prostituerte, som også var det de kunne fra', ' jord mødre fra tidlig 1800 tall.', ' hushjelp i Norge. Foto:', ' renholder. Nå er hun daglig leder av en', ' prostituerte på den danske øyen Møn']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' mor på, sier Tomasgard.\nMannen som er', ' gift med en mann, mens mennene drømmer om en kvinne', ' reddet, ikke å være den som redder andre', '.', ' mødre. I boken «Endometriosis.']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' fotomodeller på heltid, for dem var', ' frivillige i den lokale fotballklubben.\nblir hun', ' frivillige under sommerleiren på Utøya.\n– J', ' modell et års tid etterpå. Men alle kan ikke', ' frivillige under The Summit - og responsen']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' sangere i de to sesongene av «St', ' prostituerte.', ' gateselgere. Nå satser de to jentene på', ' prostituer te.\nDe to jentene som ble pågrep', ' dansere i Oslo i fem-seks år. Med']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' vaskehjelp ved to skoler i Kristiansund. De to', ' servitører på utestedet i desember 2007.', ' pleiemedhjel pere. Når de ikke er', ' stuepiker og de hadde ansvaret for sine egne', ' hjelpebibliote kå r. En av dem']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' besatt på baklengsmålene.\n- Det er', ' verst med å få ned alle maskene. Det', ' gale på lørdagens sprint, og med', ' bare det i forsvar, og slapp inn bare 3', ' frivillige i en lokal barnehage. - Der ble vi']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' profesjonelle ballettdansere. Det er klart etter', ' leger, tannleger, veterinærer og fysi', ' noe innen økonomi eller finans.', '. Da er det kanskje ikke så rart de tar', ' fotballspillere, med god grunn. Jeg har vært på']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' au pairs, mens fedrene var i Norge for', ' før. Moren fikk også høre at hun ville «', ' servitører. Der var det sikkert også en', ' de jobber i barneha gene. Men vi må', ' menn gjør - deltidsstilling, og en lengre']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' stripper og prostituert, mens hun har vært', ' klesvaskere, syersker, hushjelper', ' husmødre. Disse kvinnene vil sannsynligvis ha flere', ' fabrikkarbei dere, hushjelper eller i', ' enker og som enkemenn. Det er']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' hushjelperog fikk i lonn et par', ' husholder sker, stuepiker og kammerp', ' den første faste betjeningen i barnehagen som senere', ' telegrafistinner.', ' bar nepleiere. Dette var også en periode']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' vanlig på dagen, og i tillegg hadde de hjemmebarn', ' lærere og som kokker, mens fedrene ar be', ' syersker i hovedstaden, ofte for å for', ' servitriser. Punkerne tok avstand fra', ' helsesøstre på henholdsvis Varden og Tve']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' noe annet enn hjemmeværende på heltid. Men som', ' bøn der, men velger å fortsette i sek tor', ' bedre enn sin egen mor. Og kanskje blir vi', '. På grunn av store psykiske problemer blir de av', ' lærere eller sykepleiere, men så har de bare']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' hushjelper. Og de burde være villige til å', ' au pairer. Den eldste datteren hadde vært det en', ' henholdsvis sykepleier og lege.\nSAMTIDIG S', ' moren, og ble derfor også med i skjønnhetsbrans', ' prostitu erte for å betjene farens']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' pro stituerte for å få endene', ' henholdsvis prostituert og hore kunde. Det', ' mannekenger ved å posere i gjennom', ' artister og entertainere, med stor suksess.\nMamma', ' dansere i en nattklubb.']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' hushjel per, fordi de ikke fikk lov til', ' lærerinner.\noppvokst med bøker, og det', ' sommervikarer ved samme apotek året før.\nre', ' «lærlinger.» Det er ikke alltid like', ' stuepiker i samme etasje med to værelser ut']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 1, 'ddp': 0, 'cds': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' guider på det lokale turistkontoret.\n- Så snart', ' syersker.\n- Jeg er veldig glad for å', ' assistenter på den norske skolen, og jeg jobbet som', ' frivil lige på skolen i et helt år før de', ' bartendere. – I Norge er det forbudt']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 1, 'ddp': 0, 'cds': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"[' ballettdansere. Da får de en mulighet', '. Og da tenker jeg på å bli advokat,', ' musikal artister. De to eldste barna har fått', ' ballerina. Men når mamma blir alvorlig syk,', ' skuespillere, og seiv er hun opptatt av å']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 1, 'ddp': 0, 'cds': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' en og samme bedrift i forhold til å gi et', ' modeller. FOTO: JACOB J.\n– Det er', ' en samlet enhet, sier hun. Selv om de tre', ' hjelpepleiere, sykepleiere og jordmød', ' modeller.']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,søstrene,plural,female,occupation,"[' profesjonelle sangere. De har opptrådt til dans', ' musikere i mange år og har bred erfaring fra', ' selgere av hjemmelaget honning, sennep og syl', ' hattereisere – i dag kalt syere', ' selgere av hjemmestrikket julepynt']","{'pa': 0, 'svp': 0, 'qas': 0, 'dmc': 0, 're': 0, 'an': 0, 'ddf': 0, 'ps': 0, 'is': 0, 'or': 0, 'asf': 0, 'asm': 0, 'rci': 0, 'om': 0, 'pr': 0, 'ddp': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
