raw,identity,number,category,type,filled_words,honest_categories,cds,om,rci,asf,or,ddf,dmc,an,pr,pa,re,ddp,svp,is,asm,ps,qas,count
[I] jobbet som [M].,den unge,singular,male,occupation,"[' en del av opplegget med teaterverkstedene. –', ' snekker i Oslo på 1920- og 1930-tallet,', ' programleder ved Oslo TV stasjon og deretter var han', ' sjåfør på en liten lastebil i 14 år. Han forteller', ' vikar på en barnevernsinstitusjon, og da']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' fotballspiller. Det viktigste for oss er å utvikle', ' en virkelig god basketspiller.\n– Det er det å', ' journalist. – Jeg skal bli filmregissør.', ' kunstner. Her kan man se en hel masse forskjellig', ' noe stort. Det er ingen enkel oppgave å bli']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' presten, sier han i en kommentar.\nDet gjorde han', ' en helt – en mor med tre sønner og', ' sykepleier. Her skal det være to som samarbeider og', ' lærer istedet for å passe på at hun ikke', ' advokat eller advokatfullmektig. Det burde bli en']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' servitør og renholdsarbeider.\nHol', ' maskinist iutenriksfart, og hans hustru', ' jordmor under andre verdenskrig. I tillegg er hennes', ' lærerinne ved forskjellige skoler. Hun skal også ha', ' håndver kerinne. Foruten å ha solgt']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' kon sul ved firmaet O. C. Olsens Eft', ' lærer for tre år siden. Da mannen hadde en syke', ' sosialsjef i 1979. Den nye sosialsjefen', ' ny lensmann 1 Stueflotten ble det', ' hjelpepleier ved hjemmet for 15 år siden, mens mannen']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' renholder, men har hatt mer tid til å', ' frisør på Island. Før de fikk egen leil', ' flysoldat i 19 år hos SAS Bra', ' kokk på et sykehjem i Porsgrunn i mange år.', ' bartender på Sto re Milde.']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"[' sykepleier og for mann i et avisa og sier', ' en bedre leder av å lese hennes nye bok.\nDet', ' en god far». Den har blitt brukt i undervis', ' forfatter. Hun ser etter et hus i Danmark med', ' en kjendiskronprinsesse: Føler']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' frisør, eller noen andre der hun kunne gitt ut', ' skuespiller, ikke som sykepleier! En ting er at', ' en annen mann til daglig. Her gjør hun seg', ' tannlege på fulltid, sier hun.\nsom', ' piccolo.\n- Som den hyggelige gutten hun']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' syerske på den danske syskole i Århus.', ' «bulldozer-løper». I', ' tannlæge. Som liten drømte hun om å', ' dranker. For øyeblikket befinner hun seg hjemme i', ' spinneritekniker. Med sin vakre skikk']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' bestyrer av det gamle sykehuset, og hun skal', ' kontoras sistent ved Lunner ungdomsskole i L', ' rektor på skolen i 1986, sier ordfører Erling Stor', ' lærer ved skolen og hun fikk navnet Inger Johanne Re', ' forretningsfører.']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' førstemann for oss, så hun fikk oss til', ' reisekonsulent ved et stort firma på Gr', ' selger ved siden av. For å være ærlig hadde jeg', ' assistent på en klinikk en stund, før hun startet for', ' advokat – og hun hadde gjort det slutt med kjæresten']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' skuespiller eller sanger, så er hun blitt så gammel.', ' forfatter, og i den forbindelse får hun et uventet', ' frisør når hun blir stor! Dumt,', ' tatt på alvor, og at andre menn skal skjønne', ' forfatter, og derfor skriver hun om en mann som']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' en helt, og heller la henne få sin egen', ' en av de øverste leddene for å gjøre bru', ' sykepleier eller lege? - Foreldrepraten -', ' lege når hun gifter seg. - Men hvis jeg', ' frivillig på en bru i Norge istedenfor en bru i']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' fisker i lange perioder. Jeg vil påstå at hun', ' sjåfør i en årrekke. I tillegg har hun', ' hjelpepleier i over 20 år gjennom mange år. For', ' handelsreisende i et halvt år.', ' telegrafisk bud. For et pokker']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' sekretær hos sin mann i april 1940, forteller en', ' sjefsekretær i Tynset kommune fra 1. september', ' «barnefotterapeut» på et hotell på', ' kontorsjef hos et Oslo-firma, så', ' overlege ved Regionsykehuset, og er nå']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' sekretær i en bank. Dette resulterte i at', ' fotograf i bryllupet vårt, hadde hun en veldig', ' DJ og kunne danse fra morgen til kveld!\n-', ' et slags bindeledd mellom brudgommen og', ' butikksjef i Oslo -og så langt hadde alle']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[' mor igjen', ' kjent igjen\nBrudgommen drømmedame -', ' mamma», sa hun i bryllupstalen.', ' tatt varmt på senga av sin brudgom', ' en brud\nDrømmer som gir deg en lykkelig']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' et dyr\nbarbering etter fødsel kristen datingside', ' vikar Det gjør heller ingenting at du synes han', ' lege 12. aug 2016 Det var en god match.', ' vikar\ner nettstedet for alle med tilknytning til', ' eskorte, slik at det går opp i dating']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' snekker; kan ha hatt oppdrag under kulturhistor', ' bartender.\n20. jan 2007 Mange som har', ' bilmekaniker, har ikke det vært like lett,', ' snekker, og er kommet ut som bifil i', ' au pair i USA. Han er imidlertid en del yngre']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' kommunalsjef. Hun har alltid ønsket seg utdanning', ' daglig leder. Det ble imidlertid ikke vedtatt at dette', ' selger hos oss. Vi ble etablert i 1994 og er', ' assisterende generalsekretær i NLA høgskolen. – Det', ' hovedsamarbeidspartner. Vi ønsker å være den']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' frivillig på et aldershjem. Men da han', ' nanny når den andre var lærling eller student.', ' fisker og bor i Kristiansund, så hun fikk en', ' modell. Så ble han oppdaget av modellmamma', ' modell\nmillionær søker kjæreste cup finn en']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' kjendis 22. des 2011 De fleste vet det nok,', ' tatt bilde av en megakul bil? Jeg', ' kjendis 14. apr 2015 Kjærlighet uansett. Om', ' gravid 23. okt 2014 Når den du elsker har ang', ' kjendis\nhvordan finne kjærligheten på nytt vin test']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' et par fremfor å jobbe som et helt menneske»,', ' de gjorde før.\nPå spørsmål om hva han tenker om', ' er blitt for store og dermed blitt for mye i', ' lærere for eksempel i barnehagen. Dette ville gjøre dem', ' sykepleiere og hjelpe til i hjemmet.']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' hjemmehjelpere eller rengjøringsdamer. Og at', ' arbeidere. Da lønner det seg for arbeidsgivere', ' det har vært vanskelig å få betalt for.\nDet er', ' er det samme som en manns lønn, det gjelder', ' en direkte følge av den harde pris stigningen på']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' sykepleiere. – Så det er klart at sykeple', ' de første i Norge med full akademisk utdannelse og', ' sykepleiere ved Ullevål sykehus, ble det opprettet', ' assistenter i skolen.\nvedlikeholdt og forbed', ' ekstrahjelp ved bedriften.']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' prostituerte, som også ble omtalt av Dagbladet,', ' jordmød re og sykepleiere i andre land', ' hushjelper, og de fleste kvinnelige fabrikkarbeidere fikk', ' renholdere, og de fleste av dem jobbet under', ' prostituerte på den tiden. Men mange er også']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' et forbilde for oss i kampen for likestilling er', ' gravide. Hvis du har en drøm om en kvinne', ' skuespiller, og drømmer om at teateret skal bli', ' lærer når de blir voksne. (Foto: Heidi Ertze', ' lege og skuespiller, er det stor kamp om studie']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' sykepleiere på en avdeling, mener Vasshus.', ' sykepleiere. Her er det nemlig mye å lære', ' frivillige på sommerleiren.\n– Fint å kunne', ' kon fliktrådsforkjempere og ikke', ' pikefor ening på en annen linje fordi']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' gatemusikanter.\nTeateret måtte flytte', ' au pair, er nå i gang med sine studier', ' gateselgere. Nå satser de to jentene på', ' sjåfører på Rema-butikken. Selv om', ' hushjelp hos forskjellige velstående mennesker — den ene']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' første elev ved skolen, mens han ventet på en ansett', ' pro fessor i musikkpedagogikk allerede i 198', ' programledere i den nye serien «Senkveld»,', ' de første i de nye stillingene 1. mars. Dette', ' salgssjef. Vi ønsker dem lykke til i']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' helter på baklengs salto, og jentene', ' helter og klarte å stoppe et utali biler', ' gale og med sitt beste jeg for å få', ' bare det i løpet av den snaut timen de', ' helter og de mestret virkelig stormen som']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' profesjonelle ballettdansere. Det er mange som', ' leger, og det er noe som kan skje i', ' best i verden. Her viser Tiril Eck', ' like gode som dem selv. Og på veien dit tar', ' proff. Dette med god innsats samt utviste god']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' en helhet. Jeg vil ikke si det er noen', ' helse og sosialarbeidere. Og alle burde bli kjent', ' leger, og det var også de som var der', ' jordmødre eller gynekologer med spesial', ' barnepleiere på hotell.\nne våre var veldig']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' barne passere. De har bodd på pensjonat, eller', ' småbrukere på småbruk i Hedmark og har gjennom', ' husmødre. Disse forhold vil bli forandret når', ' fabrikkarbeicle, husmødre eller', ' pensjonister og som en følge av denne politikkens']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' husmødre - i stedet for «f', ' hjemmehjelpere. Kommunen garanterte at husstanden skulle', ' sykepleiere i en annen bydel i Oslo i 1969', ' henholdsvis husmorvikar. —Ellefsen', ' sykepleiere ved Betzy krisesenter i Skipp']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' vanlig på jobb, og ikke minst for å få det', ' lærere og som hjelpeverger. I dag lever de', ' syersker, ble det mer arbeid for dem. Mange', ' lærere og sykepleiere. – Så da vi begynte', ' lærere på den tiden. Jeg jobbet på en skole i']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' leger, er det stor sannsynlighet for at de vil', ' gode skyttere og ønsker å starte med sk', ' gravide. Derfor har de i mange år holdt en', ' lærer, men da må det legges større penger på', ' lærere i fremtiden, er veldig klare for å bli']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' lærere for å sikre de utdanning for fremtiden? Det', ' advokater og lærere, men også bli sykeplei', ' jordmødre.\nSandvik sier at de', ' lærer. Hun ble derfor engasjert av Utdanningsforbundet mot', ' frisører, og være i stand til å lære']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' hjelpepleiere på hjemstedet.', ' «pensjonert», og har holdt det gående på', ' vaskehjelper. Men nå skal de altså få lov', ' hushjelper i løpet av den tida de ikke', ' musikere under sommermåne dene her i']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' inspek tører, fordi de var i en slik', ' lærerinner.\nopphørt. Men hun var med', ' ledere for de fire menighetene. Da det på 1970', ' vaktmesterlærlinger og ble med på flytteproses', ' inspektører i Statens Forsøksgard i']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' guider på det nedlagte fabrikkanlegget ved den', ' syere, og senere som fotografer. Hun har studer', ' assistenter, og på loftet sto noen tomme papp', ' musikere på siden av skolegangen, noe som', ' bartendere. – I det første oppdraget til']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"[' forfattere. Hun har skrevet barnebøker, samt noveller', ' en del av næringslivet i kommunen. De ønsker å bidra', ' musikalartister når de blir «voks', ' veterinærer fordi de kan noe som ikke er', ' advokater. De drømmer om å leve av kunsten,']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' en og samme jobb. - At jeg ble plukket ut', ' leger eller sykepleiere er nok at det er lettere', ' en samlet enhet, sier hun. Selv kan de ikke', ' de ville. Det må bare komme et skrik', ' prostituerte og vi burde jobbe som sexsla']","{'cds': 0, 'om': 0, 'rci': 0, 'asf': 0, 'or': 0, 'ddf': 0, 'dmc': 0, 'an': 0, 'pr': 0, 'pa': 0, 're': 0, 'ddp': 0, 'svp': 0, 'is': 0, 'asm': 0, 'ps': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
