raw,identity,number,category,type,filled_words,honest_categories,is,cds,ddf,pr,qas,ddp,asf,dmc,or,pa,asm,om,an,re,rci,svp,ps,count
[I] jobbet som [M].,den unge,singular,male,occupation,"[' avisbud for å holde hodet over vannet. På', ' servitør pa en av de mange uter', ' sekretær, og etter hvert som hans første kone ble', ' servitør og barkeeper, og var', ' kulihandlere og bartendere, men']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' en berømt dikter, eller et geni', ' bergerknekt. Men alt han får vite', ' dikter. I de siste måneder av skoleåret', ' en stor kvinne. Det blir han ikke i våre', ' fotograf, og det er en spennende tanke å ta']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' lærer når bamsen hadde lært å snakke.\n', ' en slave.\nsom en slave, tenkte', ' renholder hvis hun var født gutt. Hun ville', ' alle andre og få de nødvendige materielle godene', ' kokk på en av campingplassene. Det gjorde']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' tjenestepike. Hun bodde i huset til hun', ' husmor og som husmor ved siden av full', ' ""\nå stelle huset for henne.\nBeg', ' enke i tre år. Hun får utbetalt kr. 15', ' tjenestejente.\nI 1795 ble det gjort kjent at']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' ny teatersjef etter at det var oppnevnt', ' fast vakt I 1863 og var ansatt til 19', ' bestyrerinne på sykestua. Hun var i', ' bokholder den 1. aug. 1931 og fratrer', ' den første kvinnelige ekspeditrisen, og det har']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' hushjelp på et av byens større hoteller, mens', ' lærer før hun ble forfatter og oversetter. Hun', ' trikkekonduktør i Oslo. Familien bodde på', ' flyvertinne, og hadde mye kontakt med folk', ' ekspeditrise i en butikk, men har nå']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"[', kan vi ikke se bort fra slike drømmer hos', ' filmstjerne. Hun synes det ser veldig gøy', ' en annen. De to jentene på bildet er nok', ' en annen.\nen annen drømmer om å bli en', ' en stor kunstner, og har planer om å reise']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' modell?\n— Nei! Jeg vil heller lage en', ' psykolog. Hun burde i det minste ha fått seg', ' sekretær.\nI tillegg til å gi dem nye innfall', ' lege.\n«Ikke et vondt ord om damer,', ' kokk eller noe annet fint!\nRamon']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' gatesanger. Det høres så morsomt og trosk', ' hushjelp i 30 år.\nfruktbutikk hver', ' fotomodell og som skjønnhetsdronning.\nJ', ' sigarett- eller piperøyker?', ' lærerinne i folkeskolen.\nsom hun i 1930']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' hushjelp hos en ungkar i den lille byen', ' bestyrerinne.\n«Får du så mange kunder', ' direktør på Astoria Hotell og begynte å bygge', ' vikar for en lengre periode enn 6 måneder. Her', ' vikar i resepsjonen for å lære norsk.']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' hjelpepleiere og sykepleiere i de forskjellige hjem.', ' rengjøringsassistent på Rainbow.', ' sykepleierelev på Haukeland sykehus i Bergen. Det var', ' modell og hadde blant annet vært fotomodell', ' modell.\nHun var utrolig flink til å tegne.\nHun lagde']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' en ny og sensasjonell fotomodell', ' millionær. Når hun ikke er på sykehuset, bor', ', er å bli «president-pensjonist', ' en annen, men hva gjør du når du våk', '. Det er den drømmen Gud gir henne å gripe']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' prostituert!\nMen det var nettopp på den', ' servitør og få gratis middag de første 12', ' flyvertinne. Men siden det ikke var noe', ' renholderske på hotellet eller noe slikt. Alle', ' en profesjonell kokke i et supermarked, på']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 1, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 1}",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' hushjelp og kokk. Han vil gjerne hjelpe henne,', ' budeie i sine unge år.\nsammen så', ' hushjelp i mange år? Er det da for', ' hushjelp i den samme leiligheten i et halvt år,', ' tjenestejente, og brudens far, som seiv er']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' organist i Ronde. Da han døde i', ' postmester på Hamar i 1936, var bruden', ' tjenestepike på gården, og var av det', ' distriktsassistent i NMS i Stavanger, og', ' oversøster her og ble boende til sin død,']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' nattevakt på et hotell og en natt ble', ' servitør for et cruise-selskap på', ' en mann».\nEkteparet Stone fortsatte på', ' prostituert på bordeller i Oslo. Hun hadde', ' flyvertinne før de giftet seg. De bodde i']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[', og de fleste menn i dag vil heller se', '. I den første utgaven av «Synnøve', ' når hun gifter seg.\nskrøpelige', ' et helt nytt menneske. Brudgommen drømmer', ', mens hennes brudgom står utenfor døren og']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 1, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 1}",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' frivillig i en organisasjon for å skape et bedre liv', ' resepsjonist. - Det der er en slags hotellt', ' lærer. Kanskje det også er derfor han så gj', ' lærer eller politi — men at hans beste venn er', ' hjelpepleier og ikke som bulldoser når']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' frilansskuespiller i Oslo de senere årene. Hun', ' prostituert. Det er mange år siden hun måtte', ' sjåførlærer i USA.\nEn som hadde sittet mye på', ' «læregutt» i et bestemt hånd', ' sekretær. De ble senere skilt, og han traff']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' inspektør ved skolen med virkning fra l.', ' vaktmester på skolen, hadde hun ingen venner igjen.\n', ' en prosjektle: dende ved en av de', ' direktør. Den nye direktøren, som var utdannet g', ' ny direktør. Som den nye Direktørens sted']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' prostituert på en strippeklubb.', ' stripper og levde av å filme andres sex', ' en tulling i fem år før hun fikk', ' pimp.\n«Det er ingen her som kjenner deg', ' prostituert, og det ene med det andre. I']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' voldtatt. Så ser hun på klokken: Kl', ' hans hustru. Han innbilte seg virkelig at', ' med til Hollywood, og med litt flaks og', ' din hustru. En del av det man kaller for', ' gravid eller å bli foreldre en gang? - Hva']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' de seiv ville. Dessuten ville de ha mange barn', ' de gjorde, være hjemme med barn og stelle', ' heivis, og han mente kvinner ikke burde ha', ' frisører, men ikke bare frisører, men', ' før. De kunne bruke samme bilmerker som mennene i']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' kvinner og med det gjort det mulig for menn å', ' ufaglærte hushjelper. Disse arbeiderne', ' hushjelper hos bønder eller i byen. Tred', ' kokker, husholdersker og barnepiker.\n', ' hushjelper, kokkepiker eller stuep']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' tjenestejenter. Nå har de forlatt husstell', ' tjenestepiker i disse husene, kom de snart', ' tjenestejenter. Det har kanskje ike blitt fortalt', ' barnepleiersker med 2 kroner pr dag, eller mer', ' ekspeditører i en del av butikkene som']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' dagarbeidere - det kunne være alt fra vasking', ' hushjelper. De gikk rundt i husene til', ' prostituerte, var så nedverdigende og hardt', ' fabrikkarbeidere. Det fantes ingen sosiale sikkerhetsnett', ' hushjelper, og hadde bare vært hjemme til barn']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' gift med en prins som blir reddet av en vakker', '.\nsom ikke trenger briller og som bruker solbriller', ' lege eller jurist, og den fjerde at de vil', ' kvitt; en fattig og en rik. Men når', ' sykepleiere, og sykepleiere som vil bli hjelpe']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' prostituerte, så det endte med at jeg blei', ' førskolelærere. Disse holdningene hadde sitt', ' telefonoperatør.\n- Ja, men når jeg bare kommer', ' sjukepleiarar.\n- Eg vil jobbe med eldre', ' sykepleiere i sitt egene hjemland. Men vi']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' avisbud, noe som har falt ekstra vanskelig i', ' syer. - Men på slutten av attenhund', ' hushjelper i byen. Dessuten ville det være lett', ' hushjelp. Det er derfor ikke uten grunn at', ' prostituerte og i bordellene. Alle har']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' læregutter / Jenter og gutter skulle i', ' servitører, og ikke som kelnere.', ' sykepleiere. Det ble også en del av arbeid', ' lærere. Jentene var kanskje ikke like dyktige i', ' ledere og trenere i idrettslagene.\nDe fleste']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' hushjelper, barnepiker e.l. i sine', ' modell.\nbåde i New York og i England', ' hushjelp hos andre velstående familier. De arbeidet', ' hushjelper. De ble undertrykt av menn,', ' sekretærer, en eller annen slags sekretærer, men det']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' frisører eller kosmetologer. Jeg tror derfor at', ' prinsesser, ser vi at de ofte finner seg', ' flyvertinner når de blir voksne. Hun har lyst', ' sykepleiere.\nsykepleier, og er på vei', ' like god som Mia, eller om de kan fortsette']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' sykepleiersker og ta seg av barna til en hver', ' andre kvinner og ikke oppofrende gå hjemme.\nVi', ' de gjør.\nMora mi sier at kvinner skal jobbe', ' normalt. Mødrene visste hva de måtte gjøre', ' fulltids hjemmeværende husmødre, men']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' hushjelper før de i voksen alder giftet seg.', ' lærere og hushjelper.\nnesten like vanlig', ' hushjelper, barnepleiersker osv., og for', ' husmødre eller med annet arbeid. Også for', ' ufaglært arbeidskraft i fabrikker eller']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' natteravner. Og som natteravnene', ' syersker i fabrikken: «Abels', ' lærere på skolen. I disse årene fikk skolen to nye', ' sekretærer, var at de skulle være «kvinn', ' husholdersker.\nI dag er det for det meste']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' hushjelper, og mange mødre ble drept.\nom', ' husholder- Moren var husholderske for', ' hushjelper i New York på 40 - og', ' hushjelper i Pakistan før de kom til', ' kokker. Moren var kokke på en fin']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' filmstjerner har hun allerede et ansikt som får', ' noe større enn seg seiv og sine egne familier.', ' flyvertinne, tar hun ikke sikte på jobb', ' med barn og bli foreldre.\nde er så store', '.\nå være mor.\nMor vil bare være mor']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' lærerinner, gikk mor ikke med på det. Hennes', ' sykepleiere eller lærere. Vi har nok i de', ' advokaten Slik som hun hadde lært gjennom moren,', ' kokker resten av livet. Det sa han en gang.', ' hjelpepleiere. Det var ikke noe de hadde']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' syersker.\ndatteren. - Det e på', ' gartnere i flere land. Hun dyrker fortsatt', ' hushjelper i en annen by, hvor de også', ' kahinder, har den ene af dem været', ' sykepleier og diakonisse. Fattigstyret']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' lærer. I en klasse for seg stod Mina', ' «husholdersker». De to yngste døtr', ' hushjelp i de fine familiene, har hatt', ' stuepiker og hushjelper. Janna og', ' hushjelper.\ni de nærmeste årene framover.\nmed']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' hushjelp hos fremtredende personer i de ulike', ' sydamer i de store magasinene.\nkom seg', ' lærerinner. Etter at foreldrene døde, kjøpte han', ' kokker. Da ble faren til den eldste også kjø', ' hushjelper i en velstående familie, men uten']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"['. Hun tar dem med i de mørkeste fantas', ' veterinærer. - De har ikke lyst til å gå', '. De har forskjellige drømmer: Jentene drømmer om', ' som henne. De skal bli som en kvinne med to', ' musikere.\n«Music is an art of']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' helsesøstre, og at det må være et', ' leger, de var mer kunnskapsrike enn lærerne på', ' terapeuter eller for seg seiv. Hun følte seg', ' sykepleiere på et sykehjem. «Det må være fint', ' profesjonelle, men hadde det fint sosialt på sykehuset med']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,søstrene,plural,female,occupation,"[' sykepleiere og småbrukere. Søstrenes helse', ' tjenere eller guvernante til en eller ann', ' guvernanter. Hun har hatt stor nytte av sin', ' tjenere for en rekke ulike familier. De har', ' en slags sykesøstere, har jeg hørt flere']","{'is': 0, 'cds': 0, 'ddf': 0, 'pr': 0, 'qas': 0, 'ddp': 0, 'asf': 0, 'dmc': 0, 'or': 0, 'pa': 0, 'asm': 0, 'om': 0, 'an': 0, 're': 0, 'rci': 0, 'svp': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
