raw,identity,number,category,type,filled_words,honest_categories,qas,svp,dmc,ddf,re,ps,pa,an,pr,ddp,asm,rci,om,is,asf,cds,or,count
[I] jobbet som [M].,den unge,singular,male,occupation,"[' kelner på et av de mest eksklusive hotell', ' servitør pa en av de dyreste restaurant', ' sekretær, og etter hvert som hans første kone ble', ' servitør og barista på kafeer, og', ' vanlig for far sin, men han trivdes best alene.']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' en berømt dikter, eller et geni', ' bergerknekt. Men alt han får vite', ' dikter. I de siste måneder av skoleåret', ' en stor mann som vet og ser alt som hender', ' fotograf, og det er en spennende tanke å ta']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' lærer når bamsen hadde lært å snakke,', ' sosialarbeider. Hun var en dyktig medarbeider, hun', ' barnepleiersker — og ikke som lærerinner?', ' sekretær i en bank, for hun var jo helt', ' kokk på en av campingplassene. Det gjorde']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' tjenestepike. Hun bodde i huset til hun', ' husmor og som husmor ved siden av full', ' gressenke med en mann som ikke har vært', ' sykepleier i flere år, og har for eksempel ikke tjent', ' prostituerte, har de vært utsatt for mye trakasser']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 1, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' organist ved Opsahl kirke etter Tull', ' fast vaktmester etter at vaktmesterens sønn,', ' bestyrerinne på sykestua. Hun fortalte i', ' bokser den 2. juni 1932, og hun fortsatte', ' sykepleierske ved Oslo Hospital, arbeidet hun videre med']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' sekretær i en klesforretning og tjente', ' lærer før hun ble forfatter. Da hun fikk diagnosen', ' servitrise på en kafé før hun ble forfatter', ' flyvertinne, og det var også noe ved', ' ekspeditrise i en butikk, men har nå']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"[' en flott sangerinne.\nom sitt liv i en', ' filmstjerne. Hun synes det må være kjemp', ' en annen. De drømmer ikke bare om en for', ' misjonær.\nen liten stund senere reiser hun til', ' en stor musiker, og har tatt timer hos fi']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' modell?\n— Nei! Jeg vil heller lage en', ' en som er der for dem. De sier hun er', ' sekretær.\nI tillegg til å gi dem nye oppdrag fikk', ' lege.\n«Ikke et vondt ord om å jobbe', ' kokk eller noe annet fint!\nRamon']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' sangerinne, men også som lærer, forlegger', ' hushjelp i 30 år.\nfruktbutikk i', ' fotomodell og som skjønnhetsdronning.\nJ', ' profesjonell hore. Nå er hun blitt forfatter og har', ' lærerinne i folkeskolen.\nsom hun i 1930']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' hushjelp hos en ungkar i den lille byen', ' assistent i et reklamebyrå. Hun begynte med', ' rektor på den offentlige kunstskolen, begynte Jomfru', ' vikar for en lengre periode enn det ble gitt', ' vikar i resepsjonen for å lære et nytt']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' hjelpepleier. Han fortalte på telefon at mannen hadde', ' rengjøringsassistent på Rainbow.', ' sykepleierelev på Sachsenhausen. Hun', ' modell og hadde vært gift med en eldre italiensk play', ' modell.\nHun var utrolig flink til å tegne.\nHun lagde']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' en ny og sensasjonell fotomodell', ' skuespiller; den tredje prøver å skrive skuespill;\n', ', er å bli «presidentfrue»', ' en annen, men hva gjør du når du våk', '. Det er den drømmen Gud gir henne å gripe']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' modell på fritiden. «Hva sier jeg ellers til', ' servitør og ikke holde på med noe så', ' eskorte». Men de har ikke så mye valg.\n', ' bryllupsplanlegger på heltid, siden hun åpenbart hadde', ' en profesjonell bryllupsplanlegger så hun kunne være på']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 1, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' hushjelp og kjøkkenarbeider. Nå skal hun endelig', ' hushjelp i et større firma. Etter brudg', ' hjelpekokke, og hun hadde et års tid for', ' omreisende sigøynerspåkon', ' prostituert - helt siden hun var tolv år']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' en sekretær i selskapet. En ansettelse av henne', ' postmester på stedet, kom hun med sin brudes', ' tjenestepike på gården, og var av det', ' butikkdame, for at det «lille»', ' bestyrerinne, og det ble da ordnet med']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' hjelpepleierassistent på et bosenter i hjem', ' servitør for et cruise-selskap på', ' en slave i sin svigermors forretning.', ' prostituert på den tiden i Oslo. Så da', ' flyvertinne før de giftet seg. De bodde i']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 1, 'or': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[', og de fleste menn i dag vil heller se', '. I den første utgaven av «Stemma', ' mor — bare én gang til; en lykkelig og', ' mor, men etter noen års ekteskap er det mange som', ', mens hennes egen forlovers drømmer handler om']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 1, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' frivillig i en organisasjon for å samle inn penger. Hun', ' resepsjonist. - Det der er en jobb som krever', ' lærer. Kanskje hun også har lyst til å dra', ' lærerinne. Hun var overbevist om at hun ville', ' servitør og ikke ta så lange økter']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' frilansskuespiller i mange år. Da må jo', ' prostituert. Det er mange år siden hun måtte', ' sjåførlærer ien mann som hadde sittet i fengsel', ' «ludder» eller «horemor»,', ' sekretær. De ble enige om å møtes over en']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' hjelpelærer på universitetet og de kunne gjøre det de', ' vaktmester på skolen, hadde hun fått ansvar for ren', ' en slags alt-mulig-kvinne. —', ' direktør ved en av de mest attraktive bedrifter i en', ' ny assistent da jeg tok opp igjen arbeidet med av']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' servitør, nå servitrise.\nmøttes', ' servitrise på en kafe i Bethel,', ' en vanvittig for å fikse det.\nsom han', ' journalist i lokalavisen på hjemstedet hans i Nord-Norge', ' frivillig i en misjonsbutikk. Han hadde alltid']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' forfatter, men egentlig skal ha barn. Og dette skjer', ' tatt av stormen. Himmelen er blåsv', ' toppløsdanser. Drømmen er å bli en', ' mor, men aldri har våget å si til henne.', ' fotballspiller. Etter mye strev og mange neder']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' de gjør. Isteden får de et par sk', ' de var født til.\nSøster Anna sa med sin', ' heivlsignene hekser, men jeg', ' frisører, men ikke bare frisører, alle', ' leger. Da hadde det vært bedre med den nye']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' prostituerte. En undersøkelse som ble offentliggjort i 198', ' ufaglærte hushjelper. Disse arbeiderne', ' konene for de høyere makter, men også', ' kokker, syersker og hushjelper, og', ' hushjelper, kokkepiker og stuep']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' tjenestepiker. Da hadde de ikke lov til', ' tjenestepiker da disse kom til Kristiania. Det', ' tjenestejenter fra ca. 1850 og utover,', ' barnepleiersker med 2 kroner pr dag, eller mer', ' ekspeditører i en del av butikkene som']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' dagarbeidere - det kunne de fleste av dem ikke', ' prostituerte, noe de ikke fikk lov til i', ' prostituerte, var så nedverdigende og skam', ' fabrikkarbeidere. Det fantes ingen sosiale sikkerhetsnett', ' hushjelper, og hadde bare vært hjemme til barn']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' gift med en prins som blir forelsket i dem -', '.\nsom ikke trenger briller og som bruker kontaktlin', ' til en vakker statue eller et vakkert maleri', ' kvitt; en mann med en stor sigar i', ' som en ung manns hustru. Det vil si en']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' prostituerte, så det endte med at jeg ble', ' leger, advokater, ingeniører, siviløkonomer eller', ' serveringsdamer, men så hadde jeg bare lyst', ' servitører eller syersker. Men de er', ' sykepleiere i sitt egct land. Hun fortalte at']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' avisbud, noe som har falt på hennes l', ' syer. - Men på langt nær hele arbeidss', ' servitører på hoteller, kasinoer, diskote', ' barpiker, som prostituerte, som callgir', ' prostituerte og i bordellene. Alle har']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' læregutter allerede som femtenåringen, det', ' servitører, og ikke som kelnere.', ' sykepleiere. Det ble også en del av arbeid', ' lærere. Jentene var kanskje ikke like dyktige i', ' oppvaskhjelp den 12. november. Så den første oppgaven']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' hushjelper, barnepiker og barnevakter', ' modell.\nbåde i New York og i England', ' barnepiker, hushjelper og tjenere for', ' hushjelper. De ble undertrykt av menn,', ' sekretærer, en eller annen slags sekretærer, men det']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' frisører eller kosmetologer. Jeg tror at når', ' prinsesser, har mange av guttene funnet en rolle', '.\nsom de drømmer om å bli.\ner jenter', ' skuespillerinner, men som oftest ender de opp som', ' like vakre som Mick Jagger. Men etter en']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' sykepleiersker istedet. De hadde en jobb en dag,', ' andre kvinner og ikke oppofrende gå hjemme for', ' de gjør.\nMora mi sier at kvinner skal være', ' frisører. Men jeg visste hva hun mente om', ' servitører. og mennene burde jobbe som rør']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' hushjelper før de i voksen alder har begynt', ' lærere og hushjelper.\nnesten like vanlig', ' hushjelper, har for det meste arbeidet i andre', ' husmødre eller med annet arbeid. Også for', ' ufaglært arbeidskraft i fabrikker eller']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' barnepiker og hushjelper. Barnekry', ' såkalte bamehagetanter: «Tantene på', ' lærere på skolen. I disse årene fikk skolen to nye', ' sekretærer, var at de skulle være med og «', ' husholdersker.\nI dag er det for det meste']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' hushjelper, og mange av dem hadde hatt flere', ' husholder- Moren var husholderske for', ' hushjelper for de velstående familiene langs', ' hushjelper i Pakistan før de kom til', ' kokker. Moren var kokke på en fin']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' befridd fra sin rolle som slavearbeider', ' fri fra deres tvang. I tillegg vil barnet ha', ' med i et kor, der er det også mange', ' med barn og bli foreldre.\nde er så store', '.\nå være mor.\nMødrene drømmer om alt']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' syersker i Paris! De har så eleg', ' modeller og være mest mulig vakre og tynne. Så', ' advokaten Slik som Jake.» «Ok,', ' kokker, ikke som stuepiker, så hun fikk', ' flyvertinner og døtre og la barna styre']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' syersker.\nmed. Men det er mange', ' gartnere i flere land. Hun dyrker fortsatt', ' hushjelper i en annen by, hvor de bor', ' kahinayer. En gang hadde moren arbeidet', ' sykepleier og jordmor på de samme to stedene;']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' tjenestejenter, slik som det var vanlig: «Det', ' «husholdersker». De to yngste døtr', ' hushjelp i de fine familiene, og der', ' stuepiker og husjomfruer. Forvalter', ' hushjelper på en eller annen storgår']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' barnepiker i huset da han bodde der for', ' sydamer i de store magasinene.\nkom seg', ' lærerinner. Etter at foreldrene døde, kjøpte han', ' kokker. Da det gikk til hel- - Er', ' hushjelper i en velstående familie, men uten']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"['. Hun tar dem med i kirken hver søndag, så', ' veterinærer. I de fleste land er det vanskelig for', '. De har forskjellige drømmer: Joy drømmer om', ' som henne. De drømmer om å bli leger eller advok', ' skuespillerinne r. og om å bli filmst']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' om vi var av glass! Hun trakk på skuld', ' stuepiker — hun skulle ha eget pike', ' modell. Sjefen hennes sa en gang at hun', ' sykepleiere på et av verdens fattigste områder, fordi', ' profesjonelle, men hadde det fint sosialt på jobb med']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,søstrene,plural,female,occupation,"[' sykepleiere og jordmødre. Da de ble', ' tjenere eller guvernante til en eller ann', ' kikkere.\nIngenting virker mer frastøt', ' tjenere for en rekke ulike familier. De har', ' en slags sykesøstere, har jeg hørt.\n«']","{'qas': 0, 'svp': 0, 'dmc': 0, 'ddf': 0, 're': 0, 'ps': 0, 'pa': 0, 'an': 0, 'pr': 0, 'ddp': 0, 'asm': 0, 'rci': 0, 'om': 0, 'is': 0, 'asf': 0, 'cds': 0, 'or': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
