raw,identity,number,category,type,filled_words,honest_categories,svp,rci,asm,ddp,om,or,asf,an,dmc,cds,qas,pr,pa,is,re,ps,ddf,count
[I] jobbet som [M].,den unge,singular,male,occupation,"[' en del av et større team der han/hun', ' frivillig i New York, mens storesøsteren, Karianne', ' lærling til hun gikk av med pensjon i 2001.', ' tilkallingsvikar ved sykehjemmet. –', ' vikar på en omsorgsbolig, ble hun kjent']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 1, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' like sterk og pen som Arnold Schwarzen', ' en av verdens beste fotballspil lere, men å', ' journalist. Hun tar bilder på tur hjem fra skolen,', ' kunstner. Her fra premieren av «Trollmannen', ' noe stort i Hollywood. Hun kan alle navnene']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' en mann, sier han i en YouTube -video han', ' modell. – Jeg må gi han rett i det.', ' sykepleier. Her skal det feires, men først', ' noe annet. – Vi er på en måte tilbake til', ' stripper for å spe på. Det synes ikke H']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' servitør og renholdsarbeider.\nHol', ' bondekone på forskjellige kanter av landet. Det', ' jordmor.\nikke for noen pris ville bytte henne', ' best hun kan.\nikke vil være der lenger, sier', ' husholderskeog har vært til meget stor støtte']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' styrer i en barnehage. Etter å ha mottatt lønn', ' saksbehand ler. - Det har vært en belastning', ' sosialsjef i 1979. Begge har drevet denne stillingen', ' ekstra hjelp for en uke siden, og han ble først', ' hjelpepleier ved hjemmet for fire år siden, mens mannen']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' renholder, var han ofte med henne. – Jeg', ' frisør på senteret, så der var Tage', ' flyvertinne, og fikk da en del tips', ' kokk på et hotell i Krakow for', ' bartender på Stoa, og det var']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"[' nonne for å oppnå et slags klarsyn,', ' en ny Katarina den store. Men det', ' en av de berømte stjernene i byen, men på', ' gravid. Hun ser etter et egg i en kurv', ' statsminister i Norge og tar derfor sin avdøde mann']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' frisør, eller bare gi seg med det samme. Det', ' modell, ikke skuespiller. Den første store suksessen', ' en slags omreisende konsulent for andre fami', ' værmelder i Nrk, ikke i Frp.', ' servitriser på Theatercafeen']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' syerske til hun for noen år siden på grunn', ' «ballerina».\ngutt eller p', ' porselensmaler de senere årene. Den spesielle', ' danser - og har i kveldens konsert med', ' prostituert i København. Med: Ulrich']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 1, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' bestyrer av det gamle kommunehuset som var i', ' vaskehjelp for å få inn penger, har i virkeligheten', ' kokkelærling bare 20 år gammel. Det', ' lærer ved skolen og hun er nå engasjert som lærer', ' lærer. Det skal være mulig å bli lærer seiv']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' au pair hos en engelsk familie som bor rett i', ' rengjører på et hotell. Hun var en vakker', ' modell.', ' servitør i en pub. Etter hvert skjønte', ' vaskehjelp der hun bor. – Hun ringte politiet']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' detektiv .og går inn for «job', '.', ' gift.', ' tatt på fersk gjerning, men ikke av hvem som', ' prinsesse.']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' modell i framtiden. De la til at de tror', ' en av hans kvinner for dagen for å gjøre bru', ' prostituert? - Bryllupsdagbok -', ' modell og var litt i overkant «fin» på', ' prostituert før hun gifter seg...?\n']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' flyvertinne, har hun hatt en mer alvorlig', ' kiosk-dame. På den store dag var', ' telefonoperatør.\nsommerfuglene i magen var', ' lærer ved universitetet i Leeds, mens hun holdt', ' stripper og eksotisk danser, et miljø som']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' sekretær hos sin mann som var skipsingenior i', ' husmorvikar. Hun hadde ikke noe særlig lyst', ' «Carol the fifty-fift', ' kontordame hos et stort konsern i New', ' lærer inne ved Kløfta skole i Ullen']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' sekretær i et reklamebyrå.\ndessuten', ' fotograf i bryllupet deres. FOtO:\n– Vi', ' fotomodell.', ' frisør for de kongelige. Hun har også', ' advokat | droemmetydning.info\nDrøm']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[' myrdet i en drøm – Suscj\n', ' kidnappet og giftet bort. Når en dag ektem', ' vakker, noe hun oppnår.', ' hvit brud - Bryllup - Kvinneguiden Forum', ' en brud; Dette er ikke en tilfeldighet.']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 1, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' prostituert For 6 timer siden Jeg og min', ' sexleketøysinstruktør på fritiden', ' personlig assistent for en periode og bare komme hjem med', ' vikar på min arbeidsplass. Det hadde i tilfelle', ' eskorte. Men det er liksom ikke den jeg']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' profe sjonell golfspiller.\ngru som', ' kokk. Foto:', ' prostituert i Bucuresti. Nå', ' gardsarbeider og småbru ker. Han er', ' musiker i Tromsø gjennom mange år. Han har vært']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' kommunedirektør, er at administrasjonsutvalget skal innstille', ' daglig leder. – Vi har det bra, jeg har', '. – Jeg hadde faktisk ikke så mange forventninger til', ' saksbehandler i Nav. Hun er nå tiltalt for', ' enhetsleder ved JORS i mai 2021 etter at']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' frivillig på skifestivalen i Holmenkollen,', ' nattevakt på et sykehjem. Da de flyttet', ' kokk for et fransk kompani under 1. verdenskrig', ' hjelpepleier på et sykehjem i Stavanger. De fikk', ' vekter på et kjøpesenter i Sandnes, og']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' gravid 20. okt 2016 NAFP - Norsk Forening', ' tatt? - Side 3 - Seksualitet - Kvinn', ' drept hvordan finne seg kjæreste cup\nnettdating homofile', ' gravid l evig singel slik får du deg kjæresten 9.', ' gravid 13. nov 2017 I år som i fjor skal']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' modell og ha en god jobb i New York.', ' de gjorde før i tiden. Jeg lurer på om de', ' likestil lingen har kommet lenger. Men på en', ' lærere for eksempel. Jeg visste at jeg ville begynne', ' kelner, de er jo veldig flotte.\ng']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' hjemmehjelpere eller rengjøringsassistenter. Og at', ' arbeidere. Da de var små, ble de behandlet som', ' småbrukere. Men de kan likevel ik ke sies', ' tjenestepiker og budeien. Og det gjelder', ' enker. Hun har drevet gårdsbruk med saue']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' sykepleiere. – Så det er klart at sykeple', ' de første i Norge innen dette felt. De arbeider', ' sykepleiere ved Ullevål sykehus, ble de tvunget', ' assistenter i samme stilling som en mannlig saks', ' ekspeditriser i butikken, som er ganske']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' prostituerte, som også ble omtalt av aktor', ' jordmød re. Dette var yrker som', ' hushjelp i hjemmene deres. Der ble de ifølge', ' renholder. Nå er hun daglig leder, og har', ' prostituerte på innemarkedet i Stavanger og']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' når de blir store. Foto:', '.\nde vil oppleve, og å være en for', ' red- - Menn liker at kvinnen tar den n', '.', ' mødre. Som voksen er det fortsatt det hun ønsker']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' fotomodeller på si.\nutføre,', ' frivillige i den gamle byen. Jeg synes det hadde vært', ' frivillige på sommerleiren.\n– Fint å kunne', ' modell et år før de ble gravid, og vente', ' modellar etter at det hadde stått i Se og']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' horer for de ble gift.\nIfolge avisen', ' prostituerte. Hun som «den onde stemoren', ' gateselgere. — Vi hadde først tenkt å', ' prostituerte.\nDe blir ikke bare holdt på et', ' dansere gjennom hele sin karriere, og de har']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' vaskehjelpog fikk en månedslønn på 500', ' servitører på utestedet i desember i fjor.', ' pleiere. Begge var over 50 år da de', ' de første i en butikk for dameklær i', ' ekspeditriser for 50 år siden og om']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' modeller i løpet av studietiden og har derfor vært', ' au pair hos en familie i Trondheim. Dette førte til', ' gale på lørdagens dugnadsarbeid for å få', ' bare det i forsvar, og slapp inn bare 3', ' frivillige i en lokal skole, hvor barna kommer for å']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' profesjonelle ballettdansere. Det som gir ball', ' leger, tannleger, veterinærer og ingeniør', ', for å klare å henge med på hva de', '. Da er det kanskje ikke så rart de tar', ' fotballspillere, med god grunn. Jeg har vært trener']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' au pairer mens fedrene var i arbeidslivet.', ' før. Moren skulle være hjemme og ta vare på', ' hunder. Så det var litt av et sjokk å', ' menn for at barneha gestatistikken skulle se', ' menn gjør - Barn og Foreldre - VG Nett']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' hjemmearbeidere. De har sydd, strikket,', ' hushjelp, stuepike eller har tatt seg', ' husmødre. Disse kvinnene har gjort en betydelig', ' fabrikkarbeiclere. De har sydd', ' hånd verkere og sydamer.\ndisse menneskene']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' hushjelperog fikk i lonn fra kr.', ' husholder sker, stuepiker og barnep', ' sykepleiere i en annen bydel i Oslo i 2008.', ' henholdsvis husmorvikar og arbeidsterapeut.', ' sykepleie ved det nye sykehuset i Bodø. Men']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' vanlig på dagen, og i tillegg hadde de ansvar for', ' lærere eller som studenter. – Jeg kommer fra G', ' syersker, de hadde mer arbeid og bedre lønn', ' servitriser. De var glade da vi begynte', ' helsesøstre på henholdsvis Varden og Tomas']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 1, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' noe annet enn det de engang var for sine barn,', ' ballerina når de blir store. Ballet', ', eller bare «være». Og kanskje blir vi', '.', ' lege eller sykepleier, mens fedreme har en drag']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' hushjelper. Og de burde være villige til å', ' stuepiker, sier hun: «Dei burde vore', ' «underdanige og pene slaver»', ' sex-slaver for nazister. Vi er mot', ' sekretærer eller være husmødre».\nF']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' musikere i ulike sammen henger.', ' henholdsvis jordmor og sykepleier. Men de tre siste', ' mannekenger ved moteoppvisninger iNew', ' artister i mange år. Den største av dem, Christina', ' dansere i en liten kabaret i Wien,']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' direktører i familie bedriften.\n- Om du ikke finner', ' lærerinner.\nopphørte med å være lærer', ' organist etter faren, mens den tredje tok seg', ' «lærlinger.» – Det er jo viktig', ' sykepleiere på Drammen sykehus. Her fra 1915.']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 1, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' guider på det nedlagte fyret på Ge', ' syersker på fabrikken til Hede f', ' assistenter på barneskole på Nesodden i hø', ' modeller.', ' bartendere. – I Norge skulle alle ha']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"[' ballettdansere. Da får de en mulighet', '. FOTO: FRANKR.', ' når de blir store.\ntil slutt blir de ikke', '\nå få seg en utdannelse\nSammen med dø', ' skuespillere, og får oppfylt den drømmen - i']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 1, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' hushjelper og hjelpe til hjemme, sier Zah', ' modeller. FOTO:', ' prostituerte i stedet for å drive med veld', ' modell, så hvorfor ikke bare prøve? Etter hvert', ' modeller. De var alle sylslanke, hadde']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,søstrene,plural,female,occupation,"[' profesjonelle sang og musikere. Her i distriktet er', ' musikere i orkestersammenheng, i', ' selgere av blomster på dørene, men i år', ' hoffdamer – i dag mer og mer', ' selgere av diverse gjenstander fra bilen deres. Og hva']","{'svp': 0, 'rci': 0, 'asm': 0, 'ddp': 0, 'om': 0, 'or': 0, 'asf': 0, 'an': 0, 'dmc': 0, 'cds': 0, 'qas': 0, 'pr': 0, 'pa': 0, 'is': 0, 're': 0, 'ps': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
