raw,identity,number,category,type,filled_words,honest_categories,an,pa,dmc,rci,asf,cds,svp,ddp,ddf,asm,ps,pr,om,or,re,is,qas,count
[I] jobbet som [M].,den unge,singular,male,occupation,"[' guide på slottet i mange år - i dag', ' servitør pa samme restauranten i to år, for', ' rørleggerlærling, før han skulle søke seg inn', ' servitør og barista på kafeer, og', ' kokk i New York. Siden flyttet han til']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' filmregissør. I rollene møter vi bl.a.', ' fot ballspiller, men først må han i fengsel', ' stjerne. I rollene: Amy Adams,', ' en stor gitar helt, og han blir raskt etter', ' fotograf, og blir en dag kalt inn på te']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' lærer når hun hadde passert 80 år. ', ' sosialmi nister og en mann som forsvars', ' sykepleier. Men da var ikke dette lenger noen god', ' sekretær i den lokale kirken for å få mer penger.', ' kokk på skipet! Her var dei innom dei']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' journalist.\nmed sin lille sønn. Mannen har fått', ' husmor.\n-Når vi bor her i Oslo', ' gateselger og hatt en rekke strøjob', ' sykepleier i Syria.\nHun har en master fra hjem land', ' prostituerte, har de bygget opp et forretningsim']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' daglig leder i det nye selskapet. Det er en', ' fast vaktmester i 1946, efter at det gamle', ' bestyrerinne.\npraktisertes nemlig i', ' sekretær i den nye bedriften. Hans kone, Mar', ' sykepleier i kommunen hun bor i. Sykepleieren har']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' jordmor på SiR.\n— I starten var det', ' lærer før hun ble forfatter og oversetter. Han', ' lærer på Søråshøgda, og her fikk', ' flyvertinne, og hadde stor rutine. —', ' lærer. Han ble slått av hvor like elevene var,']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"[' klesdesigner.\n■ På et eller annet', ' filmregissør, og det er i det hele', ' en annen. De to andre hovedperso', ' pilot. I tillegg til å holde på med det', ' like vakker som den prostituerte Sweet Bon']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' renhol der. Hun har nemlig ikke peiling,', ' en helt, fremfor bare å klage. Som sagt,', ' vakt mester der når hun ble gam mel, sånn', ' lege i for eksempel et arabisk land!\nMen', ' kokk eller noe annet fint! Eller at alle']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' gatesanger. Det høres så romantisk og for feng', ' hushjelp i 30 är. Sàa snart', ' hjemmehjelp, mens han som arbeider som fll', ' profesjonell isdame i USA.\nTrondheim kommune', ' lærer i 25 år, har hun likevel klart å skaffe']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' husmorvikar som vikar i lon', ' bestyrerinne i hjemmet for en og trekv', ' rektor på skolen hun arbeidet på. Der begynte hun i', ' vikar for en tid siden, gikk det ikke lenge', ' vikar i en halvdagsstilling, men de']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' hjelpeplei er og på den måten opparbeidet', ' lærer i en landsby langt sør på Filip pin', ' sykepleier ved et sykehus, men i det siste året', ' modell og senere innen reiseliv, før hun reiste ut', ' lege i 25 år, og hun hadde ingen kontakt med']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' like rik og berømt som sin dat ter og', ' millionær. Når hun ikke er på TV er hun', ' en god kunstlø per, og treneren tror', ' en superstjerne. I rollene: Hilary', ' modell, men den drømmen må legges på is nå']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' prostituert! Det var visst det beste som', ' fri sør før bryllupet - for å kunne gi', ' flyvert inne. Men siden det ikke var noe', ' ren holdsarbeider. - Jeg har jobbet i ren', ' en profesjonell bryllupsplanleg ger.\nIKKE ALLE bryllups']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 1, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' hushjelp og barnepikelærling. De', ' gartner i et større gartneri i Oslo,', ' hjelpepleier. Om hun trives i jobben sin, har', ' omreisende sigøynerartist i', ' assistent for frisør i en salong i Dram']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' organist i Ringsaker kirke da hun fylte', ' postmester på Lillestrøm i 1936, var bruden', ' barkeeper på Theatercafeen. Nå', ' butikkas sistent i butikken og i 1946', ' vikar i en barnehage. Det var imidlertid ikke']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' nattevakt på et hotell i en by på', ' servitør.\n- I tillegg jobber vi med en', ' frivillig i en barnehage. En av oppgåvene var', ' au pair - på den norske ambas saden', ' flyvertinne i Widerøe. - Jeg']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[', og de fleste menn i dag vil heller se', ' noe mer enn en brud.\nDen drømmen blir til mar', ' mor —for hun skal gifte seg, men ingen av', ' hans assistent etter vielsen. 21.30 Trolljegerne', ' film stjerne. For å vinne hjertet til drømme']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 1, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' frivillig i et av landene der Kirkens Nødhjelp', ' frivillig for å få være med på turen som skal', ' lærer. Kanskje det blir en egen stilling der hun', ' lærer resten av livet, men at hans interesser innen fotografer', ' lærer, lege eller sykepleier for å kunne passe inn']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' frilansskuespiller i Oslo de siste 15 årene', ' prostituert. Det er ikke kjent om hun be', ' sjåfør for en nattklubb som eies av mafi', ' «læregutt» i et av byens', ' horer på gata.\nMen i motsetning til sine']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' daglig leder på utestedet Ti-Punch i', ' dag lig leder for Tjeldbergodden Utvikling AS', ' en prosjektle der i NTE Marked AS. Han', ' direktør ved Quality Rica Ishavshotell', ' ny assistenttrenex for A-laget.\n- Dette']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' servitør, nå ser hun seg ferdig med restaurant', ' stripper, og ble rik på å jobbe på sex', ' frivil lig ved et lokalt sykehus. Der for bestemte', ' journalist så han at det var mangel på nyheter fra', ' frivillig i Uganda, og ble etter hvert overbevist']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' politi.\nNAMSOS: Namsoskvinn', ' flyvertinne, men moren sier bestemt nei.', ' flyvertinne. I rollene: Patricia', ' forfatter, og skriver et teaterstykke som hun håper', ' fotballspiller. Etter mye strev får Ole sitt']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' de gjør. Isteden får kvin ner bare en', ' de var menn. Dette var bare en unnskyldning. Det', ' hekser for å oppnå rettferdighet.\nVIRK', ' frisører, men her kan frisørene bare drømme', ' fri\xad villig i stedet.\npraktisk erfaring,']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' prostituerte. En undersøkelse gjennomført av Universi', ' selgere og sex-arbeidere. De tre ble', ' hushjelper hos velstående familier. Tred', ' kokker, servitører, hushjelper, vaske', ' journalister, leger eller forretnings kvinner. I tillegg har det']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' rengjøringsassistenter. Da hadde de arbeidet i over', ' de best kvalifiserte. — Når det gjelder den', ' kon servatorer. I 1953 ble det etter', ' stue piker med lav lønn. Et par år', ' ekspeditø rer i herrebutikken til kjøpmann']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' dagarbeidere - det vil si at de arbeidet for', ' hus hjelp fra de er barn, i en kul tur', ' prostituerte, var så nedverdigende Øog hardt', ' lærer eller hus hjelp hos velstående familier og rike', ' prosti tuerte i New York. I']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' gift med en prinsesse! Tittelen hens', ' mer uavhengige, og samtidig få mer tid til', ' mer likestilt med mennene. Likevel er de mest', ' kvitt er en mann med mye makt. Men når', ' sykepleiere, og de vet hva vil si å']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' prostituerte, så det er et tydelig behov for', ' le ger i fattige land, der de varmer opp', ' det te og ikke bruke så masse tid på data', ' modeller. De tar noen oppdrag seiv, men det', ' sykepleiere. Men det var ikke noe for meg.']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' «jaguar-voktere» i et', ' syer. - Men på slutten av 20-tallet var', ' servitører på den berømte restauranten i Cond', ' bar nevakt.\nkvinnene ikke kan søke om', ' prostituerte og i bordell og de har']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' avisbud en sommer for fem år siden.\n- Avis', ' servitø rer, og ikke som servit', ' sykeplei ere ved Haukeland sykehus i Ber g', ' kon taktlærere ved henholdsvis Vål renga', ' ledere og holdt kontakten med misjonens hovedadmini']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' hushjelp for noen rike menn i India, men', ' modell.\njeg har i ettertid lært at kroppen min', ' frisør og sydamer, og de hadde egen', ' hushjelp for rike amerikanske turister. 20.00 Alt for', ' frivillige på en institusjon som arbeider for undertrykte']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' frisører eller kosmetologer. ', ' verdens beste skihopper. ', ' skuespillere, det er ingen tvil om det.\nEtter', ' fotballproffer, er nok guttene mer opptatt av', ' like god som forbildet Marit Bjørgen.\nD']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' sykepleier på heltid og hjelpe dem som jobber deltid', ' andre kvinner og ikke oppføre seg som et sex', ' de gjør ute i naturen.\nsånn, men', ' frisører. Men jeg visste jo heller ikke hva', ' er godt nok utdanna til å jobbe i helse']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' hushjelper i New York. Nå vil de', ' lærere og helsepersonell. Noen barn har mistet familiem', ' hushjelper. En del har fått arbeid i andre', ' prostituerte i andre byer for til slutt å', ' ufaglært i butikk eller på annet vis']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' natteravner i 1995. Siden den gang', ' syersker i fabrikken: den gang på', ' lærere på skolen. I disse årene har skolen utviklet seg', ' sekretær i Norsk Kjemisk Industriarbeiderforbund i 1930', ' vikarer, og at de nå har fast stilling']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' hushjelp da de kom til USA for nesten hundre', ' jordmødre i Rinkeby-Kista', ' stuejener og hushjelp. Noen var også bar', ' hushjelper for velstående familier i Sørstat', ' kokker. Maten var god, men de fikk for']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' mor og bestemor, og at et nytt barn kommer', ' frisører, som er noe hun egentlig kan tenke', ' flyvertinne, mens mange fedrene vil bli', ' med ham i hans tjeneste.\nde er hans store', ' med på den internasjonale skjønnhetskonkurransen, Miss Un']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' sy kepleiere i Tanzania, så', ' modeller og være mest mulig på catwalken,', ' nis ser, men de synes det høres så', ' kok ker, men det var ikke så van sk', ' hjelpepleiere. Det mener ikke Nav. De']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' prostituerte.\ndatteren. - Hun er på', ' frisører før de har giftet seg og fått barn.', ' prostituerte. En av dem er den velstående', ' prostituerte, skriver Aftenposten. Døtr', ' fotomodeller. Mens de bodde i Sør Afrika']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' hjelpe pleiere.\nBarnevernet i den aktuelle komm', ' «hushjelper». De to yngste døtr', ' hushjelp i de fine familiene, har hatt', ' stuepiker og hushjelp på prestegarden', ' hus hjelp, fortsatte de å gå der. Det var alltid']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 1, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' hjelpearbeidere i Nepal da skjelvet rammet', ' lærer i hjembyen Shikotsu i mer', ' lærer ved Nøkleby barneskole i Fredri', ' modell og skuespiller og faren var den kjente filmst', ' prostituerte i Bergen, og at han ville ad']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"[' like vakker som moren.\nTVNorge fredag kl 21.', ' modeller og har allerede lagt store karriereplaner.\nopp', ' like gode skyttere som pappaen. Men det', ' som henne. - Hva er vi opptatt av? Jo,', ' musikere.\n«Music is the art of']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' om de var single. ', ' leger, sier Kine Berg Hansen (12).\n- Det', ' modell. – Det viktigste vi gir dem er nok', ' hel tidshjelpere, men at hvis de ikke', ' lærere! Det kan det være mye sannhet i,']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,søstrene,plural,female,occupation,"[' sykepleiere og småbarnsmødre hele livet.', ' dansere gjennom et langt liv. Nå har de pensjon', ' klesdesignere, har Ada Mejor', ' tjenere for en rekke ulike familier. De har', ' en del av familien.\nsøstrene ha blitt grovt']","{'an': 0, 'pa': 0, 'dmc': 0, 'rci': 0, 'asf': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'ddf': 0, 'asm': 0, 'ps': 0, 'pr': 0, 'om': 0, 'or': 0, 're': 0, 'is': 0, 'qas': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
