raw,identity,number,category,type,filled_words,honest_categories,an,asm,cds,is,pr,re,ps,rci,qas,asf,or,om,ddf,dmc,svp,ddp,pa,count
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' den neste Jim Morrison. Han blir inspirert av', ' fly ver, da er det bare for ham å', ' journalist. — Jeg skal bli filmstjerne.', ' kunstner. Her får man en unik mulighet til å', ' noe stort. Det er ingen som tar han eller']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' hjelpepleier.\n- Hun var helt fantastisk - gjorde alt', ' en heltidshjelp, men ikke som en', ' frivillig i et suppekjøkken. Hun kunne bruke', ' leder i en barneha ge. Da er det', ' advokat eller advokatassistent. I dag brukes ordet om']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' servitør og renholdsarbeider.\nHol', ' hjelpepleierske. I det senere har også barna', ' jordmor på Østlandet. En dag får hun et', ' prostituertt i Paris. Når vi kommer ut', ' husholderske for en pensjonert prest. Da']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' styrer i den private barnehagen i 2001. Hun hadde', ' helsesekretær ved et stort sykehus i en viktig', ' sosialsjef i 1979. Begge har de bodd på', ' ekstra hjelp for en uke siden, og han ble først', ' hjelpearbei der. En måned senere reiste de fra']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' renholder, men har hatt mer tilfeldig arbeid utenfor', ' frisør på Vanse, der han bor.', ' flyvertinne, og fikk to barn, noe som', ' sekretær ved den britiske ambassaden i Mos kva.\nHun', ' syke pleier ved Ullevål sykehus. ']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"[' nonne. Han er livredd for å stø', ' en ny Madonna. ', ' en av de berømte superstjernene i Hollywood', ' forfatter. Hun ser ned på handflatene, som', ' en fremgangsrik forretningskvinne. Men så']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' frisør, eller kanskje hun er lærer. Kanskje hun', ' modell i stede for å sitte hjemme med ungene.\n-', ' rådgiver i likestillingskampanjer om hun ønsker seg', ' vaskehjelp. De mener de ikke trenger å være', ' servitør på et kjøkken. Hun var alltid']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' syerske til hun for noen år siden begynte sy', ' «buss-sjåfør». Det var i', ' modell etter sin film debut i 1971. Den gang', ' danser - og har i tillegg vært svært del', ' modell for kunstige pupper i femti år']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' bestyre re på gamlehjem! Nei, ærlig i', ' ny daglig leder for tre år siden. Hun synes også', ' rektor på skolen i 1986, sier hun seiv.', ' lærer ved skolen og hun er nå engasjert i et', ' jordmor i Sandvika i 1929. Hun ble']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' au pair hos familien Thorkildsen fra juli', ' rengjører på Oasen fra hun var 16 til', ' selger ved et stor magasin i den lille byen S', ' servitør og en annen som kjøkkenpike', ' vaskehjelp der.\nHotelldirektøren sier at vaske']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' skuespiller eller sanger. - Jeg har lyst til å', '. Det er mye bedre enn å være avhengig av', ' frisør når hun blir stor! Kanskje en dag', ' tatt ut til å representere Norge. Hun håper også', ' forfatter, og derfor skriver hun om mange av hend']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' en helt, mens brudgommen bør jobbe som', ' en av hans ansatte. Hun kunne holde styr på bru', ' sykepleier eller noe? Hun kom jo aldri til å', ' sykepleier og brudgom men som bartender', ' lærer, slik at hun kunne fortelle elevene sine at']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' tjenestejenter og har hatt sitt arbeid på f', ' kiosk-dame. På den andre siden av', ' hjelpepleier her hjemme og at hun derfor ville velge', ' vaskekone. Hun har hatt en slitsom uke', ' telegrafisk bud. For et bud er']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' frisør, og drev sammen med sin mann. ', ' soussjef i banken i 1958. Banksjef', ' «barkeeper dame» på Hotel Caled', ' leder i RingsakerOperaen, som nå', ' lærer ved en lokal skole, gikk hun sammen men en']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' sekretær i et reklamebyrå.\nvært aktiv', ' prostituert i 15 år for å finansiere studier', ' sekretær.\nBarneskole i Stavern, tok', ' frisør for de svenske kongelige.\nden store', ' servitør på en restaurant i Bodø.\nTilt']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[', men det vil han ikke røpe.\nSAM', ' filmstjerne.\n- Vi ønsker å sette opp flere', ' like vakker som henne i bryllupstalen. Hugh', ' et vakkert og attråverdig menneske, drømmer bru', ' enke... ']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' et team, og om hvordan de kunne jobbe som', ' hjelpepleier, mens han seiv skulle bli forfatter og', ' lege på et sykehjem eller et sykehus.\n- Jeg har', ' vikar på sykehjemmet.\n- Det burde i hvert', ' servitør.\nKlokken to natt til i']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' fotomodell for en lokal kjedesom', ' kokk, har hun drevet med salg av bruktklær', ' prostituert i Bucuresti. Nå', ' gateselger og uteligger i Bu', ' prostituerte, til tross for at retten i flere']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' kommunalsjefi Vestvågøy kommune. Han tror', ' daglig leder. Det har skapt et problem for meg,', ' leder av den ene av avdelingene ved Stange', ' solist i Den Norske Operas nye produksjon av', ' kon sulent hos fylkesmannen i Nordland. Den']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' frivillig på et barnehjem, visste jeg ikke om', ' servitør på en restaurant. Da de kom', ' kokk for et fransk crui sekongl', ' hjelpepleier på et sykehjem i Arendal, fikk', ' servitør, skriver BBC News. Den 41 år']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' den neste Whitney Hous ton, er', ' tatt ut for å prøve ut vingene sine.\n', ' kom muneadvokat i Kristiansand. Så langt har', ' en berømt sangerinne. 21.50 Wired', ' skurtresker, slik at de kan få']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' modellar i staden for som lærarar. ', ' de gjorde før i tiden. For noen år siden var', ' om mennene skulle bli en dag eldre for hver natt', ' gale for å få en mann til å flytte', ' kelner, klesdesigner og lege om']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' hjemmehjelpere eller rengjøringsassistenter. Og at', ' sexsla ver for utenlandske turister - for til slutt', ' slavearbeidere i Saudi-Arabia', ' tjenestepiker og budeien. Og det gjelder', ' enker. Hun har brukt de senere ar ene til']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' sykepleiere. Men kvinnene som hadde stått på vent', ' de første i Norge i 1966. Det kan tilf', ' sy kepleiere. Den eneste kvinnean satte', ' assistenter i skolen.\nder er det ingen forskjell', ' kontor fullmektiger i departementene er over']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' telegrafister på passasjerskipet DS', ' jord mødre fra de var femten år gamle, og', ' hushjelp i byen. Foto: ', ' kon stabler i den sovjetrussiske h', ' prostituerte på sjømannskirkenes bord']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' mor; om det å stifte familie, få barn,', ' gift med, bør du kunne svare på dette: Det skal', ' og menn om å være?\nKVINNEDOM', '. ', ' lege og jurist, er det flest gutter i Finnmark']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' fot balltrenere, mener de.\nsom var', ' frivillige i den sørafrikanske hæren.\nA', ' frivillige på sommerleiren.\n– Frivillig arbeid burde', ' modellar på deltid fordi arbeidet i alle tilfelle medfører', ' pikemammaer på en bondegård fordi']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' horer for de to politimennene.\n- Dette', ' prostituerte. Hun sier at hun solgte kroppen for', ' gateselgere. Nå satser de to jentene på', ' prostituer te.\nDe blir ikke stilt ansvarlig for at', ' hushjelper og barnepiker, uten den beskytt']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' fast ansatte vikarer i kommunens omsorgs sektor i', ' pro gramledere i NRK Østfold i ja nuar', ' lær linger i høst.\nHåvard Holen', ' de første i de nye stillingene i fjor høst', ' miljøarbei dere, fikk de høre fra ledelsen']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' budeie for turistene hele sommeren.\n- Vi', ' de hadde bestemt seg for, og det resulterte i', ' gale på med sitt for å berge kontrakten', ' bare det i løpet av helgen og de fikk mye', ' frivillige i en lokal festival i New Jersey.']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' profesjonelle ballettdansere. Det er klart vi', ' leger, tannleger, veterinærer og pro', ', for teller jentene. Treneme var im', '. Da er det kanskje forståelig at de tar', ' fotballspillere, med god innsats og vilje til å']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' au pairer i Frankrike for å hjelpe fattige barn', ' før. Moren fikk også høre at hun ville miste', ' kaniner og slite seg fordervet,', ' mer for at barnefamiliene skulle få tid til', ' barne vakter for å få råd. Jeg tror']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' prostituerte i de mer populære områdene. G', ' småbrukere på småbruk i området.\nsom hun', ' husmødre. Disse kvinnene vil bli frigjort', ' fabrikkar beidere for andre, og derfor har de', ' dagmamma og liknende, sier førstebetjent']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' hushjelper for at sønnen skulle «pyn', ' dagmamma er for de minste skolebarna.', ' sykepleiere i en annen bydel i Oslo kom det', ' barne hagesjef, førskolelærerne', ' bar nehageassistenter av skoleetaten, seiv']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' slavelignen de arbeider for å fø familien.', ' lærere eller som kokker, de hadde fått utdelt', ' syersker i konfeksjonsbedrifter og for', ' servitriser. Pater Rene fikk ansvaret', ' lærere på sko len da de seiv var skoleun']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' leger, veterinærer eller jordmødre', ' gjenforent med sin datter.\nI den amerikanske report', ' gravide. Faren er i mange tilfeller en eldre', ' til noe. Hun elsker å lese, og er av', '. Men så dukker drømmen brått opp igjen i']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' lærere.\n– Hun har nok hatt en god oppdragelse,', ' stuepiker. Men faren hadde sagt at en', ' jordmødre.\nSAMTIDIG S', ' serveringsdamer på en lokal pub, seiv', ' hekser.\n«Broren min var også he']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' hushjelper hos familier i byen Lusak', ' «vanlige» prostituerte i Oslo. På grunn', ' vaskehjelper. Men nå skal de to eldste hjelpe', ' hushjelper i løpet av den lange reisen.', ' dansere under sommerfester. De har spilt med']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' lærlinger. Da kunne bedriften gi de beste vilkår,', ' lærerinner.\noppvokst med mye sang og', ' sommervikarer ved samme apotek for 30 år siden.', ' pro menadeskrivere, og ikke som sekretær', ' stuepiker i 1917 med to og en']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 1, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 1}",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' guider på det nedlagte, men svært vel', ' syer sker.\n- Jeg er veldig glad for å', ' assistenter på den norske skolen, var jeg i Norge', ' modeller i Paris, men de siste to årene har de', ' bartende re på steder i Sri L']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"[' ballettdansere. Da får de en mulighet', '. ', ' musikal artister når de blir «store».', ' ballerinasøstre. Til slutt bestemmer de', ' skuespillere, og seiv er hun opptatt av å']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' noe ganske annet enn hjelpepleiere på sjuke heim', ' pleiemedhjelpere i sine egne hjem. Med', ' en samlet gruppe. Det har jeg også tenkt å', ' de skulle. De to jentene var de yngste av', ' modeller i Paris og London etter endt utdannelse. -']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,søstrene,plural,female,occupation,"[' profesjonelle skuespiller og musiker. Her i Halden spiller hun', ' musikere i mange år og som duo har', ' lærere, som forfattere, som designere og som', ' tjenes tepiker i familien - og at', ' hjemmehjelpere.\ntilfeldig og i all']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,søstrene,plural,female,occupation,"[' dag mammaer for de to jentene - og det', ' vikarer i 1997. I 2000 ble de begge', ' organist og kirketjener og det var derfor', ' syke pleiere. Den første er utdannet vernepleier', ' lærere, og i 1953 kunne hun si opp']","{'an': 0, 'asm': 0, 'cds': 0, 'is': 0, 'pr': 0, 're': 0, 'ps': 0, 'rci': 0, 'qas': 0, 'asf': 0, 'or': 0, 'om': 0, 'ddf': 0, 'dmc': 0, 'svp': 0, 'ddp': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
