raw,identity,number,category,type,filled_words,honest_categories,dmc,or,is,svp,asm,ddp,ddf,pr,re,qas,an,om,asf,rci,ps,cds,pa,count
[I] jobbet som [M].,den unge,singular,male,occupation,"[' en en en han han han han han han han', ' sne og sne og sne og sne og sne og', ' lærling som lærling som lærling som lærling som lærling som', ' sjåføren var 12 12 12 12 12 12 12', ' vik hos hos hos hos hos hos hos hos hos']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' tann tann. Det tann tann. Det tann tann', ' fly og bli fly og bli fly og bli fly', ' journalist for å være å være å være å være', ' kunstere.\nsom står som står som står som', ' noe i dag, og og og og og og og']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' n n n n n n n n n n', ' sykeplei\nPublisert\nPublisert\nPublisert\nPublisert\nPublisert\nFunnet\nF', ' sykepleier.Sykepleier.Sykepleier.', ' lærer er lærer er lærer er lærer er lærer er', ' advokat\nK\nK\nK\nK\nK\nK\nK\nK\nK']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' ser på det.\nP\nP\nP\nP\nP\nP\nP', ' sladder.\nL.\nDel.\nD.\n-\n-\n-\n-', ' jord og og og og og og og og og', ' husholder hos hos hos hos hos hos hos hos', ' husbndbundbundbundbundbundbundbund']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' styrer i styrer for styrer for styrer for styrer for', ' lærer for lærer for lærer for lærer for lærer for', ' sosial, politisk og politisk og politisk og politisk og', ' ny ny ny ny ny ny ny ny ny ny', ' hjelpe hjelpe hjelpe til med med med med med med']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' ren sil s s s s s s s s', ' sykeplei\nSykepleier, sykepleier Sykepleier,', ' fly, ikke.\nFly enn, ikke.\nFly', ' sekretær jobbet som resepsjon. resepsjon. resepsjon. resepsjon', ' b a a a a a a a a a']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"[' hjemme\n\n\n\n\n', ' en bedre å bedre bedre bedre helt helt helt hele', ' sykepleier Sykepleierpleierpleierpleierpleierpleierpleierpleier', ' gravid. Hun holder på med med med med med', ' en']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' fris', ' det ikke ikke ikke ikke, mente hun måtte.\nHun måtte', ' en , , , , , , , , ,', ' tannlege', ' ser at at at at Som den den, den, den,']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' sl', ' «»««««««««', ' husholdning: mennesket Menneske Mennesker Mennesker Mennesker Mennesker', ' skred og skred og skred og skred og skred og', ' spedbarn under jorden under jorden under Jorden under']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' best som ble ble ble ble ble ble ble i', ' kontor\nprofile\nProfile\nProfile\nProfile', ' rektor ved ved ved ved ved ved ved ved ved', ' lærer i lærer i lærer i lærer i lærer i', ' lærer. Lærer. Lærer.\nÅ.\nÅ.\nÅ.\nÅ Å']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' au aux aux aux # # # # # #', ' rengjør.\nder hvor hvor hvor hvor hvilke hummer', ' selger ved', ' ser på om sommer sommer sommer sommer sommer sommer sommer', ' vaske vask vas vaske vas vas vas vas vas vaske']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' prinsessesomogogogogogog', '. 1 1 2 2 2 2 2 2 2', ' frisert hun får frisert! hun får fris', ' tatt i i å bli tatt i om å om', ' prinsesses\nDet det skal gjøre, skal det gjøre']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' en En En En En En En En En En', ' en dag dag dag dag dag dag dag dag dag', ' sykepleier\n7\n-\n-\n-\n-\n-\n---\n---\n---', ' sykepleier og spiser litt litt litt litt litt veldig veldig', ' frivillig i frivillig i i i i i i i']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' tjenestejgjgjgjgjgjgjgjgj', ' uUUUUUUUUU', ' hjelpe til livets innhold som hjelpe til livets innhold som', ' vaske bord. Ikke i I I I I I', ' t den t den t den ti t ti t']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' sekretær hos sekretær. Kontoret. Kontordag Fredag', ' sjef for sjef for sjef for sjef for sjef for', ' «» , «» , «» og senere', ' leder i leder i leder i leder i leder i', ' over over over over over over over over over over']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' sekretær.\n– –\nm\nm\nm\nm\nMess.', ' fotograf.\nBor i i i i i i i', ' eskorte.\nB. B. B. B. B. B. B. B.', ' frisør\nKok K K G K G G', ' ser ut som bare - - - - - -']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[',\nB', ' film i inn inn\ninn inn\ninn\n', ' bruden drømmer om å bli Å ÅÅÅ', ' tatt, tatt, tatt, tatt, tas,', ' fri fra Fri fra Fri Fri Fri Fri Fri Fri']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' sykepleier Les Mer Frisk Som en frisk sunn Frisk som', ' sykepleier på sykehus. Skrevet Skrevet Skrevet Skrevet For Foreld', ' sykepleier på på på på på på på Påsk', ' sykepleier på sykehjem på sykehjem på sykehjem på sykehjem i', ' esk esk er er er er er er den som']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' håndverkverkverkverkverkverkverkverkverk', ' b – – – – – – – – –', ' prost\n1 mod mod mod mod mod mod mod mod', ' guder og gud, men siden siden siden siden', ' eiendom, fiske fiske fiske fisket Fiske Fiske Fiske Fiske']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' finans og fikk han jobbet i nor og jobbet i', ' daglig ansatt.\nAnbefal anbefaling\nAnbefal anbefaling\nFor', ' leder av virksomhet for virksomhet av virksomhet av virksomhet av', ' over over over over over over Over over Over,', ' administrerende administrerende administrerende administrerende administrerende administrerende administrerende administrerende administrerende administrerende']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' blikk til blikk til blikk til blikk til blikk til', ' eskorte og\n2\n2\n2\n2\n2\n2\n2\n2', ' servitør og jobbet hos............', ' eskorte – – – – – – – – –', ' eskorte Jeg jeg jeg jeg jeg jeg jeg i l']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' sykepleier Drøm Publisert Jeg vil inn I I I I', ' film Les for å bli lagt Legg henne Legg henne', ' forfatter. 14. 14. 15. 15. 15. Juni\nMai\nMai', ' gravid med tvillinger.', ' fotballspiller - Publisert']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' journalister og journalister.\nsom journalist og journalist\nsom', ' ser seg seg seg seg og som som som som', ' sykeple nn pn nn nn n', ' lærere for for lære lære lærer å lære å lære', ' sykeple, sykepleier Inger Inger Inger Inger Inger Inger Inger']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' hjemme som hjemme som hjemme som hjemme som hjemme som', ' arbeid som de kunne og og og og og og', ' små tverr tverr tverr tverr tvers tvers tvers tvers tvers', ' tjenestepikene.', ' en av dem']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' sykepleiere. – – – – – – –', ' de var som var som var som var som var', ' kjøkken\nHva\nH\nh\nh\nh\nh\nh\nh\nfor', ' assistanter var i butikken butikken butikken butikken butikken butikken', ' ekspedisjon av for oppdrag, oppdrag, af af']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' spes.', ' jord og arbeid og jobbet men men men den ene', ' hushjelp i landde fleste alle og og fikk', ' til til til til i i i i i i', ' prostituerte – de prostituerte\n7. akt']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' mor Jeg født fødsel fødsel fødsel fødsel fødsel fødsel fødsel', '.\n.\n.\n.\n.\n.\n.\n.\n.\n.\n', ' super super super super super super super super super super', '.', ' mødrer moren og\nmus mus mus mus mus']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' sykepleier, sier legen pasienten personen personen personen personen personen', ' sykepleere\nVvel Vvel Vvel Vil Vil', ' frivillige, svarte 25))', ' viker, vi blir vi. i i i i', ' ser ser ser seil det går det med med av']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' sang, spil, spil, spil, musik,', ' spunninghåddihåddih', ' g j j j g j j g j j', ' dag som som dag som dag som dag som dag', ' hushwwwwwwww']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' fast ansatte av fast ansat af fast ansat af fast', ' ser var var var var var var musikk med musikk', ' henholdsvis henholdsvis henholdsvis henholdsvis henholdsvis henholdsvis henholdsvis henholdsvis henholdsvis henholdsvis', ' stue og kjølegass for kjøle drivytygt', ' for for for for for FOR FOR FOR']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' bes ble ble lagt lagt til L L L L', ' de hadde de de de\nDe\nDe\nD\nD\nD', ' til til til med med for med for for For', ' bare bare var de ikke var og de\nikke', ' frivillige)\nBAC BAC BAC BAC B']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' profesjonelle pro pro pro pro pro pro pro pro pro', ' le er og skal og og og og og og', ' for få og ikke å skulle skulle skulle skulle skulle', '. Da da da da da da da de i', ' fotball jenter eller åååå åå å']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' au au au au au au au au au au', ' helse mor og de burde jobbe som helse mor og', ' ser på at at at at at er den at', ' jord j j j j j j j j j', ' barne\nbarne\nbarne\nbarne\nbarne\n']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' barneoppdragelse: : : : : : : G', ' små.\nv v v v v v v v', ' husholder og hun har blant annet blant.\nhold', ' fabrikk med med med med med med med men men', ' små under under under under under under under under under']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' husholdings arbeids arbeids arbeids arbeids « « «', ' husholdere etter folk.\nKilder forteller.\nV erfaring', ' sykepleiere.\n«.\n«.\n«.\n-\n»\n© 2022 «', ' barnearbeider.\nher er er er er er er', ' barne ver verk.\nDet har hatt det det har hatt']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' vanlig', ' lærere\nU av alle lærere\nU av læreren\nU av', ' sybl bl bl bl bl bl bla bla bla', ' ser\nforsiden\nforsiden\nforsiden\nforsiden\nfor', ' sykepleier']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' noe annet annet når når når når når når du', ' gode mor M Mor M M M M M M', ' gravide\nNår\nHva hva hva hva når når når når', ' lærer å bli lærer seg etter å å å å', ' lærere i i i i i i i I I']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' lærere.\nLei lei lei lei lei lærere lærere lærere', ' stue stue stue stue stue stue stue stue stue stue', ' praktik', ' lærer. Lære. L L L L L L', ' fris p p p p p p p p p']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' hjelpe til livets livets og de har gjort seg av', ' ««««««««««', ' vaske vaske vaske V V V V V V V', ' husbudernere.» vært bort borger:', ' striknor til livsunderne har tjent til']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' inspeksjon. re inspeksjon. re inspeksjon', ' lærer i.\n. . . . . . .', ' sommer sommeren. S.\nS.\nSk.\nSk.\nSk.\nH.\nSk.\nSk', ' vakt. De ble ansatt som vakt. De ble', ' inspecececececececope']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' stue\nMeny\nPlanter på størrelse\nDel via størrelsen\nSlik', ' sy bet de bet de bet de de p p', ' praktik praktik praktik praktik praktik praktik praktik praktik praktik praktik', ' sykeple re', ' b b b b b b b b b b']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"[' rier om å gi Å gi å gi å', '. bli.', ' musikert\net musikert\net musikert', ' like døt........ . . .', ' arkeatatat av å å å å å']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' assistenter, vi Vi Vi Vi Vi Vi Vi Vi', ' dør, de var de som ble de fikk besøk', ' en.\nd\ndd\nDd\nCopyright 2004 2004', ' lærere.\nsøstrene burde jobbe som lærere.\nsø', ' modeller, hvis vi vivivivii, Vi']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,søstrene,plural,female,occupation,"[' ren ren og og og og og og til livets', ' musikere.\nFilitere.\nFilterere.\nM', ' lær. som hatt hatt hatt hatt hatt hatt hatt', ' husholdere og til livets opphold som familiep', ' hjemmeværende borgere.\nde til livets opphold som borgere']","{'dmc': 0, 'or': 0, 'is': 0, 'svp': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'pr': 0, 're': 0, 'qas': 0, 'an': 0, 'om': 0, 'asf': 0, 'rci': 0, 'ps': 0, 'cds': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
