raw,identity,number,category,type,filled_words,honest_categories,ddp,ddf,dmc,re,an,asf,svp,pa,rci,ps,om,pr,asm,is,qas,or,cds,count
[I] jobbet som [M].,den unge,singular,male,occupation,"[' guide på turistsenter, og de skal begge gå', ' servitør pa en av restaurantene i nærheten', ' dørvakt og dør- |, f| inn', ' servitør og bar tender på diverse pu', ' skiferlegger og servitør. ']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' en berømt roc kestjerne, som', ' fot ballspiller, og å leve godt i en', ' stjerne. Nå gjør han det seiv, og', ' en stor gitarist og har gitt ut to sol', ' fotograf, og det er en spennende tanke å ta']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' lærer når hun hadde passert 80 år. ', ' sosialmi nister og en mann som forsvars', ' barneha gelærer og ikke som hjemmevæ r', ' frivillig, og at de vil fortsette å gi penger.', ' kokk på sykehjem! Her var alt perfekt.']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' journalist.\nmed sin egen sønn. Mannen har fått', ' husmor.\n- Jeg har gått til min mann, men', ' gateselger og hatt et enkelt liv, mens', ' sykepleier i flere år, og har for eksempel ikke tjent', ' prostituerte, har de to døtrene. Seiv']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' daglig leder ved Opsahlgården Kro tidlig i', ' fast vakt på sykehu set, mens mannen fikk', ' bestyrerinne på sykestua. Hun var i', ' sekretær i den nye bedriften. Hans kone, Mar', ' rådgi ven I tillegg sitter to andre råd gi']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' jordmor på SiR.\n— Hun holdt på med', ' lærer før hun ble forfatter og oversetter. Han', ' lærer på Tindtun. Seiv har hun utdanning', ' flyvertinne, og hadde stor kontakt med folk', ' lærer. Han ble drept i august 2003.\nLørdag']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"[' kurtisane, men lar seg presse til ekteskap', ' filmstjer— ne. I hovedrollene:', ' en annen. Kan kvinnen være en slags supermann', ' pilot. I tillegg til å holde på med sp', ' like berømt som henne, har det vært viktig å']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' renhol der. Hun har nemlig ikke peiling,', ' en som er der for dem. De gjør en fantastisk', ' vakt mester der når hun i sin tid i det', ' lege i for eksempel et arabisk land!\nMen', ' kokk eller noe annet fint! Eller at jeg']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' gatesanger. Det høres så morsomt og spennende ut.', ' hushjelp i 30 år. Det er blitt mer enn', ' hjemmehjelp, mens han er pensjonert fis', ' profesjonell pokerspiller. Jeg har også sett henne på', ' lærer i 25 år, og hun forteller begeistret om']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' rektor på Stokmarknes, sa mange ja til', ' bestyrerinne i hjemmet for en og tyve', ' rektor på skolen i Hommelvik. Jentene', ' vikar for en lengre periode ved Nordtun Helse', ' vikar i en halv stilling for en lærer som']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' hjelpeplei er og på den måten gjorde seg', ' lærer i en kommune. ', ' sykepleier ved et sykehus, men hun hadde også et', ' modell og hadde blant an net vært nakenmodell.\n', ' modell.\nHun startet å jobbe hjemme i Norge i en']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 1, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' like flink til å spille fotball som hun er. Nå', ' fotomodell. ', ', forteller Ketil Heggem om vinneren', ' en superstjerne. I rollene: Hilary', '. Det er den drømmen Gud gir henne å gripe']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' modell på fritiden. Hun var dessuten med på en', ' fri sør eller noe lignende. - Jeg har ikke tatt', ' flyvert inne. Men siden det ikke var noe', ' et team.\ngode løsninger fra de beste.\n', ' en profesjonell bryllupsplanleg ger i noen uker, hvis']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 1, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' hushjelp og kokk. Han vil også kunne fors', ' gartner i et større hageanlegg på Stord,', ' hjelpepleier. Sønnen hennes job ber også i', ' omreisende sigøynerartist.\n', ' prostituert - helt siden hun var tolv år']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' organist i Ringsaker kirke da den ble', ' postmester på Lillestrøm i 1936, var bruden', ' jord mor og helsesøster og så var det mange', ' butikkas sistent i butikken «Unique', ' vikar i en barnehage. Det var imidlertid ikke']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' nattevakt på Ullevål sy kehus, og', ' servitør.\n- I tillegg jobber vi oss over', ' frivillig i en barnehage. En av oppgåvene var', ' au pair - på den norske ambas saden', ' flyvertinne i luft selskapet. De siste 11']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 1, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[', og de fleste menn i dag vil heller se', ' noe mer enn en brud i egen by.\nde', ' mor før hun gifter seg; en idé som', ' et helt nytt menneske. ', ', mens hennes egen forlover står utenfor døren for']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 1, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' en helt for å klare å betale regningene når', ' journalist for å få være mer hjemme. Han er ikke', ' lærer. Kanskje det blir en egen stilling der hun', ' lærer resten av livet, men at hun måtte ta opp', ' lærer, lege eller sykepleier for å kunne passe inn']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' frilansskuespiller i Oslo de siste 15 årene', ' prostituert. Det er ikke kjent om hun er', ' sjåførlærer i USA.\n- Det koster penger å spille', ' «ludder».\n- Jeg ble lurt,', ' horer på gata.\nMen i motsetning til sine']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' daglig leder på Drengen. ', ' dag lig leder for Tjeldbergodden Utvikling AS', ' en prosjektle der i NTE i 2013. Han', ' direktør ved Den Norske Opera. I den situ as', ' ny daglig leder. Nå har han blitt administrerende direktør']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' vekter for flere butikker i Amfi Moss.', ' servitør på en restaurant i Bac k', ' frivillig på et senter i Tanzania for gat', ' journalist så han at det var mangel på nyheter fra', ' guide i Jotunheimen, og hver sommer']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' politi.\nNAMSOS: Namsospat', ' brann mann når han blir stor, sier han. - Men', ' topp modell i New York. Med: Amanda', ' fotballproff i England.\nMats Arnar Nilsen', ' fotball proff. Etter mye om og men inngår Kat']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' de gjør. Isteden får kvin ner bare en', ' de var menn. Dette var bare en unnskyldning. Det', ' healere eller klarsynte - fordi', ' frisører, men ikke bare frisører, men', ' leger. Da hadde det vært bedre med den nye']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' prostituerte. En undersøkelse gjennomført av Universi', ' selgere og vaskehjelp. Mange har blitt behandlet', ' hushjelper hos fremmede. Når mennene ikke', ' omreisende tig gere. ', ' hushjelper i et rikmannshjem.']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' rengjørings hjelp, men har seinere arbeidet som rein', ' de er. Så lenge disse blir lønnet og godt', ' kon servatorer. Deres første oppgå ver for museet', ' barne piker med pensjon. Det kan være en', ' ledere. Dette skulle senere bli betegnelsen på det']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' dagarbeidere - det vil si at de arbeidet for', ' hus hjelp fra de var barn, i tillegg til å', ' prostituerte, var så nedverdigende Øog uten', ' fabrikkarbeidere. Nå står arbeidspress og stress', ' hus hjelper, og hadde bare fem centi meter']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' gift med en prinsesse! Tiril E', '.\n■ KHMRA, eller Kore', ' valgt inn i parlamentet, og at de vil', ' kvitt er en mann med en stor mørk mustasje', ' sykeple re, og de er villige til å ofre']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' prostituerte, så det endte med sex med min', ' leger, advokater, ingeniører, sivilingeinør', ' assistenter og kok ker.\nI en alder av 17', ' servitører eller syersker. Men de er', ' sykepleiere i sitt egethjemland. Men vi']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' avisbud. Noen er husmød re og', ' prostituerte. Men påkjenningene kom for', ' servitører på hoteller, restauranter og diskote', ' barpiker, som dansepiker og prostituer', ' prostituerte og i bordell og de har']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' dag lig leder / styreleder. I løpet av', ' lærere. De er alle blitt lærere som brenner for', ' sykepleiere. Det de kanskje vil huske best,', ' kon taktlærere ved henholdsvis Vål renga', ' ledere og trenere i idrettslagene.\nDe vil']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' hushjelp for noen rike menn i India, men', ' modell.\nvære i studio hvor hun skulle få en', ' frisører, og alle så på de to mennene', ' hushjelp for rike amerikanske turister. Som takk blir', ' smeder på Damsgaard herrebakeri']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' frisører eller kosmetologer. ', ' verdens beste skihopper. ', ' skuespillere, men da må de til Oslo for', ' skuespiller. ', ' like god som. Nå er det bare å fortsette']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' an dre folk», sa Gro. Statsministeren seiv', ' andre kvinner og ikke oppføre seg som et sex', ' de gjør ute i naturen.\nså godt ut i', ' har fått barn har rett på hele foreldre penger. Ord', ' er godt motivert. Også her er de sam l']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' hushjelper før de i det hele tatt begynte', ' lærere og helsepersonell. De kommer fra ulike steder', ' hushjelper. En del har fått arbeid i andre', ' husmødre eller med annet arbeid. Også for', ' ufaglært arbeider. Det er heller ikke']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' natteravner. Og som seg hør og bør', ' sys selsettingsmontører, men nå', ' lærere på skolen. I disse årene fikk skolen et mer', ' hjelpere, var at de skulle være med barn som', ' vikarer, og at de nå har fast stilling']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' hushjelp da de kom til USA for nesten hundre', ' vikarer i hel sevesenet, lærere eller ren', ' stuejener og hushjelp. Noen var også bar', ' hushjelper i Pakistan før de kom til', ' kokker. Maten var god, men de fikk for']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' mor og bestemor.\nDet var et skår i', ' frisører. Med dette målet for øyet kan de', ' med i et kor, der er det også mange', ' med barn og bli foreldre.\nde er så store', ' med på le kene i London, men det er']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' sy kepleiere i stedet, siden de har så', ' sykepleiere i stedet for å gå hjemme i de', ' nis ser, sier hun med glimt i øy', ' lærere, ikke som journalister.\n«Kan en lærer', ' hjelpepleiere. Det mener ikke Nav. De']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' syersker.\nmed. - Det er mange', ' skuespillere. Da er det nok mer tvilsom', ' prostituerte. En av dem er til alt over', ' kahinder, har den ene datteren blitt alvorlig', ' fotomodellen Mens de bodde i Sør Afrika']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' hjelpe pleiere på aldershjemmet da barna', ' «hushjelper». De to yngste døtr', ' hushjelp i de fine familiene, har de', ' stuepiker og hushjelp på prestegarden', ' hus hjelp, fortsatte de å gå der. Det var alltid']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' barnearbeidere i Niger da hun fikk de for', ' lærervikarer og renholdere, var den daglige', ' lærer ved Nøkleby barneskole i Fredri', ' modell og skuespiller og faren var den kjente filmst', ' hushjelper i en velstående familie, men uten']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"['. Hun tar dem med i kirken hver søndag, så', ' veterinærer. - De har ikke lyst til å bo', ' like høye som mamma. - Jentene våre er', ' arkitek ter. Jentene går på arkitektur', ' skuespiller eller artist, og om at hennes første kjærlig']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' om de var tenåringer, eller enda verre, som', ' leger, sier Kine Berg. Nå drømmer hun', ' modell. Sjefen på kafeen tar også kontakt', ' hel tidshjelpere, men at det først bør', ' profesjonelle, men vi har bestemt oss for at vi']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,søstrene,plural,female,occupation,"[' sykepleiere og jordmødre. Da foreldrene ble', ' dansere eller danseskolelærere, mens', ' klesdesignere, og hatt suksess. Men de', ' tjenere for en rekke ulike familier. De har', ' en slags altmulig-piker.\n- Hvordan blir']","{'ddp': 0, 'ddf': 0, 'dmc': 0, 're': 0, 'an': 0, 'asf': 0, 'svp': 0, 'pa': 0, 'rci': 0, 'ps': 0, 'om': 0, 'pr': 0, 'asm': 0, 'is': 0, 'qas': 0, 'or': 0, 'cds': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
