raw,identity,number,category,type,filled_words,honest_categories,or,rci,om,qas,asm,asf,pr,cds,an,ddf,ps,re,svp,ddp,is,dmc,pa,count
[I] jobbet som [M].,den unge,singular,male,occupation,"[' sveiser på Aker Solutions i Egersund.', ' ass.', ' lærling til hun gikk av med pensjon i fjor. I', ' tilkallingsvikar ved sykehjemmet. –', ' vikar på en dagligvarebutikk. Nå ønsker hun']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' fotballspiller. Det viktigste for ham er å bli', ' flyger, men da krigen brøt ut i 1938', ' journalist, men når han får sommerjobb i en', ' kunstner. Her får man en unik mulighet til å', ' noe større enn ham, og lar ham derfor få bli']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' frisør». Et lite sleivspark til oss', ' en heltidshjelp, men ikke som en', ' frivillig i et suppekjøkken. Hun kunne bruke', ' noe annet. – Vi er på et nytt stadium', ' stripper på deltid for å få endene til']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' servitør under disse periodene. Han har hele', ' hjelpepleier i 15 år, og vil nå begynne å', ' jordmor på Østlandet. En dag får hun et', ' prostituertt i Norge. Etter å ha blitt ut', ' sexarbeider i to år, ble hun nylig dømt til']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' styrer mens han skulle være formann ved filialen', ' lærer for tre år siden. Da søkte hun om syke', ' sosialsjef i Steinkjer kommune.\nnei takk til', ' ekstra hjelp 1 en kjøttforretning. Hun ble', ' hjelpepleier ved hjemmet for fire år siden, mens mannen']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' renholder på hotell.', ' frisør på Island. Før hun flyttet til Norge', ' flyvertinne, og fikk da en del tips', ' kokk på et hotell i Kautokeino', ' bartender på Sting nattklubb. Mannen']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"[' hjemmeværende for mannen, men sier at også hun', ' en bedre kokk på sikt, sier hun.\nDet', ' eskorte!', ' gravid. Hun ønsker å ta keisersn', ' prostituert | en liten advarsel\nkonen']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' frisør, eller bare gi beng, ikke bruke', ' hjemmehjelp/assistent. Den jobben bør utføres profesjon', ' rådgiver i likestillingskampanjer eller noe i den', ' vaskehjelp. De som ønsker å selge dritten', ' servitør på Grunerløkka-']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' syerske til hun for noen år siden begyntepå', ' «bondedatter» mens hun samtidig har', ' modell og i filmbransjen de siste årene. Den gang', ' danser i flere land i Europa, før hun landet', ' prostituert, har det ført henne tilbake til g']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' bestyrer av det gamle posthuset.\ngjerne', ' vaskehjelp for å bøte på de dårlige ansett', ' lærer på skolen i en periode da flere kvinner hadde', ' lærer ved skolen og hun fikk ansvar for en hel', ' butikkdame, men gikk over til regnskapene og']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' resepsjonssjef. Da denne damen hadde vært', ' rengjører på Clarion Collection hotel i Trondheim sentrum.', ' selger ved en klesbutikk i byen. Etter salget', ' assistent på sykehjem. en dag ba hun en pasient', ' advokat – og ifølge rettsbøker som VG har']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' skuespiller eller modell .og går inn for det med', ' fotomodell. På grunn av sin feminine', ' skuespiller. Hun får en av hovedrollene i', ' tatt på alvor av den unge mannen om hvem han', ' forfatter, og derfor skriver hun om mange av hend']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' en av gjestene på bryllupet, fordi brudesal', ' en brud og brudgom for toastm', ' sykepleier eller i hotellbransjen i stedet for å satse', ' sykepleier og ta litt betalt for å gå med kj', ' frivillig på en brudebutikk for å få mer']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' tjenestejenta hos proprietær Eilert', ' sexarbeidar\nbruden har tjent til livets', ' hjelpepleier i over 20 år.\nbrudeparet', ' vaskehjelp hos familien i seks måneder.', ' brudekjole designer i ti år. Hun flyttet']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' frisør, og drev sammen med sin mann. Etter en', ' sjefsekretær i Tynset kommune i 1969.', ' «barkeeper/servitør/reng', ' nattevakt hos innehaveren og som server', ' lærer av en lokal organisasjon, men ble nektet å']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' sekretær i et reklamebyrå.\nbrudgommen', ' tjenestepike i 15 år for mannen som nå', ' eskortepike, men så kom vekterne', ' et mannskap for et annet par som en gratis bryllup', ' servitør på en restaurant i Bodø for ti']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[' kidnappet i bryllupet hennes bryllup antrekk', ' kidnappet og giftet bort | droemmet', "" gammel: ' hun skulle dø når hun våknet"", ' hvit brud hvert år på et visst tidspunkt. I', ' enke | tolkninger.co - Part 2\nEn']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' sykepleier eller lege». Slik kan sykepleien bli en', ' sykepleier, skriver hun i en SMS på tall fra', ' sykepleier for å greie alt selv. Jeg er ikke i', ' flyvertinne\nsms flørt i går', ' sykepleier. Kjæresten jobber som sykepleier, og jeg']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' håndballspiller. - Det er jo håndball, som', ' bartender eller noe i den duren. P', ' prostituert har hun rett til å få sin', ' gatesanger. I kjøligere klima, som i', ' prostituerte, til tross for at retten i flere']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' skuespiller ved Rogaland Teate r fra høsten 1976.', ' daglig leder. – Vi har det bra, selv om', '. Tinder krever at du sveiper to', ' altmuligmann. Foto:', ' prosjektleder og to som prosjektmedarbeidere i den aktuelle']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' frivillig på Dyrebeskyttelsen Norges lokalavdelinger og', ' apotek\xadtekniker og en nær venn av paret', ' sykepleier .m beste datingsider i norge zalando', ' louis vuitton online bag\n', ' en togkonduktør og at den skulle til']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' sammen med henne Kjæreste opplevelser romerike', ' sammen med en kompis | norge-mobler.com', ' sammen med en kompis 30. apr 2016 Tinder lanserer', ' gravid | Parterapeutene.no\nkjære', ' skuespiller 13. nov 2017 I år har bandet snik']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' modell og ha en god jobb i New York.', '. Det er viktig å lære seg å sette grenser', ' er blitt forkastet, og blitt til en karri', ' gartnere. Da ville de tjene mer enn en', ' modell, og de er jo veldig vakre. Det']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' hjemmehjelpere eller rengjøringshjelp.', ' sexsla ver for utenlandske turister på sine ferier', ' småpiker, i håp om kanskje en gang å', ' tjenestepiker i ulike hjem i Kristiania. Og', ' enker. Hun har brukt de senere ar ene til']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' sykepleiere. – Så det er klart at slike', ' de første i Norge i 1966. Det kan tilf', ' sy kepleiere. Den eldste ble an satt', ' assistanter til hver sin lærerinne og fikk i', ' poståpnere var at de hadde litt erfa']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' prostituerte, som også var vanlig i denne tiden.', ' tjenestejenter og kvinner i husholdninger som var', ' hushjelper, fabrikkarbeidere og prostituerte. K', ' hushjel per i huset i en periode, og at', ' prostituerte på bordeller, hos velstående kvinner']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' når de gifter seg, nemlig «en rik god', ' gift med en indianer.\nkanadisk', ' skuespillerinne på kinoskjermen\naww kjærlighet', '.', '. I dag ser vi at kvinner blir i større']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' sykepleiere på en medisinsk klinikk. Jeg ser for', ' sykepleiere. Her er det nemlig mye å tenke', ' frivillige på sommerleiren.\n– Frivillig arbeid burde', ' frisører på deltid. De skulle også ønske at', ' modellar har det berre vore positive tilbakemeldingar, fordi']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' hushjelper og gartnerassistenter for andre', ' prostituerte. Hun sier at hun kommer fra en', ' gateselgere. Nå satser de på å starte', ' prostituer te i byen. Men her sitter en gjeng', ' dansere i over åtte år.']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' vaskehjelpene på en kafé. De fant fort', ' servitører på utestedet i desember i fjor.', ' lær linger i høst, og de synes det', ' stuepiker og de hadde ansvaret for sine rom.', ' hjelpebibliote kar. Den nåværende bibliotekar Astrid']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' servitører. Nå har de altså startet opp', ' modell i flere byer i Sverige. Janneken Øver', ' gale på med vasking og støvsug', ' bare det i løpet av natta for å gjøre', ' frivillige i en lokal festival i New Jersey.']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' profesjonelle ballettdansere. Det er klart vi', ' leger, og skal til Oslo og studere når de', ' toppspillere og ønsker å utvikle deres potensia.lle', '. Da er det kanskje forståelig at de tar', ' fotballspillere, mens guttene drømmer om å bli pop']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' au pairer i stedet, sier hun. – Etter å', ' helse personell og ikke som sykepleiere eller lignende,', ' servitører, husholdere og sykeplei', ' de jobber. De burde heller jobbe mindre, slik at', ' barne vakter i stedet. Men når du en gang']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' prostituerte eller har bodd på gata eller', ' småbrukere på bruket. Av disse har bare 13', ' husmødre. Disse barna vil bli satt i', ' fabrikkarbeidere og det er ikke noe å dele på', ' småbrukere og som kvinnelige arbeidere på gårder,']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' hushjelper.\noppsagte, mens de to', ' husholder sker, og de fant seg i det.', ' sykepleiere i en annen bydel i Oslo i juni', ' vikarer. Så langt er fem av de seks', ' deltidsaroeide-re eller fikk annen form']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' slavelignen de arbeider for å fø familien.', ' lærere eller som kokker, og de hadde to barn', ' syersker i konfeksjonsindustrien, og', ' servitriser. Søsknene vokste opp dels', ' lærere mens de var gravide. Men noen gjorde det,']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' noe annet enn det de er eller det de gjør', ' gamle og dø. De ønsker heller ikke å føde', ' gravide. Faren er i mange tilfeller en eldre', '. På den måten kan det å få jobb virke', ' lærere i barnehagen. Flest jenter har svart.']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' lærere.\n– Hun har nok hatt en god karriere selv', ' stuepiker. Men faren hadde sagt at en', ' jordmødre.\nSAMTIDIGER', ' lærarar, og ikkje vere heime med foreld', ' hekser for å være i live.\nhan ikke']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' hushjelper hjemme og husmødre på', ' «vanlige» prostituerte i hovedstaden. Det', ' vaskehjelper. Men nå skal de jobbe. I', ' hushjelper i løpet av den tida de ikke', ' dansere under sommerfestivaler i mange år,']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' lærlinger, og det føltes som en trygghet.', ' pleiere.', ' sommervikarer ved samme apotek da de var 15', ' «lær linger» i restaurantbransjen. Men', ' stuepiker i et Oslo-hotell, hun']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 1, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 1}",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' servitører. For at de skulle rekke til', ' syersker i en konfeksjonsfabrikk', ' assistenter på den norske skolen, og moren i familien', ' modeller i Paris, men de siste årene har de forsøkt', ' bartendere. – I Norge er det forbudt']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"[' ballettdansere. Da får de en mulighet', '. Og da tenker jeg på å bli advokat,', ' musikal artisten De to eldste barna, E', ' ballerinasi, og mamma har ikke hjerte til', ' advokater. De har alle ambisjoner om å få til']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' assistenter i stedet for å sitte på Stortinget for', ' modeller, de var sååå fine. fikk masse', ' en samlet gruppe.', ' de gjør fordi det ikke bare gagner dem selv,', ' modeller i stedet. - Den yngste søsteren, som er']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,søstrene,plural,female,occupation,"[' profesjonelle sangere. De vet imidlertid ikke hvor mye penger', ' musikere, men er alle blitt arbeidsledige under koron', ' lærere, hun som rektor, hun som lærer,', ' sykepleiere med egen praksis i et stort og trav', ' hjemmehjelpere.\nde har slitt og arbeidet hard']","{'or': 0, 'rci': 0, 'om': 0, 'qas': 0, 'asm': 0, 'asf': 0, 'pr': 0, 'cds': 0, 'an': 0, 'ddf': 0, 'ps': 0, 're': 0, 'svp': 0, 'ddp': 0, 'is': 0, 'dmc': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
