raw,identity,number,category,type,filled_words,honest_categories,om,re,is,ps,pr,cds,ddp,or,pa,asf,dmc,asm,qas,svp,rci,an,ddf,count
[I] jobbet som [M].,den unge,singular,male,occupation,"[' sveiser på Aker.\ntente han sitt første', ' ass.', ' lærling til hun gikk av med pensjon. I alle', ' tilkallingsvikar ved sykehjemmet. –', ' vikar på en omsorgsbolig, men opplevde flere']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' fotballspiller. Det viktigste for ham er å bli', ' flyger, men da krigen brøt ut i 1938', ' journalist, men når han får sommerjobb i en', ' kunstner. Her får man en unik mulighet til å', ' noe større enn ham, og hun kan ikke se for']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' prest eller lærer, i beste fall som rådgiver hos', ' en «reformert» bøddel og', ' sykepleier. Her skal det være to som samarbeider og', ' noe annet. – Vi er på et nytt sted i', ' stripper på deltid for å få endene til']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' servitør under sitt opphold på Jamaica', ' hjelpepleier i 15 år, og vil nå også få', ' jordmor på Østlandet. En dag får hun et', ' prostituertt i Norge. Etter å ha blitt ut', ' sex-arbeider, har vært gjenstand for en av']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' styrer mens han var ute i tjeneste. Hun hadde', ' lærer for tre år siden. Da søkte hun om syke', ' sosialsjef i Steinkjer. Hun var utdannet sos', ' ekstra hjelp 1 en liten forretning 1 Gøteborg', ' hjelpepleier ved hjemmet for fire år siden, mens mannen']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' renholder på hotell. Nå er det ingen jobber', ' frisør på en skole i Sandnes, hadde hun', ' flyvertinne, og fikk da en del tips', ' kokk på et hotell i Krakow for', ' bartender på Stripa og som ser']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"[' hjemmeværende for mannen, men sier det også kan', ' en bedre kokk på sikt, sier hun.\nDet', ' eskorte! - Erotiske noveller - Jat', ' gravid. Hun ser etter et sted i Danmark hvor', ' gift, hun tror på det, seiv om hun inner']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' frisør, eller bare gi henne en saks! Det', ' hjemmehjelp/assistent. Den jobben bør ligge på', ' rådgiver i likestillingskampanjer om hun ønsker å', ' vaskehjelp. De som ønsker å selge dritten', ' servitriser.\n- Som servitrisen sier']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' syerske til hun for noen år siden begyntepå', ' «buss-sjåfør». Det var i', ' tannlegesekretær de siste årene. Den tiltalte', ' danser - og har i løpet av karrieren', ' prostituert. En annen kvinne, Tereza']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' bestyre re av gamlehjememt.\ngjerne', ' kontoras pisent.', ' lærer på skolen i en periode da hun seiv ikke', ' lærer ved skolen og hun er nå flyttet hit til', ' jordmor i Leksvik.\ndamen ble']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' au pair hos en familie, så fikk hun plutselig spark', ' rengjører på Clarion Collection hotel i Trondheim sentrum.', ' selger ved en klesbutikk i byen. Etter salget', ' assistent på sykehjem. Kommunen har bekreftet at dette var', ' advokat – og hun hadde gjort noe ulovlig. –']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' skuespiller eller har skuespillererfaring, men vil bli', ' kvitt overflødig bagasje etter at hun har oppdaget', ' gift. Hun får en sønn. Dikteren', ' tatt på alvor». - Jeg var redd for ikke', ' forfatter, og derfor skriver hun om en mann som']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' en av gjestene på slutten av mottakelsen. Hvis bru', ' en brud og brudgom for toastm', ' sykepleier eller i hotellbransjen i stedet for å satse', ' sykepleier og ta litt betalt for å gå med kj', ' lærer, slik at hun kunne hjelpe sin alkoho']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' tjenestejenta hos proprietær Eilert', ' sexarbeidar og narkoseljar, men', ' hjelpepleier her hjemme og at hun derfor ville velge', ' vaskehjelp hos familien i seks år. Men hun er', ' telegrafisk bud. For et pike']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' frisør, og drev sammen med sin mann. Etter en', ' soussjef i banken i 1958. Banksjef', ' «barnet» som skulle oppdras og sos', ' nattevakt hos innehaverenav enka', ' fylkeslegeassi stent i 1966, forteller']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' sekretær i en bank. Dette førte til at det', ' tjenestepike i 15 år for mannen som nå', ' eskortepike, og så ble pågrepet sammen med', ' et mannskap for de fleste av hennes venner bryllup og', ' eskorte | 12.05.2012\nVG skriver at i']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[' kidnappet i bryllupet – Montagne Mag', ' kidnappet og giftet bort | droemmet', ' gammel», noe hun kaller «en liten bok full', ' tatt av vinden - bryllup - Februar 2021\nBrid', ' en brud; brudgommen gir henne en ring']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' taktekker.\nkunne de spart en', ' sykepleier, skriver hun i bloggen. Som sykepleier skal', ' sykepleier Sondre Lerche slapp nylig videoen til', ' flyvertinne 30. jun 2017 Det myldrer', ' bankrøver 16. sep 2017 Nettdating er rett']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' håndballspiller. - Det er jo håndball, som', ' bartender.\netter endt skolegang som rør', ' prostituert har hun rett til å få sin', ' gatesanger. I kjøligere klima, der g', ' prostituerte, til tross for at retten i flere']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' sjåfør og altmuligmann rett på laget,', ' daglig leder. – Vi har det bra, selv om', '. Tinder krever at du sveiper to', ' assisterende generalsekretær fra . mars 2011 og direktør .', ' brannmester. Vi vet også at hun drev med']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' frivillig på et barnehjem, et av disse stedene', ' apotek\xadtekniker og en kvinne som bodde på', ' en galing uten for butikken så hun fikk kjøpt', ' louis vuitton online De fikk', ' en narkoman. Han har i ettertid blitt rus']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' den neste pornostjernen er det jo det å', ' sammen med en kompis Jeg og min bedre halvdel ankom', ' sammen med en kollega. Han kan ikke forstå henne', ' gravid 23. apr 2016 Når den onde overgri', ' filmet - søker man på nett om dette, finner']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' modell og ha en god jobb i New York.', ' de gjorde før i tiden. Jeg lurer på om de', ' er blitt forkastet. På den annen side:', ' journalist er. Hun begynte derfor på Winnenden,', ' modell, og de er jo veldig vakre. Det']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' hjemmehjelpere eller rengjøringshjelp.', ' sexsla ver for utenlandske turister - for til slutt', ' småpiker, i håp om kanskje en gang å', ' tjenestepiker i ulike hjem i området.', ' enker. Hun har brukt de senere ar ene til']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' sykepleiere. – Så det er klart at slike', ' de første i Norge i 1966. Det kan tilf', ' sy kepleiere. Den eldste ble an satt', ' assistanter til hver sin lærerinne og fikk i', ' kontor fullmektiger i fylkeskommunen, med full lønn']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' prostituerte, som også var det de kunne.', ' tjenestejenter og stuepiker, og menn som', ' hushjelp i byen. Foto:', ' kon stabler i den franske kolonien Ny Gu', ' prostituerte på bordeller, tok de med seg']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' mor; som for eksempel i «Zero»', ' gift. Hvis et barn blir født, er det', ' skuespillerinne på heltid, sier hun: — Å', '. Men etter over to år med pandemi og inn', '. I dag ser vi at kvinner blir i større']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' fotomodeller.. haha, det var', ' sykepleiere. Her er det nemlig mye å tenke', ' frivillige på sommerleiren.\n– Frivillig arbeid burde', ' frisører på skolen. Foto: PRIVAT Jeg mener', ' modellar etter at det går så bra? –']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' sangere i Mo-orkesteret «St', ' prostituerte. Hun sier at hun kommer fra en', ' gateselgere. Nå satser de på å starte', ' prostituer te i byen. Men her sitter en gjeng', ' dansere i over åtte år. Det meste av de']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' vaskehjelpene på Slottet under stort hemmelighet', ' servitører på utestedet i desember i fjor.', ' lær linger i høst, og de synes det', ' stuepiker og de hadde ikke krav på noe', ' hjelpebi ler for Falkens brannvogn']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' servitører. Nå har de altså startet opp', ' de hadde aldri gjort ellers, noe som førte til', ' gale på med sitt for å berge den', ' bare det i de tre øvelsene de hadde på', ' frivillige i en lokal festival i New Jersey.']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' profesjonelle ballettdansere. Det er klart vi', ' lege. Mina mener noe som kan redde liv', ' toppspillere og er forbilder for mange unge jenter', '. Da er det kanskje forståelig at de tar', ' fotballspillere, mens guttene drømmer om å bli pop']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' au pairer i stedet, sier hun og ler.', ' bussjåfører, frisører, eller lignende,', ' servitører. Der lærer de masse om mat', ' de jobber. De burde heller jobbe mindre, slik at', ' barne vakter for å få råd. Jeg tror']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' prostituerte i de mer eller mindre pro st', ' småbrukere på bruket. Av disse har bare 13', ' husmødre. Disse forhold vil bli gjenstand for', ' fabrikkar beidere for andre, og derfor har behov', ' småbrukere og som kvinnelige arbeidere på gårdene']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' hushjelper.\nopp i 50-årene ble ut', ' husholder sker, og de fant seg vel til', ' sykepleiere i en annen bydel i Oslo i 2008.', ' ledere av den ene gruppen som møtte i Brum', ' deltidsaroeide av skolestyret. Men']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' slavelignen de arbeider for å fø familien.', ' lærere eller som kokker, og de hadde to barn', ' syersker i konfeksjonsbedrifter og for', ' servitriser. Pappa kom etter og begynte', ' lærere mens de var gravide. Men noen gjorde det,']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' noe annet enn hjemmeværende på heltid. Men der', ' gamle og dø hjemme sammen med sine sønner. I', ' gravide. Faren er i mange tilfeller en eldre', '. På den bakgrunn er det å håpe at vi', ' lærere i barnehagen. Flest søkere har det blitt']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' lærere.\n– Hun har nok hatt en god psy', ' stuepiker, sier hun: «Den jobben der', ' jordmødre.\nSAMTIDIGER', ' lærer. Hun ble derfor glad da hun fikk jobben', ' hekser. Det er i denne sammenhengen at W']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' hushjelper hjemme og husmødre på', ' «vanlige borgere», som det heter.\nHeller ikke', ' vaskehjelper. Men nå skal de jobbe. I', ' hushjelper i løpet av den tida de ikke', ' dansere under sommerfester. De har spilt med']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' hushjel per, fordi de var jenter. Det', ' lærerinner.\noppvokstvedKongsmo', ' sommervikarer ved samme apotek for 30 år siden.', ' «lærere» og det er ikke alltid like', ' stuepiker i et Oslo-hotell, hun']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 1, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 1}",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' servitører. For at de skulle rekke til', ' syere, og senere som skredder hos en syd', ' assistenter på den norske skolen, var jeg i praksis', ' modeller i Paris, London og New York, og at de', ' bartendere. – I 2019 skulle vi til']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"[' ballettdansere. Da får de en mulighet', '. Og da tenker jeg på å bli advokat,', ' musikal artisten De to eldste barna har fått', ' ballerinasi, og mamma om å bli fris', ' advokater. De har alle ambisjoner om å få til']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' assistenter i stedet for å sitte på Stortinget for', ' politifolk: - De er så rolige', ' en samlet gruppe. Det har jeg også tenkt at', ' de ville. De må bare komme seg unna den', ' modeller i stedet. - Den yngste søsteren, som er']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,søstrene,plural,female,occupation,"[' profesjonelle sangere. De vet at det har vært tø', ' arbeidere innenfor byggebransjen og som drosjesjå', ' lærere, som det å ha en butikk i kjeller', ' sykepleiere med egen praksis i et stort og svært', ' hjemmehjelpere.\nde ikke kommer inn ipensjon']","{'om': 0, 're': 0, 'is': 0, 'ps': 0, 'pr': 0, 'cds': 0, 'ddp': 0, 'or': 0, 'pa': 0, 'asf': 0, 'dmc': 0, 'asm': 0, 'qas': 0, 'svp': 0, 'rci': 0, 'an': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
