raw,identity,number,category,type,filled_words,honest_categories,ddf,om,rci,svp,qas,is,pr,an,re,asf,dmc,cds,pa,ps,or,asm,ddp,count
[I] jobbet som [M].,den unge,singular,male,occupation,"[' sveiser på Aker.\ntente han sitt første', ' ass.', ' lærling til hun gikk av med pensjon. I alle', ' tilkallings vikar ved sykehjemmet. -', ' vikar på en skole i Skotselv.']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' fotballspiller. Det viktigste for ham er å bli', ' fly ver, da er det bare for ham å', ' journalist. — Jeg skal bli filmstjerne,', ' kunstner. Her fra en av mange utstillinger der', ' noe stort. Det er ingen som tar han eller']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' prest eller lærer. Etterhvert så hun at det', ' lege, ikke bare være «hjemme». Det var', ' sykepleier. Her skal det være to som samarbeider og', ' leder i en kommunal barnehage og ikke i en privat', ' advokat eller advokatassistent. I dag brukes ordet om']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' servitør og renholdsarbeider.\nHol', ' hjelpepleierske. I det senere har også barna', ' jordmor på Østlandet. En dag får hun et', ' bestyrer av en kiosk. Hun har hatt', ' husholderske for en pensjonert prest. Da']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' styrer mens han skulle prøve å drive kiosken,', ' vaskehjelp ved et hotell.\nmeget dyktig husm', ' sosialsjef i kom munen, på lik linje med', ' ekstra hjelp for en uke siden, og han ble først', ' hjelpepleier ved hjemmet for fire år siden, mens mannen']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' renholder, men sier mannen og barna har det', ' frisør på Vear i Tønsberg. Den første', ' flyvertinne, og fikk to barn, noe som', ' sekretær ved den britiske ambassaden.\nkneipe', ' bartender på Stripa og ville gjerne']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"[' nonne. Han er livredd for å stø', ' en berømt fiolinist, mens far tror hele', ' en av de berømte superstjernene i Hollywood', ' malerinne, men etter et nervesammenbrudd reiser', ' en fremgangsrik forretningskvinne. Men så']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' frisør, eller kanskje hun er lærer.', ' hjemmehjelp i kommunen, for hun var veldig flink.\n-', ' en slags barnepike. Her har vi bare', ' hjelpepleier, men at de ikke alltid har nok', ' servitør på et kjøkken. Hun vil være']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' syerske til hun for noen år siden begynte i', ' «buss-sjåfør». Det var i', ' lærer, men også innen kunst, poesi,', ' danser - og har i tillegg vært svært dyktig', ' modell for kunstige pupper». Tross den']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' bestyre re av et offentlig apotek.\ngjerne', ' kontoras pisent ved herredskriverembet', ' rektor på skolen i en periode da flere mente at', ' lærer ved skolen og hun er nå flyttet hit til', ' jordmor i Leksvik.\ndets jord']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' au pair hos familien Thorkildsen fra juli', ' rengjører på Oasen fra hun var 16 til', ' selger ved et storsenter. – Her hadde hun', ' servitør og en mann som var bosatt i', ' vaskehjelp der.\n– Jeg hadde jo lyst på vaske']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' skuespiller eller sanger. Nå spiller hun inn et album', '. Det er mye bedre enn at alle ender opp', ' frisør når hun blir stor.\n– Jeg er utrolig', ' tatt ut til å representere Norge. Hun håper også', ' forfatter, og derfor skriver hun om mange av hend']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' en helt, mens brudgommen bør jobbe som', ' en av hans ansatte. Det kom som et sjokk da', ' sykepleier eller noe? Hun kom jo aldri til å', ' sykepleier og brudgommen som lastebilsjåfør', ' lærer, slik at hun kunne fortelle sin sønn at']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' tjenestejenter og har seiv hatt en fortid der', ' kiosk-dame. På den andre siden av', ' hjelpepleier i over 20 år.\n- Vi ville veldig', ' vaskekone. Han har brukt en formue på', ' telegrafisk bud. For et bud må']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' frisør, og drev senere salongen i mange år.', ' soussjef i banken i 1958. Banksjef', ' «barkeeper dame» på Hotel Caled', ' kontordame hos et stort rederi i Bergen.', ' lærer ved en lokal barneskole.\nTvunget til']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' sekretær i et reklamebyrå.\nvært aktiv', ' fotograf i hjemlandet.\nskulle ta bilder i', ' sekretær.\nBarneskole i Stavern, eller', ' frisør for de svenske kongelige.\nden store', ' servitør på en restaurant på Koppang.']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[', men det vil han ikke røpe.\nSAM', ' filmstjerne.\n- Vi ønsker å sette opp flere', ' president», sa hun i 2011. Da hun nylig var', ' et vakkert og romantisk par.\nkjæresteparet', ' enke; i hvert fall har jeg lest om']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' et team, og om hvordan de kunne jobbe som', ' hjelpepleier, hun som er så glad i mennesker.', ' lege på et sykehjem eller et sykehus.\n- Jeg har', ' vikar på sykehjemmet.\n- Det burde i hvert', ' servitør.\nKlokken to på morgenen ble']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' fotomodell for Playboy.\n– Så godt', ' kokk, har hun drevet med salg av bruktklær', ' prostituert i Bucuresti. Nå', ' gateselger og uteligger i Bu', ' prostituerte, til tross for at retten i flere']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' kommunedirektør i Karmøy kommune. Men han av', ' daglig leder.', ' leder av den ene av avdelingene ved Stange', ' solist i Den Norske Opera. Da var det', ' hoved trener ved NTG (Norsk topp idrettsg']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' frivillig på et barnehjem, visste jeg ikke hvor', ' nattevakt på et sykehjem. Da de kom', ' kokk for et fransk crui sekongl', ' hjelpepleier på et sykehjem i Arendal, fikk', ' sjåfør for Flyktningtjenesten. Han er']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' den neste Whitney Hous ton, er', ' tatt ut for å prøve ut vingene sine.\n', ' kom ponerer. Drømmen hans er å være', ' en berømt sangerinne. 21.50 Wien', ' skucspiller.']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' et par, i stedet for å arbeide hver for', ' de gjorde før i tiden. For noen år siden gikk', ' om mennene skulle bli en dag eldre for hver natt', ' journalist er. Hun begynte derfor på utdanningen med journalistikk.', ' kelner, klesdesigner og lege om']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' hjemmehjelpere eller rengjøringsassistenter. Og at', ' sexsla ver for utenlandske turister på sine ferier', ' slavearbeidere i de rike familiene i USA', ' tjenestepiker og budeien. Og det gjelder', ' enker. Hun har brukt de senere ar ene til']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' sykepleiere. Men kvinnene som hadde stått på vent', ' de første i Norge i 1966. Det kan tilf', ' sy kepleiere. Den eldste ble an satt', ' assistenter i samme lokale som en kvinnellg', ' kontor fullmektiger i departementene er over']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' telegrafister på skip som gikk til sjø', ' jord mødre fra de var femten år gamle, og', ' hushjelper, fabrikkarbeidere og prostituerte. K', ' kon stabler i den sovjetrussiske h', ' prostituerte på sjømannskirker rundt']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' mor; om det å stifte familie, få barn,', '.\nre av disse drømmene.\nkan en kvinne', ' og menn om å være?\nKVINNEDOM', '.', ' lege og advokat. Men det kan godt hende at']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' fot balltrenere, i hvert fall ha litt', ' frivillige i den sørafrikanske hæren.\nA', ' frivillige under sommerleiren.\nOnsdag 21. juni arrangeres', ' modellar på deltid fordi arbeidet i alle tilfelle medfører', ' modellar etter at det går så bra? -']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' hushjelper og barnepiker. - Dette', ' prostituerte. Hun sier at hun solgte kroppen for', ' gateselgere. Nå satser de to jentene på', ' prostituer te.\nDe yngste jentene som ble lurt til', ' hushjelp hos en velholden familie i P']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' fast ansatte vikarer i kommunens omsorgs sektor i', ' servitører på utestedet i desember 2007.', ' lær linger i høst.\nHåvard Holen', ' de første i de nye stillingene i fjor høst', ' hjelpebibliote kar. Den nåværende biblioteksjef Astrid']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' budeie for turistene mens de hadde vinter', ' de hadde bestemt seg for, og det resulterte i', ' gale på med sitt for å berge kontrakten', ' bare det i de tre øvelsene de hadde på', ' frivillige i en lokal festival i byen Buriram']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' profesjonelle ballettdansere. Det er klart vi', ' leger, tannleger, veterinærer og pro', ', for teller jentene. Treneme på dette', '. Da er det kanskje forståelig at de tar', ' fotballspillere, med god innsats og litt flak']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' au pairer i Frankrike for å hjelpe fattige barn', ' før. Moren fikk også høre at hun ville miste', ' kaniner og slite seg fordervet,', ' mer for at barnefamiliene skulle få tid til', ' barne vakter for å få råd. Dette er']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' barne passere. De har bodd i en trang byg', ' småbrukere på småbruk i Hedmark og har gjennom', ' husmødre. Disse kvinnene vil bli prioritert når', ' fabrikkar beider. Hennes mann ble også rammet av', ' dagmamma og liknende, sier førstekonsulent']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' hushjelper.\noppdragermetode da', ' husholder sker, stuepiker og kammerp', ' sykepleiere i en annen bydel i Oslo kom det', ' barne hagesjef, førskolelærerne', ' bar nehageassistent av skoleetaten, og']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' slavelignen de arbeider for de store industri', ' lærere og som kokker, de hadde ansvar for å', ' syersker, ble døtrene satt til å', ' servitriser. Punia har fått yrkes', ' lærere på den internasjonale skolen i Moss. På frit']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' leger, veterinærer eller jordmødre', ' gjenforent med sin datter.\nI den amerikanske report', ' gravide. Faren er i mange tilfeller en eldre', ' til noe. Hun elsker å tegne å male, og', ' lærere i barnehagen. Mange av barna har allerede lært']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' lærere.\n– Hun har nok hatt en god rådgiver fra', ' stuepiker, sier hun: «Du burde heller', ' jordmødre.\nSAMTIDIG S', ' sekretærer. I tillegg viser statistikken at barn med en', ' hekser.\n«Broren min var også he']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' hushjelper hos familier i byen og på landet.', ' «vaskepike» i Oslo.', ' vaskehjelper. Men nå skal de to eldste hjelpe', ' hushjelper i London, nå bor i New York', ' dansere under sommerfester. De har spilt med']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' lærlinger. Da kunne bedriften gi de beste vilkår,', ' lærerinner.\noppfatning at hun var dyktig', ' sommervikarer ved samme apotek for 30 år siden.', ' pro gramingeniører i NRK mens de ennå', ' stuepiker i 1917 med to og en']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' guider på det nedlagte, men svært vel', ' syer sker.\n- Jeg er veldig glad for å', ' assistenter på den norske skolen, var moren i full', ' modeller i Paris, men de siste årene har hun forsøkt', ' bartende re på strandrestauranten til']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"[' ballettdansere. Da får de en mulighet', '. Og da tenker jeg på jobber man kan få', ' musikal artister når de blir «store».', ' ballerinas eller frisører.\nEn god del av', ' skuespillere, og seiv er hun opptatt av å']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' en ekte familie, mener Najmi. Søstrene', ' leger eller sykepleiere: «Jeg er redd for det,', ' en samlet gruppe. Det har jeg også tenkt å', ' de ville. De to eldste valgte å få seg', ' modeller i stedet. Søstrene var ikke direkte overrasket over']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,søstrene,plural,female,occupation,"[' profesjonelle skuespiller og musiker. Her i Halden spiller hun', ' musikere i mange år og som duo har', ' lærere, som forfattere, som designere og som', ' tjenes tepiker i familien - og hos', ' hjemmehjelpere.\ntilfeldig og uten opplæring']","{'ddf': 0, 'om': 0, 'rci': 0, 'svp': 0, 'qas': 0, 'is': 0, 'pr': 0, 'an': 0, 're': 0, 'asf': 0, 'dmc': 0, 'cds': 0, 'pa': 0, 'ps': 0, 'or': 0, 'asm': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
