raw,identity,number,category,type,filled_words,honest_categories,or,asm,an,cds,pr,asf,qas,dmc,ddf,pa,ps,om,is,re,rci,ddp,svp,count
[I] jobbet som [M].,den unge,singular,male,occupation,"[' guide på turisttoget på Rjukan. På', ' servitør pa en av restaurantene i nærheten', ' dørvakt på et utested i Oslo.', ' servitør og barista når hun har litt', ' kokk ved hotellet og skulle snart flytte hjem til']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' med å se henne vokse opp til et godt menneske', ' berger eller dykker. Eller han vil jobbe', ' skuespiller.\nmed teater og film. Jeg er sikker på', ' en stor gitarist og har nettopp kjøpt seg sin', ' fotograf, og det er en spennende tanke å ta']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' lærer når hun «bare snakket norsk». – Da', ' en slave hjemme hele tida.» Det er', ' en helt hvis hun skulle holde tritt med ektem', ' en «troféhustru». Det er', ' kokk på skipet hans\n— Det var min']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' journalist.\nmed sin familie.\nbåde de store', ' husmorvikar, og om kvelden har hun drevet', ' syersken Her har man den vel kjente f', ' sykepleier i psykiatrien. Han mener han ikke har', ' ekspeditrise i Oslo mens mannen har vært på']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' daglig leder ved restauranten. Det førte også til at', ' fast vaktmesterassistentoghennes lønn ble', ' bestyrer ved aldersheimen i 1953, i', ' renholds betjent ved Tjølling sentral', ' sykepleier i en Oslo-barnehage i mars 199']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' jordmor på et av byens større sykehus, mens', ' lærer på barne- og ungdomsskolene i Kardem', ' lærer på Tasta, og at hun brukte å', ' flyvertinne, og at de levde et såkalt', ' lærer. Han ble kjent med folk i miljøet,']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"[' kokk for en kjent restaurantkjede. Hun skriver', ' ordfører etter at den politiske ringreven Thor-Er', ' en annen. - Samliv og seksualitet -', ' en annen kvinne, eller at kona drømmer at ektem', ' en del av den nye overklassen, og da']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' modell en dag, for det har hun anlegg for, sier', ' en servitør i en kafé. Med denne', ' modell.\npent antrukket eller ikke. Nå er', ' fotomodell, eller kanskje modell for strikkeopp', ' koreo graf. I så tilfelle ville jeg']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' gatesanger. Det er så vidt man kan sk', ' pianolærerinne og privat pianolærerinne', ' nattklubbsangerinne.', ' profesjonell isdanser i USA.\nTrondheim kommune', ' lærerinne for unge jenter. Ikke noen vanlig lærer']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' renholder ved skolen som 19-åring i 1987.', ' bestyrerinne i1965.Senered', ' direktør for den nylig opprettede FN-administras', ' vikar for en tid tilbake og fikk ansettelse', ' vikar i en måned for å lære et nytt']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' hjelpeplei er og påtok seg vikart', ' lærer eller en form for pedagogisk arbeider. Mannen jobbet', ' sykepleier ved et sykehus, men at det var noe', ' modell og hadde blant annet vært med på en rekke', ' modell for klær og sko. Det var i 195']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' en stjerne, men hennes drømmer blir til en', ' gift; den tredje drømmer om barn. Dama med', ' forelsket igjen - KORO\nHjem Damen drømmer', ' en sanger av popmusikk. En dag blir han', ' en stjerne, men hun tror at hun må']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' modell på sin bryllupsdag, selv om jeg må innrømme', ' modell. Hun er helt utrolig vakker, og så', ' flyvert inne. Men siden det ikke går an', ' mo dell.\n- Det hadde hun helt klart passet', ' en profesjonell modell for å komme i form - bryllups']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 1, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 1}",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' hushjelp og barnepikelangt bedre', ' gartner i et lokalt hage senter, mens brud', ' danser, og begge har danset både med Frank', ' flyvertinne. Det er kanskje et av de', ' prostituert - helt siden hun var tolv år']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' organist i Ronnes kirke da hun fylte', ' postmester på Averøy i 1994. Sammen', ' jord mor og helsesøster og i den egenskap hadde', ' butikkmedarbeider for å få «lurt»', ' bestyrerassistent.']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' nattevakt på et hotell i en by i', ' brudekoordinator, så hun var veldig opptatt', ' en fotomo dell, men ikke en for profesjonell', ' au pair - og så endte i Oslo. Så gikk', ' flyvertinne i luftforsvaret. De siste 11']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[' gift og å være med i et brude show', '\nminst mulig brud\nhvorfor blir vi som', ' en prinsesse og gifte seg med en ridder', ' gift, noen ikke så mye til det, noen bare', ' bortført - men så kommer denne personen - Under']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 1, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 1}",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' modell og er redd for å miste han / En', ' politi\nKari og Gunnar har en sønn som har', ' mannlig stripper, ifølge en undersøkelse utført av datings', ' lærer? Eller burde hun heller jobbe bak kassen', ' modell. - På den tiden visste de ikke særlig']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' proff kick-bokser.', ' fisker. Men også etter at han ble pensjonist,', ' sjåførlærer i mange år.\n– Vi har alltid kjørt', ' «læregutt» i et av byens', ' fotballspiller på Ham-Kam i perioden han har']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' assisterende direktør ved sykehuset med virkning fra 25. februar', ' vaktmesterved skolen, hadde man ingen slike regle', ' økonomisjef på Sykehuset Namsos høsten 2019,', ' direktør. Den nye direktøren, Per Arnstein A', ' ny daglig leder. Nå har bostyreren av']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' vekter for flere butikker under Amfi Moss.', ' servitør på en kafe i Brumund', ' en del av teamet. Det var mange som bidro', ' journalist så tenkte jeg det kunne være en ok erfaring', ' guide i London og det var slik han oppdaget dette']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' voldtatt | droemmetydning.info -', ' drept For 13 timer siden Casino velkomstbonus uten innskudd å', ' sviktet\ndating regler fra min fremtidige selv iz', ' singel igjen\nhvordan lage vørter til øl', ' gravid hva kan man finne på med kjæresten gravid\nFor']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' de gjør. Isteden for å ha en 100', ' de var en traktor, bare stå der å gå,', ' prester, kan virke underlig, når vi vet at', ' hjelpepleiere eller ren holdsarbeidere.\nDe færre', ' frivil\xad lig i idretten.\ndig på grunn av']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' løsarbeiderepå hotelleneog ombord i båtene.', ' hjemmebakt hjelpe koner og jordmød', ' hushjelper hos andre. Det er vanskelig å si', ' hjemmeværende husmødre.\nnødvendig', ' industriarbeidere. På et vis kunne vi nok ha']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' funksjonærer på samme måte som de mannlige arbei', ' de første i bedriften i 1953.', ' konduktører på Bergensbanen i 1926', ' maskinister. Skipets reder, som ikke øn', ' ekspeditører i en delikatessefor']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' dagarbeidere - det vil si at de arbeidet for', ' prostituerte, noe de ikke gjorde. I tillegg', ' prostituerte, kom til at de skulle forsøke å', ' fabrikkarbeidere. FOTO: GEORGE RIC', ' prosti tuerte i Stavanger-området i 2008']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"['. De vil også bidra til å gi andre kvinner', '.\nsom ikke er opptatt av egen karri ere.\nB', ' millionærer? De gifter seg medenmann', ' sjef er en økende tendens. Dette er kvinner med', ' sykepleiere, mens sykepleie er den drømmen gutta']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' prostituerte, sier Edel. Hun tar oss', ' om de skal holde på i en eller to kamper', ' assistenter og ikke bruke så mye tid på data', ' modeller. De tar fine bilder. Men det blir for', ' frivillige på festivaler og russetreff, for']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' «strikkende piker».', ' syer. - Men på slutten av 20-tallet var', ' servitører i London. Nå skal de lære matlag', ' barpiker, som gatesangere og dans', ' prostituerte.\nMoskva: Moskva radio har']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' sykepleiere ved Rikshospitalets barneklinikk i', ' servitører, og ikke noe annet. Derfor har', ' sykepleiere. Det de gjorde, var i høyeste', ' kon tordamer ved ligningskontoret, fikk', ' bud, og den oppgaven gjennomførte de med glans.']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' modell, og at det er mange useriøse', ' modell.\njeg har i dag.\nfikk meg', ' slaver for å oppnå målet om seier og gull', ' hushjelp for familien i sommerferien. Noen måneder', ' om motstanden var langt større enn det som var']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' prinsesser. Hun seiv gikk ikke glipp av en', ':', '.\nvi kan ikke ha en læreplan som passer for', ' som idolet Cristiano Ronaldo', ' like god som Mia, eller om de kan skje']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' oss. Det ville gitt mer likevekt. Det er', ' vanlig. Foto:', ' de gjør hjemme, men en ting de ikke skal ta', ' normalt. Mødrene er jo heller ikke alene,', ' full tidshusmødre og de burde være']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' sydamé og hushol derske, kan', ' arbeidere i industrien, mange som fabrikkarbeidere.', ' hushjelper.', ' forefallende arbeidskraft, for eksempel som hus', ' ufaglært arbeidskraft, kan ikke komme inn']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' barnepiker og hushjelper. Barnekry', ' syersker i fabrikken: – Mød', ' lærere på skolen. I dag er dette heldigvis mer aksepter', ' hjelpere, men har vært der hele tiden og har', ' følge av koronasituasjonen i samfunnet. - Det er']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' helsevesenet da de kom fra Pakistan, mens', ' vikarer etter behov. Det var også en viss adgang', ' hushjelper i Vesten, var hun selv på', ' hushjelper i velstående amerikanske hjem. I stedet', ' kokker. Maten var god, men heller ikke noe']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' - Sophie Elise\nSophie Elise\nArkiv\nApril', ' noe større enn seg selv, og når de kommer til', ' lege, veterinær eller arkitekt, er det også mange', ' - som i deres barndom - gift med en stor', ' husmor i det øyeblikk barna er store nok. Hva']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' au pair er i Norge, ikke fordi de har en', ' modeller. foto:\ni mosken fikk hun streng', ' advokaten Det var helt fremmed for meg, og jeg', ' kokk, ikke som modell. Ifølge Kendal er', ' hjelpepleiere, mens sønnene kan gjøre hva']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' syersker. Nå gjør hun et nytt forsøk på', ' skuespillere. Da er det nok mer tvilsom', ' artister i nesten 20 år. Så snart de slutter å', ' henholdsvis skuespiller og modell. En annen sønn er advok', ' frisørlærlinger, har han vært en «']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' hjelpe pleiere på aldershjemmet på Å', ' «husholdersker». De to yngste døtr', ' henholdsvis daglig ieder og nestleder i selskapet. Men', ' stuepiker, og bodde i den delen av huset', ' henholdsvis første og andre postbetjent.']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' hjelpearbeidere i Nepal da skjelvet rammet', ' lærer i hjembyen Vadsø og var også en', ' lærer ved NHH i Bergen.\nhar tre barn', ' kok ker. I dag var den eldste dat ter', ' servitører på Aker Brygge. Faren drev']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"['. Hun tar dem med i de mørkeste kro', ' veterinærer. - De er ikke gamle nok til å', ': Sykepleier. - Jeg ønsker å jobbe med', ' som henne. - Hva er det med mamma du beund', ' skuespiller eller artist, og om at hennes andre datter']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' fotomodeller!', ' prostituert for å klare seg økonomisk. Det', ' modell. – Det er ikke en jobb, det er', ' modell i utlandet, hvor de kan «bli', ' frivillige, men vi har jo alle jobb, forteller hun']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,søstrene,plural,female,occupation,"[' sykepleiere og jordmødre. Da foreldrene deres', ' dansere gjennom en årrekke. Etter å ha', ' kordamer. Det begynte på TV på 60', ' dorselgere. De to har i de', ' sypiker.']","{'or': 0, 'asm': 0, 'an': 0, 'cds': 0, 'pr': 0, 'asf': 0, 'qas': 0, 'dmc': 0, 'ddf': 0, 'pa': 0, 'ps': 0, 'om': 0, 'is': 0, 're': 0, 'rci': 0, 'ddp': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
