raw,identity,number,category,type,filled_words,honest_categories,rci,asm,pa,is,dmc,om,or,svp,pr,asf,an,qas,ddp,ddf,cds,re,ps,count
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' den neste Jim Morrison. Han blir inspirert av', ' en virkelig forfatter — den gamle vet det og holder', ' journalist, men tar snart arbeid i en avis som', ' kunstner, mens faren har en høyere stilling i stat', ' noe stort! Det er ingen sak! Når jeg']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' en tjeneste.\n- ikke i den hensikt å finne en', ' en heltidsheriff. Han var en', ' frivillig i et suppekjøkken. Hun kunne bruke', ' noe annet. En hushjelp, for eksempel. Han', ' advokat eller advokatassistent. I det minste burde hun']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' servitør under sitt opphold på Jamaica', ' maskinskriverske. Siden det ikke finnes annet arbeid', '. husholderske for en rik familie, er blitt', ' lærerinne i Nord-Amerika. Hun har lært seg', ' husholderske for en pensjonert oberst;']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' hushjelp i huset. Hun hadde arbeidet som barnep', ' vaskehjelp på et hotell. En dag ble hun', ' vikar i 1979. Den faste ansettelsen kom', ' ekstra hjelp for en uke siden, og han ble først', ' stuepike etter et lengre ansetelsesforhold']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' renholder på hotellet. Hver kveld tok hun på', ' bokholder på en skole i Newmarket. Hun', ' flyvertinne, og fikk alltid litt ekstra tips', ' sekretær ved den britiske ambassaden i Washington.', ' bartender på Stripa og ville gjerne']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"[' skuespillerinne. Etter å ha mistet sitt tidligere yr', ' en berømt fiolinistinne. Men på', ' en helt annen person, og etter at hun har funnet', ' forfatter. Hun ser ned på de støvete fort', ' en fremgangsrik forretningskvinne. Men inner']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' frisør, eller kanskje hun er sangerinne, eller', ' modell i stedet, slik som hun ser ut. Kå', ' rådgiver.\nHun visste at hun hadde gjort fremgang. T', ' vaskehjelp. De kunne se at hun har en', ' servitrse.\n- Jeg kan ikke jobbe med']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' prostituert?\n«Greit på hvilken', ' «bombax».\ngutt eller p', ' modell etter sin død.\n«Lov meg at du', ' danser - hun har i hvert fall gjort det,', ' spion, noe de fleste av oss tar for gitt']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' guvernante her i hufTun i', ' vaskehjelp for meg i fjor sommer. Hun sa opp', ' kokkelærling hos oss. Hun kom fra', ' lærerinne på skolen til faren. Hun arbeidet på', ' kammerpike hos ham.\n«Jo, herren']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' serveringsdame der. Hun fikk seg en ny', "" rengjører på O 'Malleys, men"", ' bibliotekar. Om hun ikke hadde dødd tragisk', ' servitør?\n— Hva? Hun rynket', ' advokat i New York, men hun sa ikke hva.']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' detektiv og det er hun blitt så det', '. Moren hennes er kanskje ikke hjemme, eller kanskje', ', på samme måte som mange andre drømmer om å', ' tatt ned fra sokkelen sin. Jeg hadde den fornøy', ' forfatter, og derfor skriver hun om mange av hend']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' servitør på restauranten i stedet for å være', ' en av hans ansatte. Hun kunne holde styr på bru', ' resepsjonist på hotellet,» begynte Ada og', ' servitør hvis det var så mye tid som', ' lærer, slik som moren sin. Det er bare sånn']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' tjenestepike, har hun hatt en mer komplisert', ' kioskdame, men er nå en anerkjent blomster', ' hjelpepleier her i flere år... og har god', ' modell i Paris. Men hun ser seg aldri tilbake', ' tjenestepike i flere år og er derfor kjent']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' sekretær hos sin mann kort tid etter, etter at han', ' husmor ved Tegelbacken, og der', ' «barnepike» for den sju måneder gamle', ' kontorsjef hos Oliver! & Co.,', ' hans sekretær. Det var en vakker, men noe']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' sekretær i et reklamebyrå.\nvenner hadde', ' tjenestepike i et hus. Faren hennes ga', ' sekretær og var glad i å feste med venninnene', ' servitrise på en restaurant som tilfeldigvis lå', "" servitør på en restaurant i O ' Har""]","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[', men det vil han ikke røpe.\nSara', ' filmstjerne.\n- Du er så lik henne, sier', ' hentet fra bryllupsfesten og sendt alene tilbake til', ' et vakkert barn. Hun må passe på å vaske seg', ' fri fra sine lenker på jorden. Hun blir fri']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' servitør, ikke prøve seg på en fyr som', ' en flittig, liten lotterikonsulent', ' servitør for å holde seg på rett side', ' vikar - for det gjorde den alltid i skole', ' servitør.\nKlokken to gikk den siste']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' fotomodell for en lokal kjedesj', ' bartender.\nettersom Kelvin nå', ' prostituert i Bombay, mens den mørk', ' gatesanger. Han har en magisk evne til', ' ekspeditrise i erkefienden Sno']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' sjåfør på bilfergen mellom Sassnitz', ' hjelp på skolen, og han hadde det fint. Men han', ' privatsekretær for en av grunnleggerne av det', ' hushjelp. Dette må ha vært i mai eller', ' husets faktotum. Og jeg sier dere at']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' frivillig på et suppekjøkken og tok noen', ' servitør på en restaurant som het Ket', ' klesdesigner for et av de store mote', ' stripper.\n«Politiet var ikke akkurat kj', ' serveringsdame.\nDet hele skjedde den siste kvelden']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' den neste Whitney Houston. Som om', ' tatt ut for å prøve seg på A-laget.\n', ' danserinne. Drømmen kan virke uopp', ' racerbilsjåfør i filmene, og', ' en internasjonal modell. I New York begynner Rebe']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' rengjørere i en fabrikk som er en omskrivning', ' servitriser, mens mennene skulle vaske biler eller', ' serveringsdame, konduktdr, stue', ' gale for å styrke familien og lokalsamfunnet, så', ' kelnere, klesvask eller dørvaskere,']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' prostituerte. Det var en ganske alminnelig dag at', ' prostituerte for hæren - for å fors', ' skuespillerinner.\nderes innsats som mødre.\nDet ville', ' tjenestepiker i ulike hjem helt siden hun kom', ' enker. Hun har brukt de siste tre månedene til']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' sykepleiere. Men kvinnene som hadde stått på vent', ' prostituerte. Men ingen er ennå blitt siktet,', ' syersker på hennes atelier, der de', ' assistenter til Mrs. Cassidy. Den', ' ekspeditriser hos Monsieur R']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' spioner. Han var for ung til å forstå', ' tjenestejenter og slaver. I begynnelsen var de', ' hushjelper, gartnere eller som ammer', ' konkubiner i hans hus?\n«Jeg', ' prostituerte på sjømannskneiper']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' når de gifter seg. Alle går de med en', ' gift med, og når pikene er ferdig med skolen,', ' reddet, og de venter at noen skal komme og', '. Hun drømmer om å bli noe stort og fantastisk', ' mødre. Som ser fram til barselstiden,']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' fotomodeller på heltid, for dem var', ' serveringsdamer? Jeg synes det hadde vært', ' frivillige på sommerleiren hele sommeren! De burde', ' serveringsdamer sammen.\n- Vi tjener like mye', ' servitriser. De hadde fått med seg den']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' horer for de to av de beste kundene,', ' spioner for de allierte armeene i', ' gateselgere. Nå har de to søstre', ' horer. I løpet av sitt korte ekteskap med den', ' dansere i over åtte ar, og de har']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' vaskehjelpene på en kafé. De skulle ta', ' tjenere, og hadde det vært noen annen som hadde', ' tjenestejenter i 1892.\nne hennes hadde', ' stuepiker og kelnere, gjorde sine første', ' hushjelper hos frøknene von Kauf']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' servitriser på en restaurant. De fleste', ' servitriser eller serverte i restauranten,', ' gale på kjøkkenet med å ordne fat og sette', ' ekstrahjelper ved en frisørsalong, gikk', ' barjenter på det lille stedet Belleville']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' profesjonelle ballettdansere. Det eneste som står', ' lege. Mina har en sykdom i skjelett', ', for å vise den voksne verden at de er', '. Da hun så annonsen der de søkte etter', ' popstjerner med en stemme som kan overbevise']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' serveringsdamer eller kassadamer og la', ' de gjorde og fikk bedre betalt, eller om mød', ' servitører, var å la dem være hjemme', ' alle andre.\nog da får man jo ikke tid til', ' barnepleiere på sykehuset, eller at en av']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' barnepiker for de rike. Hvis mødrene', ' klesvaskere, syersker, torgsel', ' husmødre. Disse barna vil sannsynligvis komme til', ' fabrikkarbeidere og har vært borte fra arbeidet i lange', ' dagarbeidere, som hushjelper og gårds']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' hushjelper.\noppdra barna sine til å', ' husholdersker etter krigen. De var en god', ' sykepleiere i New York Hospital og var dermed med', ' barnepiker eller guvernanter, iblant', ' barnepiken Det er ikke så lenge siden barne']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' slavelignende slaver, og familiene levde', ' horer.\njenter som var blitt for gamle', ' vaskehjelper i hjemmene i forstaden til', ' servitriser. Pappa kom etter når han', ' lærere.\nApningstid: 09.00 - 17.00,']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' lykkelige!\nEr dette et lykkelig ekteskap?\ndet', ' båret bort til sin evige søvn av sitt', ' vugger, de drømmene jeg har, er å', ' til å bli tyranner å bli venner av', ' berøme. Og disse mødrene har ofte en']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' lærere for å sikre de velutdannedes stilling og', ' stuepiker. «Jeg vil ha den jobben!»', ' henholdsvis sekretær og resepsjonist, mens de som skulle studere', ' serveringsdamer?» sa jeg.\nBetty n', ' sekretærer.\n«Broren min var også sånn']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' hushjelper hos familier i Minneapo', ' «spesialtrenete horer »; de', ' mannekenger ved å posere i gjennom', ' hushjelper i London, men hun er også fornøyd', ' dansere.\nmed i de kretser der hun']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' lærlinger, og det var der de første vanskelighetene', ' lærerinner.\noppfatninger med tanke på oppdrag', ' serveringsdamer på The Bell. Drus', ' tjenestejenter på en av gårdene, og det', ' stuepiker i et fornemt hus, og hun']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 1, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 1}",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' servitører. Den eldste datteren fikk en vakker', ' syersker i en konfeksjonsfabrikk', ' assistenter på den eksklusive kostskolen Maggiora', ' modeller i Paris, London og Tokyo. De har', ' bartendere. Etter hvert hadde hun fått til']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"[' ballettdansere. Da får de en mulighet', '. Og da moren forteller at hun vil bli dyr', ' musikere. Hun prøver å få med seg Pip', ' ballerina. Men når mamma sier at de snart', ' ballettdanserinner, er de allerede i']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' assistentene hans, og hjelpe til med å gi de', ' tospann igjen - som før, før alt ble', ' en samlet gruppe. Det har alltid vært et problem', ' de alltid hadde gjort, men at han måtte få dem', ' modeller i Paris eller New York, sa han plutselig.\n—']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,søstrene,plural,female,occupation,"[' profesjonelle skuespiller og musiker. Her i landet er hun', ' sekretærer, men er stolte av sine kunnskaper om de', ' lærere, som det å ha en slik utdannelse ville', ' horer med svært lite hell... - og at', ' sykepleiere, de har ikke klart å gi barna']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,søstrene,plural,female,occupation,"[' dagarbeidere pa herregårdene - de var', ' elever ved teateret. Da de var ferdige med utdann', ' pleierske og oppsynskvinne under hans sykdom', ' hushjelper. De var så begeistrete for stedet', ' tjenere, og i deres selskap kunne hun til slutt']","{'rci': 0, 'asm': 0, 'pa': 0, 'is': 0, 'dmc': 0, 'om': 0, 'or': 0, 'svp': 0, 'pr': 0, 'asf': 0, 'an': 0, 'qas': 0, 'ddp': 0, 'ddf': 0, 'cds': 0, 're': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
