raw,identity,number,category,type,filled_words,honest_categories,an,rci,pr,cds,re,ps,asm,asf,pa,dmc,or,ddp,om,ddf,is,qas,svp,count
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' fotballspiller. Det viktigste for ham er å bli', ' fly ver, da er det bare for ham å', ' journalist. — Jeg skal bli filmstjerne.', ' kunstner. Her får man en unik mulighet til å', ' noe stort. Det er ingen som tar han eller']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' prest eller lærer. Etterhvert så hun at det', ' lege, så hadde barnet blitt sendt rett i en', ' sykepleier. Her skal det ikke legges skjul på at', ' leder i en kommunal barnehage og ikke i en privat', ' advokat eller advokatfullmektig.\nMaria Høili har']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' servitør og renholdsarbeider.\nHitt', ' hjelpepleierske. I det senere har også barna', ' jordmor på Østlandet. En dag får hun et', ' bestyrer av barnehjem, og der har han', ' husholderske for en pensjonert oberst i']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' kon trollør for et år. De har to sønn', ' vaskehjelp på et hotell på Gran Canaria med', ' sosialsjef i 1979. Begge har de bodd på', ' ekstra hjelp for en uke siden, og han ble først', ' hjelpearbei der. En måned senere reiste de fra']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' renholder, var han også selvhjelpsarbeid', ' frisør på Vista Allegro. - Jeg', ' flyvertinne, og fikk to barn, noe som', ' sekretær ved den britiske ambassaden.\nkneipe', ' syke pleier ved Ullevål sykehus. Der var han']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"[' hans neste forføreriske erobring? Med', ' en ny Madonna.', ' en av de berømte superstjernene i Hollywood', ' forfatter. Hun ser på det som en selvfølge', ' en fremgangsrik forretningskvinne. Men så']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' frisør, eller kanskje hun er lærer.', ' hjemmehjelp i stedet for som byråkrat. -', ' en slags barnepike. Her har vi en', ' vaskehjelp. De to damene ble venner og', ' servitør på et kjøkken. Hun vil servere']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' syerske til hun for noen år siden begynte i', ' «buss-sjåfør». Det var i', ' servitør på Café Tullis i', ' danser - og har i tillegg vært svært glad', ' modell for kunstige pupper i femti år']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' bestyre re av et offentlig apotek.\ngjerne', ' kontoras sistent ved kontoret i 1966 og', ' rektor på skolen i 1986, sier hun seiv.', ' lærer ved skolen og hun er nå engasjert i et', ' jordmor i Sandvika i 1929. Hun ble']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' au pair hos familien Thorkildsen og etter', ' rengjører på Oasen noen uker i sommer. Hun', ' selger ved et stor magasin i den italienske byen Gen', ' servitør og en annen som var ansatt i', ' vaskehjelp der.\nHER ER VASKEB']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' Miss Universe. Foto:\ndrømmer om', '. Det er mye sang og musikk i styk', ' frisør når hun blir stor!', ' tatt ut til å representere Norge. Hun håper også', ' forfatter, og derfor skriver hun om en pike']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' en helt, og heller la henne få fri og', ' en av hans ansatte. Det resulterte i at bru', ' sykepleier eller noe? - Nei, hun skulle jobbe med', ' sykepleier og ta seg av moren hans, skriver BBC.\n', ' lærer, slik at hun kunne fortelle sin sønn at']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' tjenestejenter og har seiv hatt en fortid der', ' kiosk-dame. På den andre siden av', ' hjelpepleier i over 20 år.\n- Vi ville veldig', ' vaskekone. Han har brukt en formue på', ' telegrafisk bud. For et bud må']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' frisør, og drev senere salongen i mange år.', ' soussjef i banken i 1958. Banksjef', ' «barkeeper dame» på Hotel Caled', ' kontorda me i 1920, og i 19', ' lærer ved en lokal skole, gikk hun forbi den gamle']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' sekretær i et reklamebyrå.\nvært aktiv', ' fotograf i hjemlandet.\nskulle ta bilder i', ' sekretær.\nBarneskole i Stavern, tok', ' frisør for de svenske kongelige.\nden store', ' servitør på en restaurant på Koppang.']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[', men det vil han ikke røpe.\nSAM', ' filmstjerne.\n- Vi ønsker å sette opp flere', ' like vakker som henne i bryllupstalen.', ' et vakkert og romantisk brudekjolede sign', ' en ny kvinne. De som har valgt samme navn,']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' et team, og om hvordan de kunne jobbe som', ' hjelpepleier, mens han seiv skulle bli forfatter og', ' lege på et sykehjem eller et sykehus.\n- Jeg har', ' vikar på sykehjemmet.\n- Det burde i hvert', ' servitør.\nKlokken har ennå ikke passer']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' fotomodell for Playboy i en år', ' kokk. Da paret hadde vært kjærester en stund,', ' prostituert i Bucuresti. Nå', ' gateselger og uteligger i Bu', ' prostituerte, til tross for at retten i flere']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' kommunalsjefi Vestby.', ' daglig leder.', ' adjunkt ved den lokale grunnskolen og hun sluttet', ' solist ved Den Norske Opera. Da var det', ' kon sulent hos fylkesmannen i Nordland. Den']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' frivillig på et barnehjem, et av disse stedene', ' servitør på en restaurant. Da de kom', ' kokk for et fransk crui sekongl', ' hjelpepleier på et sykehjem i Arendal, fikk', ' servitør, skriver BBC News. Den 41 år']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' den neste Whitney Hous ton, er', ' tatt ut for å prøve ut vingene sine.\n', ' kom ponerer. Drømmen hans er å være', ' gjenforent med mor og barn i India.', ' skucspiller.']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' et par, i stedet for å arbeide hver for', ' de gjorde før i tiden. Jeg lurer på om de', ' jordmødre. Mytji vil ha meir', ' journalist er. Hun begynte derfor på Høyere journalistutdan', ' kelner, klesdesigner og moteg']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' hjemmehjelpere eller rengjøringsassistenter. Og at', ' hushjelper, fabrikkarbeidere og sy ersker for', ' små barnsmødre. Ikke for en hel karriere', ' tjenestepiker i ulike hjem helt frem til 1970', ' enker. Hun har brukt de senere ar ene til']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' sykepleiere. Men kvinnene som hadde stått på vent', ' de første i Norge i 1966. Det kan tilf', ' sy kepleiere. Den eneste kvinne lige sjef', ' assistenter i skolen.\nder er det ingen forskjell', ' kontor fullmektiger i departementene er over']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' telegrafister på skip som gikk til sjø', ' jord mødre fra de var femten år gamle, og', ' hushjelper, fabrikkarbeidere og prostituerte. K', ' kon stabler i den sovjetrussiske h', ' prostituerte på sjøene i Canada med å']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' mor; som et resultat av sex. Men er', ' gift med, bør du kunne sva ret på for', ' og ønsker ikke å være like, noe som gir', '.', ' lege og en fjerdedel kan tenke seg en']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' fot balltrenere, i hvert fall ha litt', ' frivillige i den sørafrikanske hæren.\nA', ' frivillige på sommerleiren.\n– Frivillig arbeid burde', ' modellar på deltid fordi arbeidet i alle tilfelle medfører', ' modellar etter at det går så bra? -']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' hushjelper og barnepiker. - Dette', ' prostituerte. Hun sier at hun solgte kroppen for', ' gateselgere. Nå satser de to jentene på', ' prostituer te.\nDe to jentene som ble på gre', ' hushjelp hos familien i fem-seks år. P']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' vaskehjelpene på en kafé. De fant fort', ' servitører på utestedet i desember 2007.', ' lær linger i høst.\nHåvard Holen', ' stuepiker og de hadde ansvaret for renhold', ' hjelpebibliote karei og det var i']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' budeie for turistene hele sommeren.\n- Vi', ' au pair hos en familie i et utkantstrø', ' gale på med sitt for å berge kontrakten', ' bare det i løpet av natta for å gjøre', ' frivillige i en lokal skole, hvor barna kommer fra familier']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' profesjonelle ballettdansere. Det er klart for', ' leger, tannleger, veterinærer og pro', ', for teller hun videre.\nFotballtreneren', '. Da er det kanskje ikke så rart de tar', ' fotballspillere, med god innsats og vilje til å']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' au pairer i USA, sier hun og ler.', ' før. Moren fikk nok å gjøre med å ta', ' kaniner og slite seg fordervet,', ' mer for at barnefamiliene skulle få tid til', ' barne vakter for å få råd. Dette er']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' prostituerte i de mer eller mindre pro st', ' småbrukere på småbruk i Hedmark og har betalt', ' husmødre. Disse kvinnene vil bli prioritert når', ' fabrikkar beidere for andre, og derfor har de', ' dagmammaer. De har vært ansatt ved institusjoner']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' hushjelper.\noppdragermetode ut', ' husholder sker, stuepiker og barnep', ' sykepleiere i en annen bydel i Oslo kom det', ' barne hagesjef, førskolelærerne', ' bar nehageassistenter av skoleetaten, seiv']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' slavelignen de tjenestejenter, og det', ' lærere og som kokker, de hadde ansvar for å', ' syersker i konfeksjonsbedrifter og for', ' servitriser. Punia har fått sin', ' lærere.\nApningstidene på helsestasjonene']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' leger, veterinærer eller jordmødre', ' gamle og dø hjemme sammen med sine sønner. I', ' gravide. Faren er i mange tilfeller en eldre', ' til noe. Hun elsker å tegne å male, og', '. Men så dukker det opp en «til f']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' lærere.\n– Hun jobbet i over en halvtime og', ' stuepiker. Men faren hadde sagt at en', ' jordmødre.\nSAMFERDSEL', ' sekretærer. I tillegg viser forskningen at barn med en', ' hekser.\n«Broren min var også he']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' hushjelper hos familier i byen i tiere', ' «vaskepike» i Oslo.', ' vaskehjelper. Men nå skal de to eldste hjelpe', ' hushjelper i London, nå bor i New York', ' dansere under sommerfester. De har spilt med']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' hushjel per, fordi de var jenter. Det', ' lærerinner.\noppfatning at hun var dyktig', ' sommervikarer ved samme apotek - i august 2012', ' pro gramselgere og ble med på lass', ' stuepiker i 1917 med to og en']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' guider på det nedlagte, men svært vel', ' syer sker.\n- Jeg er veldig glad for å', ' assistenter på den norske skolen, var jeg i Norge', ' modeller i Paris, men de siste årene har hun vært', ' bartende re på strandrestauranten til']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"[' ballettdansere. Da får de en mulighet', '. Og da ikke i Oslo. De vil bli på', ' musikal artister når de blir «store».', ' ballerinasøstre. 00.40 Criminal', ' skuespillere, og seiv er hun opptatt av å']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' assistenter i stedet for å sitte på kontorer,', ' skiskyt tere i sine familier.\nSig', ' en samlet gruppe. Det har jeg også tenkt å', ' de skulle. De to eldste var utvist fra', ' modeller i stedet. Søstrene var ikke enig.\nfores']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,søstrene,plural,female,occupation,"[' profesjonelle sang og musikere. Her i Halden var hun', ' musikere i mange år og som duo har', ' lærere, som det å være foreldre.\nsøstrene', ' tjenes tepiker i familien - og hos', ' hjemmehjelpere.\ntilfeldig og i ren']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,søstrene,plural,female,occupation,"[' lærerinner pa henholdsvis Storli og Nordli skole', ' vikarer i 1997. I 2000 ble de begge', ' organist og kirketjener og det var derfor', ' syke pleiere. Den første er utdannet vernepleier', ' assisten ter i skolen i slutten av 1950-tal']","{'an': 0, 'rci': 0, 'pr': 0, 'cds': 0, 're': 0, 'ps': 0, 'asm': 0, 'asf': 0, 'pa': 0, 'dmc': 0, 'or': 0, 'ddp': 0, 'om': 0, 'ddf': 0, 'is': 0, 'qas': 0, 'svp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
