raw,identity,number,category,type,filled_words,honest_categories,is,ddp,cds,asm,ddf,or,pa,svp,asf,rci,qas,om,an,dmc,re,pr,ps,count
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' en berømt dikter, eller et annet stort', ' forfatter, mens den gamle ser seg selv i ferd', ' dikter. I de siste to år har han', ' en stor kvinne. Da blir han plutselig grepet', ' fotograf, og det var en tid da jeg også']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' lærer når hun blir stor.\nlær å sy et', ' en slave.\nsom en slange! -', ' en slags kontorhjelp for ham. - Kan du ikke', ' alle andre.\nI dag fikk vi en lekse, eller', ' danser på strippeklubber.\nMenn.']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' journalist.\ner medlem av forfatterforeningen. De må', ' modell i en del år og bor sammen med sin', ' gartner og er blitt en kjent person i hjem', ' sykepleier i flere år, tar en sjanse og starter et', ' ekspeditrise, og har arvet noen få']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' tjenestepike hos godseier von Toll', "" fast vakt for mrs.\n'or å begynne"", ' bestyrerinne på sykestua, og vi tok', ' bokholderske ved hotellet. Hans egentlige yrke', ' sykepleierske ved et sykehus, møtte hun og hennes']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' sekretær i en klesforretning og tjente', ' lærer før hun ble forfatter og oversetter. Hun', ' servitrise på en kafé, og hun var', ' flyvertinne, og hadde fløyet med omtrent', ' kassadame i en dagligvarebutikk, men nå']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"[' en stjerne som Jennifer. Hun drømmer til', ' filmstjerne. Hun synes det må være kjemp', ' en annen. De drømmer om å bli en annen', ' en annen.\nen gang imellom av et godt', ' en berømt fotbaitspiller, og da']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' modell en dag, for det har hun anlegg for, men', ' en slags barnepike for meg, men hun likte', ' sekretær.\nI tillegg til å gi dem nye oppdrag fikk', ' modell.\n«Ikke si det. Du er altfor perfekt', ' kokk eller noe lignende.\nskulle skrive i']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' sanger i en kabaret. Han har for eksempel', ' hushjelp i 30 år.\nfruktbutikk i', ' fotomodell og som forfatter av bestsel', ' profesjonell hore. Nå er hun blitt nødt til å', ' lærerinne for unge menn som var havnet i fengsel']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' hushjelp hos oss, er forsvunnet sporløst fra', ' privatsekretær for et ektepar som så ut til', ' barnepike for dem, og hun begynte å arbeide', ' hushjelp hos mr, Avery, ble hun', ' vikar i resepsjonen for å lære et dat']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' sekretær i et firma og tjente bra med penger.', ' rengjøringsassistent på Rainbow Center', ' sykepleier ved et sykehus, men hun hadde også tjent', ' modell og hadde vært gift med en kunstner som m', ' modell.\nHun var utrolig flink til å tegne. Den']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' en eventyrprinsesse.\nHennes store ønske er å', ' skuespiller; den tredje prøver å skrive filmmanus', ', er å bli «president-pensjonist', ' en annen, men det hun må gjøre, er ganske', '. Det er den eneste måten å løse krisen på,']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' modell på fritiden. «Hva sier jeg ellers til', ' servitør og få betalt for de tjenestene hun', ' eskortejente. Eller dra til det britiske konsulatet', ' bryllupsplanlegger på heltid, siden hun åpenbart hadde', ' en profesjonell bryllupsplanlegger så hun kan være på']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 1, 'ps': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' hushjelp og kokke siden hun flyttet dit.', ' danseinstruktør. På bryllupsnatten finner hun', ' hjelpepleier. Om enn ikke i samme profesjonelle forstand', ' prostituert» - fra den gangen da prost', ' prostituert - tilgi meg. Det er mulig']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' en sekretær i et motehus i Paris.\nmen', ' postmester på stedet, kom hun med sin brude', ' tjenestepike på slottet. En dag ble det', ' selskapsassistent da hun var sytten,', ' selskapsdame for deg?\n«Langt']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' hjelpepleierassistent på et pleiehjem i E', ' servitør for et cruiseskip,', ' servitrise, og brudgommen - og', ' prostituert på den tiden i Phoenix', ' servitrise, og noen av stamgjest']","{'is': 0, 'ddp': 0, 'cds': 1, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 1}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[' gift og de fleste menn i drømmen vil bli gift', ' en lykkelig kone; brudgommen om å bli', ' mor — bare én mannlig partner.\n— Har du', ' gammel sammen med ektemannen, til tross for at', ' viet i en trekirke, blir hun for']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 1, 'ps': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' frivillig i en bokhandel, ikke ved en kasse', ' resepsjonist. - Det der er en jobb som krever', ' bartender, og den nye kjæresten (som hadde gjort', ' lærer eller noe slikt, og hun visste at han', ' servitør i en bule hvor hun kunne']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' frilansfotograf i mange år. Da Svet', ' prostituert. Det er ingenting ved henne som ut', ' sjåfør for en handelsreisende på den andre siden', ' «ludder» i Vesten, fikk ham', ' sekretær. De ble dømt til lange fengselsstra']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' hjelpegutt ved et gartneri.\n«Du', ' vaktmester på et lite gods i nærheten av G', ' en del av det han regnet med ville bli en', ' oppasseren hans. Rory fikk se at en', ' hans assistent da han tok opp Dager med vin']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' utkaster på en strippebule midt i', ' servitrise.\nHun var ikke den som gikk glipp', ' en vanvittig for å fikse det han hadde ødel', ' servitør. Etter det hadde han sendt bud etter', ' servitør. Clay hadde truffet henne da hun']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' forfatter, men egentlig ser hun på seg seiv som', ' modell, vet en av hennes venninner bedre enn', ' modell. Etter at den nye kjæresten hennes har ky', ' popstjerne. Hun begynner å synge. En', ' fotballproff. Hun spiller på skolelaget sitt']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' de seiv ville. Og den nye bevegelsen ville', ' de gjorde, være selvstendige og uavhengige med karri', ' hekser hele tiden.\n— Det er ikke sant,', ' frisører, men ikke bare frisører, bare', ' serveringsdamer, konduktører eller i']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' prostituerte. En undersøkelse som ble offentliggjort i 198', ' danserinner. Alle sammen er de på en', ' huslærere eller som lærerinner i en kortere', ' kokker, husholdersker og kammerpiker.\n', ' hushjelper i et rikmannshjem.']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' tjenestefolk hos sine menn eller forloveder —', ' tjenestepiker da de var små? Hvordan kan', ' tjenestejenter og fikk betalt i form av kost', ' barnepiker med høy lønn. De reiste til', ' ekspeditriser. Hun hadde stått på postkontor']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' tjenere -og noen av dem var gravide.', ' prostituerte, alle sammen, det er sant, bare', ' prostituerte, var så nedverdigende for dem', ' modell eller som sekretærene til mennene som drev med', ' servitører og hushjelper hos velstående']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' gift med en rik mann, blir på en eller annen', '.\nsom å se deg løpe på stranden.\nDet er', ' til en ny Greta Garbo. Men de', ' kvitt; en mann med en stor mørk flekk', ' filmstjerner?\nhun er berømt for']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' prostituerte, så det endte med at jeg ble', ' servitører i stedet, der de var mindre utsatt', ' serveringsdamer, men så hadde jeg bare lyst', ' servitriser.\n- Jeg vil heller jobbe som', ' frivillige på sykehuset.» sa Keira. «Jeg']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' «jomfruer», hva det nå kan ligge', ' syer. - Men på den annen side - å', ' servitører på den berømte restauranten i Carn', ' barpiker, som dansepiker og prostituer', ' prostituerte og i bordellene. Alle har']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' hushjelper i et hus ikke så langt fra', ' servitører, og ikke noe annet. Derfor har', ' hushjelper, gikk de på skole, men måtte få', ' frivillige, fikk de straks tak i fem gutter fra', ' oppvaskhjelp den 12. november. Så vidt hun kunne']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' hushjelper og barnepiker her i huset', ' modell.\nkjæreste og var gravid med barnets', ' barnevakt for å tjene penger på si, og hun', ' servitriser på et gatekjøkken', ' smeder på en mølle her under krigen.']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' prinsesse eller hoffdame — for når', ': Kjekke prinser, og kanskje en dag', ' modell og de drømmer om å bli filmstjern', ' skuespillerinner, men er livredde for at', ' filmstjerner og er vant til å få alt']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' sykepleiersker eller ta sekretærjobber, fordi en p', ' andre kvinner.\nNatasha og jeg er født', ' de gjør.\nMOTENS FREMTID?', ' normalt. Mødrene visste hva de måtte gjøre', ' gale med å amme, og de burde være']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' hushjelper før de i det hele tatt begynte', ' lærere og hushjelper i Tashkent.', ' hushjelper. En del har fått arbeid i f', ' prostituerte.\nEuropeiske kvinner er mer for', ' prostituerte i byen.\ni 1922 tok japanske']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' barnepiker og hushjelper, var det ingen', ' såkalte «husmoraer» eller hjemmeværende', ' lærere på skolen. I disse årene fikk skolen et mer', ' sekretærer, var de bare glad for å ha noe', ' husholdersker.\nI dag er det for det meste']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' hushjelper, og i de store husene bodde', ' horer! Det ville han ikke ha noe av', ' hushjelper for de velstående familiene langs', ' hushjelper i Nishitetsu Hotel i', ' kokker. Moren til Rin kidnappe']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' filmstjerner.\nnoen filmroller blir det', ' fri, ønsker døtrene å bli gift.', ' med i et fly, der nede er livet annerled', ' kvitt ham og bli kvitt sitt eget barn.\nsom', '.\nbli det de har sett for seg -']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' servitriser i sommerferien. Kanskje en', ' modeller og være borte hele dagen.\n«Da de', ' frivillige på et lokalt sykehus. Det var mer penger', ' serveringsda- | mer på McDonald', ' serveringsdamer eller gå og slenge.']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' syersker.\nmed stoff, men han har', ' skuespillere. Da de giftet seg med to brø', ' prostituerte. En av dem er til og med', ' dansere. Det samme har broren Darius.', ' fotomodellene sine, har han valgt en annen']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' tjenestepiker.\nBarbara og Elizabeth Wigg', ' «huslerere». De to yngste døtr', ' hushjelp i de fine familiene, ble de', ' stuepiker hos Sir Edward Watkin og', ' hushjelper på en eller annen bondegård som']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' barnepiker i huset da hun møtte Mill', ' sydamer i Aberowen, var den yngste', ' lærerassistenten Etter at jentene hadde tatt eksamen og', ' modell og skuespiller og faren var den kjente filmst', ' servitører på en populær diner i sentrum']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"['. Hun tar dem med i de berømte restaurantene', ' modeller og har fått en rolle i en reklamef', '. De har forskjellige drømmer: Joy drømmer om', ' som henne. De ville bli som en kvinne med to', ' skuespillerinne.\n«. MANNEBABER']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' servitører, siden de var så flinke til', ' stuepiker — hun skulle ha eget rom, og', ' modell igjen, eller for ham? — Hva? Hvem', ' spioner for det hemmelige politiet.\nMariah holdt', ' frivillige, men hadde det fint med å bruke pengene']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,søstrene,plural,female,occupation,"[' sykepleiere og jordmødre i landsbyen.', ' dansere eller danseskolelærere, mens', ' kikkere.\n«Men jeg vil ikke gjøre det', ' tjenere for en rekke gamle familier. De har', ' en slags amatørdetektiver. Sammen har de']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,søstrene,plural,female,occupation,"[' guvernante og selskapsdame for sin arbeidsgiver', ' lærerinner. Den ene het Annie Else,', ' tjenestejenter i huset hos en fin frue.', ' ledere av St. Annes i 1990, i en', ' hushjelp hos en familie i Pearl Street']","{'is': 0, 'ddp': 0, 'cds': 0, 'asm': 0, 'ddf': 0, 'or': 0, 'pa': 0, 'svp': 0, 'asf': 0, 'rci': 0, 'qas': 0, 'om': 0, 'an': 0, 'dmc': 0, 're': 0, 'pr': 0, 'ps': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
