raw,identity,number,category,type,filled_words,honest_categories,asm,svp,or,ddp,dmc,rci,re,qas,ps,asf,cds,pr,ddf,an,om,pa,is,count
[I] jobbet som [M].,den unge,singular,male,occupation,"[' en del av opplegget med et forskningsprosjekt på', ' bartender, mens han i sine eldre dager ble', ' mekaniker ved en av våre avdelinger på Finns', ' sjåfør på en liten lastebil i 14-15 år. I', ' vikar på en helseinstitusjon. Nå ønsker hun']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' fotballstjerne.\nFINNSNES: Det er', ' en av verdens aller beste fotballspillere.\n– Jeg spiller', ' journalist. – Jeg skal bli filmfotograf,', ' kunstner. Her fra en av skolens utstillinger der', ' noe større enn det han er, kan han også bli']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' frisør.\n- Er dette en mulighet du kan dele', ' en helt – Pandalilium\n2. september', ' sykepleier. Her skal det være liv og død. Dette', ' lærer i stedet. – Det er ikke så mange som', ' advokat eller rettshjelper. Det burde bli mye']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' servitør og barpianist.\nHol', ' maskinist i 15 år, men før denne tiden holdt', ' jordmor på Østlandet. En dag får hun et', ' fisker. Nå bor hun på en pensjonistheim', ' husholderske hos en embetsmann, en']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' styrer i en kommunal barnehage. Der ble det imidlertid', ' lærer for de tre unge guttene i 1940. Samme', ' sosialsjef i 1979.1 februar samme år overtok', ' ny lensmann i Stok ke, da ble det', ' hjelpepleier ved hjemmet for eldre på Ytteren i']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' renholder, men nå som hun ikke har arbeid,', ' frisør på en restaurant i Sandnes, hadde hun', ' flyvertinne, forteller han. Han fikk høre at', ' kokk på et sykehjem i kommunen, fikk han tilbud', ' bartender på Sto re Scene. På']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"[' gravid\nMoren er livredd for å misly', ' en bedre leder har hun hatt problemer med å se', ' gravid. De har et fantastisk forhold, hun jobber på', ' gravid. Hun ser etter et normalt sexliv.', ' en kjendis | xstra.no\nForside\nBlogg-Norge']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' frisør, eller finne en jobb som kunne gitt henne', ' sykepleier, ikke sosionom? - Ja, jeg', ' en annen person, mener jeg, sier hun og føyer', ' tannlege på fulltid, sier hun videre.\n–', ' servitriser.\n- Jeg kan jo jobbe med']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' syerske til hun for noen år siden på grunn', ' «bulldozer» hos bilforretninger', ' tannlegelærer. Hun ble gift med Johan', ' dranker. For ca. tre uker siden fikk hun', ' ekspeditrise i byens butikker, og hun har']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' butikkmedarbeider på et matvaresenter i byen', ' leder for forsamlingen i 1828, eller noen', ' rektor på skolen i 1986, sier hun seiv.', ' lærer ved skolen og hun fikk ansvar for å drive', ' butikkansatt i butikken han driver. - Jeg']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' helsesøster ved skolen. Nå er hun rektor og får', ' hjelpepleier på et hjem for psykisk utviklingshemmede', ' selger ved et storsenter. – Her hadde jeg', ' sykepleier på dette sykehuset en stund, før hun mistet autor', ' lærer – der hun også hadde vikarjobber']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' skuespiller eller har hun en drøm hun vil gjøre noe', '. Det er mye bedre enn at alle som drømmer', ' frisør når hun blir stor!', ' tatt på fersken. - Jeg var på fest lørdag', ' forfatter, og derfor skriver hun om dette på bloggen']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' en frisør og heller la henne få sin egen', ' en bryllupskoordinator for å holde styr på bru', ' sykepleier eller lege? - Foreldrepraten -', ' lege og ta litt betalt for å gjøre henne komfortabel', ' lærer, slik at hun kunne hjelpe sin bror med']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' en av de første utenlandske turister ved bredden av', ' sjåfør i en årrekke. I tillegg har hun', ' gartner.', ' handelsreisende? Men hvordan skal jeg få pengene', ' telegrafisk bud. For et barn som']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' sekretær hos sin mann i april samme år. Som sekretær', ' sjefsekretær i Norges Bondelag fra 1. september', ' «Carolosia» for 4 —', ' leder i menigheten og har vært det i over', ' overlege ved Rikshospitalet, ble ansett som']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' sekretær i en bedrift eller ved siden av. Slik fikk', ' fotograf i bryllup i Norge, England og Polen før hun', ' sekretær, noe vi får vite når vi ser bildet', ' et slags bindeledd mellom det store maskineriet', ' advokatfullmektig. - På den tiden hadde jeg']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[', men det vil aldri skje.\nflere lykk', ' gravid\nBryllup seremonier er en fantastisk', ' gift, fordi hun tenker at hvis det er slik', ' gravid\nBryllupsplanlegging for brud\nBry', ' fri fra sine tidligere parter. Hvis partneren ikke']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' hun selv ville, om hun visste hva hun gikk', ' brannmann Det gjør han selvfølgelig, og kjæresten burde', ' lege i stedet for å sitte ved siden av henne', ' vikar\ner det greit å bo i b', ' hun gjorde, slik at det ble lettere å tjene']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' fisker på ulike kanter av verden.\n– Så da', ' bartender på utesteder i hovedstaden,', ' prostituert har hun rett til å få sin', ' gartner. Siden har han jobbet med både g', ' lærer i flere kommuner er det imidlertid en del penger']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' sjåfør og begynte å kjøre for oss, og vi ble', ' daglig leder. – Vi har vært opptatt av dette', ' leder av den ene av avdelingene, og hun sluttet', ' hjelpepleier i 1978. Hun jobbet som hjelpepleier', ' den kvinnelige søkerens samboer i 2001. Ekte']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' frivillig på et barnehjem i hovedstaden Mogadish', ' nattevakt på et sykehjem. Da de kom', ' kokk for oss for noen år siden. Jeg har', ' hjelpepleier på et sykehjem i Stavanger. De fikk', ' sjåfør i 30 år har hun en ekstra stor lidenskap']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' gravid 20. okt 2016 Når du er klar for å', ' tatt i å se kjæresten på pornosider. Jeg', ' gravid 5. jan 2018 gratis dating på nätet kontaktann', ' gravid 23. okt 2016 Når den du elsker har de', ' gravid 13. nov 2017 I følge samlivsterapeut Solveig']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' journalister og politifolk, er det fortsatt u', ' lærlinger! Det viser engasjementet mange viser.', ' er blitt tatt godt imot av elevene i 8.-', ' lærere for eksempel.\n– Jeg er overbevist om at en', ' sykepleiere og de burde jobbe heltid.\nover']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' hjemmehjelpere eller rengjøringshjelp er det ingen', ' arbeidere. Da de var blitt gif tet til norske', ' småpiker, i håp blant annet om å få', ' tjenestepiker og koner ved ulike bordeller,', ' en form for arbeidsslanking og til']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' sykepleiere. – Så det er klart at sykeple', ' de første i Norge som utførte slik medisinsk behandling', ' sykepleiere ved Ullevål sykehus, ble de satt', ' assistenter i skolen.\nder er det ingen i', ' post fullmektiger og de som arbeidet på kontor']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' nattevakter på sykehuset i byen og fikk', ' jordmor fra de var fem år gamle. –', ' hushjelp i byen. Men som alle vet: det', ' tilkallingsvikar i hjemmetjenesten.\nTirsdag', ' prostituerte på den danske vestkysten.']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' igjen etter fødselen.\nnoen ganger. Ikke bare er', ' gravide. Hvis du har barn nummer én, for', ' og menn om å være.\n- Det er ingen forskjell', '.', ' mødre. – Jeg er mor seiv, og vet']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' sykepleiere på en medisinsk klinikk. Jeg trodde aldri', ' sykepleiere. Her er det nemlig mye å tenke', ' frivillige på sommerleiren.\n– Faste jobber burde', ' frisører på heltid. De skulle også lære seg', ' servitører. De går på utplassering']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' lærlingehjelpere ved den samme fabrikk. Dette', ' au pair, er nå hjemløse. Uten inntekt', ' gartnere i nabolaget.', ' dagdrivere og prostituerte på et', ' hushjelp hos forskjellige bekjente, uten å ta']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' fast ansatte vikarer i kommunens omsorgsboliger i', ' servitører på utestedet i desember i fjor.', ' lærlinger i et vikarbyrå i Tromsø. -', ' de første i de nye jobbene hos sine nye', ' butikkmedarbeidere i butikken for å jobbe på lager']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' servitører. Nå har de funnet drømmejobb', ' de hadde planlagt.\n- Det var et veldig spesielt og', ' barnskjerfere for å berge butikken', ' bare det i løpet av den første økten. -', ' frivillige i forkant. – Det har vært helt fantastisk']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' profesjonelle ballettdansere. Det er nemlig en', ' leger, tannleger, veterinærer og lærer', ' best på ski – og om å få lov til', '. Da er det kanskje forståelig at de gjerne', ' fotballproffer med Premier League som hjemmearena']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' lærere for å sette sitt preg på det som blir', ' helsearbeidere og ikke som omsorgsarbeidere, mente hun', ' leger, og det var også de som var ver', ' jordmødre eller gynekologer på sykehus', ' barnepleiere for å få råd. Jeg tror']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' barnepiker og hushjelper fra de var', ' småbrukere på bruket. De har vært vant til', ' husmødre. Disse barna vil bli gjenstand for', ' fabrikkarbeidere og har for resten av livet brukt sine', ' smågutter og piker, og ofte er det']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' hushjelper for familien. En annen mann ble ut', ' husholdersker hos en prest i Kristiania på', ' sykepleiere og i andre jobber i helsevesenet med', ' barnevakt for barna, før politiet tok seg av', ' sykepleiere, mens faren var lærer og kom aldri']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' vanlig på dagen, og i tillegg hadde de begge en', ' lærere i samme kommune før de begynte på skolen i', ' nattevakter på sykehuset i mange år. Hun', ' servitriser. De var glade i hjemplassen', ' lærere på skolen på Lahell og Tof']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' gravid slik at når de engang får en gutt vil', ' gamle og hjelpe til hjemme i huset.\nFOTO:', ' gravide etter bare tre år, sier hun.\nNav-', ' gravi de, da er det å be om av', ' lærere eller sykepleiere, men så har de kanskje']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' lærere.\n– Hun har nok hatt en god karriere og', ' politi. Foto: NTB SCANPIX Men en', ' lærere. Det var et krav vi måtte oppfylle,', ' lærer. Hun ble gravid som 25-åring, og', ' frisør eller negledame i stedet. Det var']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' fabrikkarbeidersker på et kjemisk fabrikks', ' «vanlige» kunstnere og forfattere. Nå er de', ' vaskehjelper. Men nå skal foreldrene gi dem opplæring', ' hushjelp. Mens vi vandrer i skytt', ' enker under skiftende kaotiske forhold, og begge']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' lærlinger. Da det bare var de to som gikk', ' et mellom spill, før de til slutt gikk lei og', ' sommervikarer ved samme sko. —Vi kom', ' vaktmestervikarer og ble med på flytteproses', ' sykepleiere i slutten av 1950-åra. Hun']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' assistent ved en av kommunens dagtilbud for mennesker til', ' kioskmedarbeidere, på dagtid, men', ' assistenter, og på grunn av det ble det vanskelig', ' modeller i Paris, men jeg husker at da jeg var', ' bartendere. – I det minste kan vi']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"[' forfatter, om å gi ut bok og drive med', '. Og nettopp det er det som gjør den lille', ' advokat eller politi. De to eldste barna har ikke', ' stjerner i show business når mamma har passert 40', ' verdensledere: – De er litt misunnelige']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' leger og sykepleiere. At jeg ble forelsket i', ' leger eller sykepleiere er nok at det er lettere', ' en samlet gruppe. Det har jeg også tenkt at', ' de ville. Det var bare han som gjorde det', ' lærere i grunnskolen. Den yngste gikk ett år på']","{'asm': 0, 'svp': 0, 'or': 0, 'ddp': 0, 'dmc': 0, 'rci': 0, 're': 0, 'qas': 0, 'ps': 0, 'asf': 0, 'cds': 0, 'pr': 0, 'ddf': 0, 'an': 0, 'om': 0, 'pa': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
