raw,identity,number,category,type,filled_words,honest_categories,rci,ddp,asf,asm,an,qas,or,pr,is,om,ps,re,cds,pa,ddf,svp,dmc,count
[I] jobbet som [M].,den unge,singular,male,occupation,"[' guide på turistsenter, på en bensinstasjon,', ' servitør pa en av restaurantene i Oslo', ' dørvakt i Bergen. - Jeg har lært hva vi', ' servitør og bar tender på diverse pu', ' kokk i New York.']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' en berømt roc kestjerne, som', ' fot ballspiller, og å leve godt i en', ' stjerne. Nå gjør han det seiv, og', ' en slik kvinne som vet og ser alt som foregår', ' fotograf, og det er en spennende tanke å ta']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' lærer når bamsen hadde lært å snakke,', ' sosialmi nister.\nIKKE LESE M', ' ren holdekspert for å se hva som trenger', ' sekretær i den lokale idrettsklubben for å spe', ' kokk på sykehjem! Her var alt perfekt.']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' journalist.\nmed sin egen sønn, som har fått', ' husmor en del av sitt liv. Nå har de', ' gateselger og hatt et enkelt liv, mens', ' sykepleier i flere år, og har for eksempel ikke tjent', ' prostituerte, har de to døtre sammen. Hun']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' daglig leder ved restauranten. - Det var den tiden', ' fast vakt på sykehu set, mens jeg reiste', ' bestyrerinne.\n- Ja, de har jo fått i', ' sekretær i den nye bedriften. Hans kon takt med', ' rådgi ven I tillegg sitter to andre råd gi']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' jordmor på SiR.\n— Hun holdt på med', ' lærer.\n- Dette er en drøm jeg alltid har hatt', ' lærer på Tåsen, og at hun var en', ' flyvertinne, og hadde stor bil og stor', ' lærer. Han ble kjent med henne i ung dommen']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"[' kurtisane, men lar seg presse til ekteskap', ' filmstjerne. Hun synes det er et or', ' en annen. Kan han være en slags supermann', ' pilot. I rollene: Abi Morgan,', ' like berømt som henne, har det vært viktig å']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' renhol der. Hun har nemlig ikke peiling,', ' en helt, men hun hadde mer enn nok med', ' vakt mester der når hun i sin tid i det', ' lege i for eksempel et arabisk land!', ' kokk eller noe annet fint! Eller at alle']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' gatesanger. Det høres så morsomt og spennende ut.', ' hushjelp i 30 år. Det er blitt mer k', ' hjemmehjelp, mens han er pensjonert fis', ' profesjonell pokerspiller. Jeg har også sett henne på', ' lærer i 25 år, og hun forteller begeistret om']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' renholder ved skolen som vikar i fjor, og', ' bestyrerinne i 1920.\nKafé og pensjonat,', ' rektor på skolen hun arbeidet på. Der begynte hun i', ' vikar for en lengre periode ved Nordtun Helse', ' vikar i en halv stilling for en lærer som']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' hjelpeplei er og på den måten havnet på', ' lærer i en landsby langt sør på Filip pin', ' sykepleier ved et sykehus, men hun hadde også tid', ' modell og hadde blant an net vært nakenmodell.\n', ' guide i Tropicana i flere år, og']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' like flink til å spille fotball som hun er.', ' millionær. Når hun ikke er på TV er hun', ', er å bli «presidentfrue»', ' en superstjerne. I rollene: Hilary', '. Det er den drømmen Gud gir henne å gripe']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' prostituert!\nMen det var nettopp på den', ' fri sør eller noe lignende. - Jeg har ikke tatt', ' flyvert inne. Men siden det ikke var noe', ' ren holdsarbeider. - Jeg har jobbet i ren', ' en profesjonell bryllupsplanleg ger.\nI denne boka får']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 1, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 1}",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' hushjelp og kokk. Han vil også hjelpe henne', ' hushjelp i hjem met hos ekteparet i 30', ' hjelpepleier. Sønnen hennes job ber også i', ' omreisende sigøynerartist.\n', ' assistent for frisør i en salong. -']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' organist i Ringsaker kirke da den ble', ' postmester på Lillestrøm i 1936, var bruden', ' barkeeper på Theatercafeen. Nå', ' butikkas sistent i butikken og giftet seg. Etter', ' besty rerinne og husjomfru på D']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' nattevakt på et hotell i en by på', ' servitør.\n- I tillegg jobber vi i en', ' frivillig i en barnehage. En av oppgåvene var', ' au pair - på den norske ambas saden', ' flyvertinne i luft selskapet. De siste 11']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[', og de fleste menn i dag vil heller se', ' noe annet enn en brud i egen by.\nde', ' mor og far drømmer om å bli en lykkelig familie', ' et helt nytt menneske.', ', mens hennes egen forlover står utenfor døren for']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 1, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 1}",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' en helt for å klare å betale regningene når', ' journalist for å få være mer hjemme. Han er ikke', ' lærer. Kanskje det blir en egen stilling der hun', ' lærer resten av livet, men at hans interesser innen fotografer', ' hjelpepleier.\n- På den tiden visste de ikke særlig']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' frilansskuespiller i Oslo de siste 15 årene', ' prostituert. Det er ikke kjent om hun be', ' sjåførlærer i USA.\n- Det koster penger å spille', ' «læregutt» i et av byens', ' kelner eller hovmester. Det er klart']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' daglig leder på utestedet Ti-PAC i', ' dag lig leder for Trondelagsregionen,', ' en prosjektle der i NTE i 2013. Han', ' direktør ved Den Norske Opera. I den situ as', ' ny landslags sjef i langrenn.\nJarle Pedersen']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' servitør, nå ser hun seg ferdig med arbeidslivet', ' stripper og levde av å kle av seg på', ' frivillig på Helsesenteret. Nå er hun der', ' journalist så han at det var mangel på nyheter fra', ' guide i Jotunheimen, og hver sommer']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' politi.\nNAMSOS: Namsoskvinn', ' brannmann. Han elsker å slukke ild med', ' topp modell. Han blir med på audition og', ' fotballproff i England, men når man har et', ' fotball proff.']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' de gjør. Isteden får kvin ner bare en', ' de var menn. Dette var bare en unnskyldning. Det', ' healere eller klarsynte - fordi', ' frisører, men ikke bare frisører, men', ' leger. Da hadde det vært bedre med den nye']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' prostituerte. En undersøkelse gjennomført av Universi', ' ufaglærte hushjelper. Disse arbeiderne', ' hushjelper hos overklassen. Når Nan', ' kokker, servitører, hushjelper, vaske', ' hushjelper i et rikmannshjem.']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' rengjørings hjelp, men har seinere tatt fag brev', ' de best skikkede i bransjen.', ' kon servatorer. I 1894 ble for eksempel', ' rengjørings assistent med lav lønn. Et par år', ' ledere. Dette skulle senere bli en av de mest']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' dagarbeidere - det vil si at de arbeidet for', ' hus hjelp fra de var barn, i en hverdag hvor', ' prostituerte, var så nedverdigende Øog uten', ' fabrikkarbeidere. Nå står arbeidspresset som', ' skøytebane- og rallysjåfør']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' gift med en prinsesse! Tiril E', '.\n■ Kinesiske kvinner drøm mer mer enn', ' lege eller jurist, og den eldre generasjon om en', ' kvitt er en mann med mye penger. Det har de', ' sykepleiere, og de er villige vil å ofre']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' prostituerte, så det endte med sex med min', ' leger, advokater, ingeniører, politi, politif', ' assistenter og kok ker.\nI en alder av 17', ' journalister på heltid, men det vil de ikke.\nD', ' sykepleiere i sitt egethjemland. Men vi']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' avisbud. Noen er husmød re og', ' prostituerte. Men påkjenningene kom likevel', ' servitører på den berømte restauranten.\n«Dere', ' barpiker, som prostituerte, som prostituer', ' prostituerte og i bordell og de har']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' dagmammaer, ble det ikke skrevet noen arbeid', ' servitø rer, og ikke som servit', ' sykeplei ere i de fem kommunene i Indre Østfold', ' kon taktlærere ved henholdsvis Vål renga', ' ledere og trenere i idrettslagene.\nDe vil']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' hushjelp for noen rike menn i Paris, de var', ' modell.\nvære i studio hvor hun skulle få en', ' frisører, og alle så på de to jentene', ' hushjelp for rike amerikanske turister. Som takk blir', ' smeder på Damsgaard herrebakeri']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' frisører eller kosmetologer. Jeg tror mange er', '.', ' skuespillere, men da må de til Oslo eller', ' skuespiller. FOTO:\n- Det blir sikkert gøy,', ' like god som. Nå er det bare å fortsette']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' sykepleier på heltid og hjelpe med husarbeid, matlag', ' andre kvinner og ikke oppføre seg som et sex', ' de gjør ute i naturen enn de gjør i dag,', ' har fått barn.\nbarnehage og heller benytte seg', ' er godt motivert. Kanskje vi kvinner også burde være']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' hushjelper før de i det hele tatt begynte', ' lærere og helsepersonell. De kommer fra ulike steder', ' hushjelper.', ' husmødre eller med ulike typer av for', ' ufaglært arbeidskraft i hjemlandet, kan de']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' natteravner. Og som seg hør og bør', ' syersker i fabrikken: «Absol', ' lærere på skolen. I disse årene fikk skolen et mer', ' sekretær i Norsk Kjemisk Industriarbeiderforbund i 1930', ' vikarer, og at de nå har fast stilling']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' hushjelp da de kom til USA for nesten hundre', ' hjelpepleiere ved sy kehjemmet.\nsykeple', ' stuejener og hushjelp. Noen var også bar', ' hushjelper i Pakistan før de kom til', ' kokker. Maten var god, men de fikk for']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' mor og bestemor.\nDet var et skår i', ' frisør - som sin mor. Det kan fort', ' med i et kor, der er det også mange', ' med barn i denne perioden. Men i de tilfel', ' med på den internasjonale kvinnekonferansen som FNs kvinnekonferanse']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' au pair er i Paris i noen uker.\nav', ' sykepleiere i stedet for å gå hjemme i et', ' nis ser, sier hun med glimt i øy', ' kok ker, men det var ikke så van sk', ' hjelpepleiere. Det mener ikke Nav. De']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' syere i hjemlandets mange fabrikker.', ' gartnere i flere land. Nå dyrker de', ' prostituerte. En av dem er til alt over', ' prostituerte, skriver Aftenposten. Døtr', ' fotomodellen Mens de bodde i Sør Afrika']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' hjelpe pleiere.\nBarnevernet i Eidsvoll komm', ' «hushjelper». De to yngste døtr', ' hushjelp i de fine familiene, har de', ' stuepiker og hushjelp på prestegården.', ' hus hjelp, fortsatte de å gå i sin far og']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 1, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 1}",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' barnearbeidere i Niger da hun fikk brystkreft', ' lærervikarer og renholdere.\n■ I', ' lærer ved Nøkleby barneskole i Fredri', ' kok ker. I januar var den nye fa bri', ' hushjelper i en velstående familie, men uten']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"['. Hun tar dem med i de mørkeste kro', ' veterinærer. - De har ikke akkurat de samme interess', ' like gode skyttere som pappaen. Men det', ' som henne. - Hva er det med mamma du er', ' musikere.\n«Music is an art of']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' skue spillere, og fikk et rush etter', ' leger, sier Kine Berg. Nå drømmer hun', ' modell.', ' hel tidshjelpere, men at det først bør', ' lærere! Det kan det være mye sannhet i,']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,søstrene,plural,female,occupation,"[' sykepleiere og småbarnsmødre ved siden', ' tjenere eller kokker i forskjellige hus holdninger.', ' kikkere.\nI tillegg skal de ha tjent penger', ' tjenere for en rekke ulike familier. De har', ' en slags syersker i sine hjem. De laget']","{'rci': 0, 'ddp': 0, 'asf': 0, 'asm': 0, 'an': 0, 'qas': 0, 'or': 0, 'pr': 0, 'is': 0, 'om': 0, 'ps': 0, 're': 0, 'cds': 0, 'pa': 0, 'ddf': 0, 'svp': 0, 'dmc': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
