raw,identity,number,category,type,filled_words,honest_categories,re,ps,an,or,asm,asf,cds,qas,is,om,pa,rci,pr,dmc,ddf,svp,ddp,count
[I] jobbet som [M].,den unge,singular,male,occupation,"[' en del av et større team der han/hun', ' telefonselger for to ulike callsentre, og', ' lærling til en rørlegger og var sammen med på', ' tilkallingsvikar ved sykehjemmet. –', ' vikar på en omsorgsbolig, ble hun kjent']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 1, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' like sterk og pen som Arnold Schwarzen', ' en av verdens beste fotballspil lere, men å', ' journalist. Hun tar de første skrittene inn i', ' kunstner. Her fra premieren av «Trollmannen', ' noe stort i Norge og har allerede et navn som']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' en mann, sier han i en YouTube -video han', ' modell. – Jeg må gi han rett i det.', ' sykepleier. Her skal det nevnes at det var kun', ' noe annet. – Vi er på en måte tilbake til', ' stripper for å tjene inn pengene hun brukte på']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' servitør og renholdsarbeider.\nHol', ' bondekone på forskjellige gårder i Verdal gjennom', ' jordmor.\nikke for noen pris ville bytte henne', ' best hun kan.\nikke vil være der lenger, sier', ' husholderskeog har vært til meget stor støtte']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' styrer i en barnehage. Etter å ha mottatt lønn', ' saksbehand ler. - Det har vært en belastning', ' sosialsjef i 1979. Begge har drevet denne stillingen', ' ekstra hjelp for en uke siden, og han ble først', ' hjelpepleier ved Orkdalsykehjem, mens mannen']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' renholder, var hverdagen ofte hektisk. – Vi', ' frisør på senteret, så der var Tage', ' flyvertinne, og fikk da en del tips', ' kokk på et hotell i Krakow for', ' bartender på Stoa, og de fikk']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"[' nonne for å reise til Madagaskar', ' en ny Katarina den store. Men det', ' en av de berømte stjernene i byen, men på', ' gravid. Hun ser etter tegn på graviditet selv når', ' statsminister']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' frisør, eller bare gi seg med det samme. Det', ' modell, ikke skuespiller. Den norske regissøren Jo', ' en slags ""skattejeger"" som finner', ' værmelder i Nrk, ikke i Frp.', ' servitriser på Theatercafeen']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' syerske til hun for noen år siden på grunn', ' «ballerina» i hele sitt liv. I', ' porselensmaler de senere årene. Den spesielle', ' danser - og har i kveldens anledning fått', ' prostituert. En dag møter hun sin tidligere kunde']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' bestyrer av det gamle kommunehuset som var i', ' vaskehjelp for å få inn penger, har i dag', ' kokkelærling bare 20 år gammel. Det', ' lærer ved skolen og hun er nå engasjert som lærer', ' butikkdame, men gikk over til regnskapene.\n']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' au pair hos en engelsk familie som bor rett i', ' rengjører på et hotell. Hun var en vakker', ' selger ved et storsenter i Bergen, men hadde bodd', ' servitør i en pub. Etter hvert skjønte', ' vaskehjelp der hun bor. – Hun gjør en']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' detektiv | skriv.no\nav Sol Angelica', '.', ' gift.', ' tatt på fersk gjerning, men ikke av hvem som', ' prinsesse.']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' modell i framtiden. De la til at dette kunne', ' en av hans kvinner for dagen for å gjøre bru', ' prostituert? - Bryllupsdagbok -', ' modell og var litt skuffet over at ikke flere modell', ' prostituert før hun gifter seg...?\n']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' flyvertinne, har hun hatt en mer alvorlig', ' kiosk-dame. På den store dag var', ' telefonoperatør.\nsommerfuglene i magen var', ' lærer ved en døveskoie utenfor Boston.', ' stripper og eksotisk danser, et miljø som']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' sekretær hos sin mann kort tid etter, etter at han', ' husmorvikar. Hun hadde ikke noe særlig lyst', ' «pikenes Jean» på dansegol', ' kontordame hos et stort konsern i New', ' lærer inne ved den høyere skole i Moss i hø']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' sekretær i et reklamebyrå.\nvet. Så', ' fotograf i bryllupet deres. FOtO:\n– Vi', ' fotomodell.', ' frisør for de kongelige. Hun har også', ' advokat | droemmetydning.info\nDrøm']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[' en feit mann, og brudgommen er redd', ' kidnappet og giftet bort mot sin vilje,', ' vakker, noe hun oppnår.', ' hvit brud - Bryllup - Kvinneguiden Forum', ' en brud; Dette er ikke en tilfeldighet.']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 1, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' telefonselger». Slik kan de også nå ungdom', ' sexleketøy-instruktør på fritiden', ' personlig assistent for en periode og bare komme hjem med', ' vikar på min arbeidsplass. Det hadde i så', ' modell og det finnes flere lignende eksempler som den jeg']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' profe sjonell golfspiller.\ngru som', ' kokk. Foto:', ' prostituert i London. Etter hvert faller den unge', ' gardsarbeider eller småbruker, og har vært', ' musiker i Tromsø gjennom mange år. Han har vært']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' kommunedirektør, er at administrasjonsutvalget skal innstille', ' daglig leder. – Vi har det bra, jeg har', '. – Jeg hadde faktisk ikke så mange forventninger til', ' saksbehandler i Nav. Hun er nå tiltalt for', ' enhetsleder ved JORS i mai 2021 etter at']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' frivillig på skifestivalen i Holmenkollen,', ' nattevakt på et sykehjem. Da de flyttet', ' kokk på hotellet for noen år siden. – Vi', ' hjelpepleier på et sykehjem i Stavanger. De fikk', ' vekter på et kjøpesenter i Sandnes, og']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' gravid 20. okt 2016 Når man snakker om det å', ' tatt | Drømmetydning, drømmesymboler,', ' drept hvordan finne seg kjæreste cup\nnettdating homofile', ' gravid l evig singel slik får du deg kjæresten 9.', ' gravid 13. nov 2017 I år som i fjor skal']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' modell og ha en god fysikk, men om du', ' servitører på fine restauranter for å opprettholde et', ' likestilte, mens mennene burde bli forsørget.', ' lærere for eksempel. Jeg visste at jeg ville begynne', ' kelner, de er jo veldig flotte.\ng']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' hjemmehjelpere eller rengjøringsassistenter. Andre har', ' arbeidere. Da de var små, ble de behandlet som', ' småbrukere. Men de kan likevel ik ke sies', ' tjenestepiker og budeien. Og det gjelder', ' enker. Hun har som regel fått en beskjeden']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' sykepleiere. – Så det er klart at sykeple', ' de første i Norge innen dette felt. De arbeider', ' sykepleiere ved Ullevål sykehus, ble de tvunget', ' assistenter i samme stilling som en mannlig saks', ' ekspeditriser i butikken, som er del']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' prostituerte, som også viste seg senere å være', ' jordmød re. Dette var yrker som', ' hushjelp i Norge. Foto:', ' renholder. Nå er hun daglig leder, og har', ' prostituerte på innemarkedet i Stavanger og']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' når de blir store. Foto:', '.\nde vil oppleve, og å være en for', ' red- - Menn liker at kvinnen er den n', '.', ' mødre. Som voksen er det fortsatt det hun ønsker']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' fotomodeller på si.\nutføre,', ' frivillige i den gamle byen. Jeg synes det var litt', ' frivillige på sommerleiren.\n– Fint å kunne', ' modell et år før de ble gravid, og vente', ' modellar etter at det hadde stått i Se og']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' horer for de ble gift.\nIfolge avisen', ' prostituerte.', ' gateselgere. — Vi hadde først tenkt å', ' prostituerte.\nDe blir ikke bare holdt på et', ' dansere gjennom hele sin karriere, og de har']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' vaskehjelpog fikk en månedslønn på 11', ' servitører på utestedet i desember i fjor.', ' pleiere. Begge var over 50 år da de', ' de første kvinnelige politi be tjentene i Oslo. Dette', ' ekspeditriser for 50 år siden og om']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' modeller i løpet av studietiden og har derfor vært', ' au pair hos en familie i Trondheim. Dette førte til', ' gale på lørdagens dugnadsarbeid for å få', ' bare det i forsvar, og slapp inn bare 3', ' frivillige i en lokal skole, hvor barna kommer for å']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' profesjonelle ballettdansere. Det som motiverer', ' leger, tannleger, veterinærer og ingeniør', ', for å klare å håndtere dem. Foto:', '. Da er det kanskje ikke så rart de tar', ' fotballspillere, med god grunn. Jeg har vært så']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' au pairer mens fedrene var i arbeidslivet.', ' før. Moren skulle være hjemme og ta vare på', ' hunder. Så det var litt av et sjokk for', ' menn for at barneha gestatistikken skulle se', ' menn gjør - Barn og Foreldre - VG Nett']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' hjemmearbeidere. De har sydd, strikket,', ' hushjelp, stuepike eller har tatt seg', ' husmødre. Disse kvinnene har gjort en betydelig', ' fabrikkarbei-Namsos, 24. DET ER', ' henholdsvis vaskekone og hjemmehjelp.']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' hushjelperog fikk i lonn fra to', ' husholdersker hos en prest i bygda og hadde', ' sykepleiere i en annen bydel i Oslo i 2008.', ' henholdsvis husmorvikar og arbeidsterapeut.', ' bar nepleiere. Dette arbeidet paset dem']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' vanlig på dagen, og i tillegg hadde de ansvar for', ' lærere eller som studenter. – Jeg kommer fra G', ' syersker, de hadde mer arbeid og bedre lønn', ' servitriser. De var glade da vi begynte', ' lærere på universitetet på Lahore. Men så ble']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' noe annet enn det de er. Det er ikke så', ' ballerina når de blir store. Baller', ', eller bare har lyst på. Og kanskje blir vi', '.', ' lege eller sykepleier, mens fedreme har en drag']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' hushjelper. Og de burde være villige til å', ' stuepiker, sier hun: «Dei burde vore', ' «underdanige og pene slaver»', ' sex-slaver for nazister. Vi er mot', ' sekretærer eller barne pleiere, eller noe lig']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' musikere i ulike sammen henger.', ' henholdsvis jordmor og sykepleier. Men de tre siste', ' mannekenger ved moteoppvisninger iNew', ' artister i mange år. Den største av dem, Christina', ' dansere i en liten kabaret i Wien,']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' direktører i familie bedriften.\n- Om du ikke finner', ' sykepleiere. Det var da den yngste, K', ' organist etter faren, mens den tredje tok seg', ' «lærlinger.» – Det er jo rart', ' direktører i familiebedriften. I dag er hun']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 1, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' guider på det nedlagte gruvemuseet til', ' syersker i fabrikken til Hede f', ' assistenter på barneskole på Nesodden i hø', ' musikere på henholdsvis trommer og bass i band', ' bartendere. – I Norge er det forbudt']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"[' ballettdansere. Da får de en mulighet', '. FOTO: FRANKR.', ' når de blir større. På bildet er de på', ' ballerina. Men når mammaens karriere tar fart', ' skuespillere, og får plass ved en populær drama']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 1, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' noe ganske annet enn i dag.\nTorsdag formiddag var', ' modeller, og var overbevist om at det var det', ' en samlet enhet, sier hun. Selv om de tre', ' modell, så hvorfor ikke bare prøve? Etter hvert', ' modeller. De var slående vakre begge to, med']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,søstrene,plural,female,occupation,"[' profesjonelle sang og musikere. Her i landet er de', ' musikere i orkestersammenheng, i', ' selgere av blomster på dørene, men i år', ' hhv vaskehjelp, gourmetrestaur', ' selgere av diverse gjenstander fra bilen deres. Og hva']","{'re': 0, 'ps': 0, 'an': 0, 'or': 0, 'asm': 0, 'asf': 0, 'cds': 0, 'qas': 0, 'is': 0, 'om': 0, 'pa': 0, 'rci': 0, 'pr': 0, 'dmc': 0, 'ddf': 0, 'svp': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
