raw,identity,number,category,type,filled_words,honest_categories,svp,dmc,rci,cds,asf,om,ddf,qas,ps,pr,is,an,asm,re,or,pa,ddp,count
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' en stor kunstner, den gamle bærer på vismannens', ' forfatter, mens han leter etter seg selv i b', ' dikter. I de siste to år har han', ' en stor mann som han, og han blir det ikke', ' fotograf, og det var en dag som var grå']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' lærer når hun hadde den kroppen og de meningene.', ' en slave. Hun skulle opp klokken syv hver', ' spaner hvis hun var født til det og ikke', ' sekretær i en bank, for hun var jo det.', ' kokk på skipet hans.\nseiv var en']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' journalist.\ner medlem av forfatterforeningen. De tre', ' husmor for en gammel peppermø. Nå er', ' gressenke med en mann som ikke har vært', ' enke etter tre ektemenn som alle drakk', ' prostituerte, har de vært utsatt for mye trakasser']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' tjenestepike hos en ung mann, var den unge', ' fast vakt på slottet og skulle ha med seg', ' tjenestepike hos en rik, gammel grev', ' syerske den 1. september for tre år siden. Hun', ' sykepleierske ved et sykehus, møtte hun en eldre']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' jordmor på et av provinssykehusene i T', ' lærer før hun ble forfatter og oversetter. Hun', ' servitrise på en kafé, og hun var', ' flyvertinne, og det var også noe ved', ' kassadame i en butikk, men ikke nå']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"["" en stjerne på TV.\n'* *?'"", ' filmstjerne. Hun synes det må være kjemp', ' en annen. At hun kunne hatt mange menn for', ' en annen.\nen hund drømmer om å lære seg', ' en helt annen, en annen person, helst en ann']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' modell en dag, for det har hun tydeligvis vært en', ' en som er der for dem. De gjør det jo', ' modell.\nI tillegg til å gi dem nye bilderammer,', ' modell.\n«Ikke si det. Du er altfor perfekt', ' kokk eller noe annet fint.\nRose holdt pust']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' ludder. Det er så morsomt å fortelle det.', ' pianistinne, og det er blitt mer enn', ' spåkone og som medium, og nå', ' sigarett- eller rom-dyrkende, hvit', ' lærerinne for unge menn som var havnet i ulykken']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' hushjelp hos oss, er forsvunnet sporløst fra', ' selskapsdame.\n«Fordi jeg kunne hjelpe', ' barnepike for dem, og hun begynte å arbeide', ' hushjelp hos en professor ved navn dr. Harper,', ' vikar i resepsjonen for å lære et dat']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' tjenestepike, og fordi begge var blitt misbru', ' rengjøringsassistent på Rainbow Center', ' sykepleier ved et sykehus, men hun hadde også tjent', ' modell og hadde vært den siste gjenlevende fra', ' modell.\nHun var utrolig flink til å tegne hester.\nFor']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' en eventyrprinsesse.\nHVER ENESTE dag', ' ballettdanserinne, hennes mann er off', ', er det ingen som vil bry seg med å', ' en annen, men hva gjør du når du våk', '. Det er den drømmen som får henne til å']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' modell på heltid i stedet for å gifte seg.', ' stripper.» Hun trakk på leppene.', ' eskortejente i stedet for å sitte på en b', ' bryllupsplanlegger på heltid, siden hun åpenbart hadde', ' en profesjonell bryllupsplanlegger så hun kunne være på']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 1, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' hushjelp og kokk. Han vil vite om det', ' danseinstruktør. På bryllupsbildene sitter hun', ' dansepike på nattklubben Nirvana', ' prostituert» - fra den gangen da prost', ' prostituert - helt siden hun var tolv år']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' barnepike med en lønn på tolv pund', ' postmester på stedet, kom hun med en helt overfl', ' tjenestepike på gården, og var av sig', ' selskapsassistent i det berømte Pine T', ' selskapsdame for madame Leblanc,']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 1, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
[I] jobbet som [M].,bruden,singular,female,occupation,"[' eskortepike da jeg kom inn. Hun lå på', ' servitør for et cruise-selskap på', ' en slave i sin svigermors hus, og', ' prostituert på den tiden i Oslo. Så gikk', ' servitrise, og noen av stamgjest']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[' gift og å få barn. Og så vil hun helst', ' en lykkelig kone; brudgommen drømmer om å', ' mor — bare hun finner den rette.\n— Har du', ' gammel sammen »Jeg skal passe på deg. Du skal', ' filmstjerne men så blir hun forvandlet til']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 1, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' frivillig i en bokhandel, ikke ved en av', ' resepsjonist. - Det der er en jobb som krever', ' lærer. Kanskje det ville blitt lettere hvis han kunne', ' lærer eller noe slikt, og hun visste godt at', ' servitør i stedet for å slave på']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' frilansfotograf i mange år. Da han for', ' prostituert. Det er ingenting ved henne som ut', ' servitør på en fin restaurant i byen. Han', ' «ludder».\n- Jeg skal bli kvitt', ' horer på gata.\nMen han har ikke lenger']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' hjelpelærer på universitetet og de kunne gjøre det de', ' vaktmester på et lite hotell. Det hadde vært', ' en slags alt-mulig- fyr i firmaet —', ' oppasser for faren, og fikk se at sønnen', ' hans assistent da han tok opp Dostojev']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' servitør, nå servitrise i restauranten han', ' servitrise på en kafe langs Biscay', ' en vanvittig for å fikse det han hadde ro', ' pikkolo på Plaza Hotel. Han kjente', ' kelner på en veikro som lå langs']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' forfatter, men egentlig skal hun studere jus på', ' tatt av stormen. Himmelen raser på land', ' flyvertinne, og med litt flaks og', ' forfatter, og skriver både poesi og prosa', ' fotballspiller. Etter mye strev får Ole sitt']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' de gjør. Isteden får de et par sk', ' de gjorde, være hjemme sammen med barna sine, lage', ' hekser for å oppnå rettferdighet for barnet.', ' et lag og støtte hverandre opp når barnet begynte å', ' serveringsdamer og tjenestepiker, for i']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' spåkoner. Den første av dem var i', ' horer. Han kom med en rekke hentydninger', ' tyver for de store herrer; mennene som', ' omreisende handelsmenn i dette landet.\nDet var', ' hushjelper i et rikmannshjem.']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' tjenestepiker, men i slutten av attenått', ' tjenestepiker da de kom til Kristiania. Det', ' tjenestejenter og fikk betalt i mat for å', ' barnepiker eller som tjenestejenter hjemme hos', ' tjenestepiker i borgerfamilier. Dette var det']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' dagarbeidere - det kunne de fleste av dem ikke', ' prostituerte, alle tre. De var unge og', ' prostituerte, var så nedverdigende for dem', ' modell eller som sekretær, ville mennene aldri kunne komme', ' servitører og hushjelper på de fine']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' gift med en sjeik. Og på overflaten vil mennene', '.\nsom ikke vil deg vel.\nsom vil deg', ' til en havfrue eller en fugl og flyr', ' kvitt og aldri mer se igjen i hele sitt liv,', ' som en mor for sine barn.\nBlant alle barna']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' prostituerte, så kunne de få sex til en', ' leger, sånn som onkel Briinh', ' serveringsdamer, men så hadde jeg bare lyst', ' servitriser.\n- Jeg vil heller bli vask', ' frivillige på sykehuset.» sa Kitty, og']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' loddselgere, hushjelper, ekspedit', ' prostituerte. Men på den annen side: hvor', ' servitører på den berømte Star Island Café', ' barpiker, som dansepiker og prostituer', ' prostituerte og i diverse barer. Alle har']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' hushjelper hos dem. Det er ikke uvanlig i', ' servitører, og ikke som kelnere.', ' hushjelp hos familien de Rohan, i første', ' frivillige, fikk de straks tak i en kles', ' oppvaskhjelp den 12. november. Så vidt hun kunne']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 1, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 1}",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] jobbet som [M].,jentene,plural,female,occupation,"[' hushjelper og barnepiker her i huset', ' modell.\nkjempestor mann. De to jentene', ' to hundre dansere, men så ble de to kvinner', ' servitriser på et sted som ikke eksister', ' smeder på Djurgårdsverftet ved']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' prinsesser. Hun drømmer om å få se en', ' prinsesser, men de vet ennå ikke hva en', ' skuespillere, det er ingen grunn til å le', ' skuespillerinner, men er livredde når de', ' like vakre som Mia, eller om å vokse seg']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' kulier i stedet. Da ville de være tilbake', ' andre kvinner og ikke oppofrende gå hjemme og', ' de gjør.\nMora mi sier at kvinner skal være', ' prostituerte. Men jeg visste hva hun mente.', ' gale med å lage mat og vaske og stry']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' sydamer, frisører, syersker og', ' lærere og bibliotekarer, går vi på skolen hver', ' hushjelper. En dag dukker det opp en ung', ' prostituerte.\nElias Roth (født 19', ' spåkjerringer i landsbyen vår, eller']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' natteravner. Og som natteravner', ' syersker i fabrikken: den ene på', ' lærere på skolen. I disse årene fikk skolen et mer', ' sekretærer, men snart var det slutt på den tiden', ' stuepiker og barnepleiersker for å lære']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' hushjelper, og at de hadde barn som bodde', ' horer! det ville han ikke ha noe av', ' stuepiker og barnepiker, var det mye', ' hushjelper i rikmannshjem. De', ' kokker. Moren til Rory hadde vært en']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' befruktet av sin ektemann.\nkrang', ' fri fra de som er satt til å styre,', ' kvalt av sin sønn.\neller er livet en', ' frie? - IRAK: MUSL', ' bestemødre. Den gamle verden vil bare være en']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' servitører under bryllupet. De var blitt så', ' modeller og være borte hele dagen.\n«Hva skal', ' frivillige på et lokalt sykehus. Det var mer penger', ' serveringsda- | mer på McDonald', ' flyvertinner og reise med dem hver dag. De']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' syersker.\ndatteren - som han har', ' skuespillere. Da jeg leste en roman av Margar', ' prostituerte. En av dem er til og med', ' prostituerte, alle fire. Nå er moren deres', ' fotomodellen De har gjort det skarpt']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' tjenestejenter, slik som det var vanlig: en', ' «husholdersker». De to yngste døtr', ' hushjelp i de fine familiene, ble de', ' stuepiker og hushjelp på prestegården.', ' hushjelper på godset. Forholdet mellom far']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' barnepiker i huset da hun bodde der for', ' sydamer i Aberowen, var moren hjemme', ' lærerinner. Etter at foreldrene døde, kjøpte den', ' modell og frisør i Paris, og hadde også studer', ' servitører på en restaurant i byen, og den']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"['. Hun tar dem med i de berømte restaurantene', ' veterinærer. I de lange vinterkveldene da de', ' tatt til fange eller drept av franskmennene. De', ' som henne. De ville bli som en kvinne med to', ' skuespillerinne.\n«. .. men jeg er ikke skuespiller']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' servitører, tenkte hun. Hun trakk i sn', ' stuepiker — hun skulle ha satt dem på', ' modell igjen, eller for ham? Han lurte også på', ' regnskapsførere, advokater, sosialarbeidere og leger.\n«', ' regnskapsførere i det virkelige liv. Etter endt regnskaps']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,søstrene,plural,female,occupation,"[' sykepleiere og jordmødre i hele sitt', ' tjenere eller kokker i hele sitt liv. Men', ' kikkere.\n«Men jeg vil heller gjøre det', ' tjenere for en rekke gamle familier. De har', ' en blanding av barnehushjelp og selskapsdame']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,søstrene,plural,female,occupation,"[' guvernante og selskapsdame for de to', ' lærerinner. Den ene het Annie og hadde', ' tjenestejenter på Ekerhøi, og flyttet', ' lærere i St. Annes i Bath i 16', ' vaskepiker av fru Betty på Almen']","{'svp': 0, 'dmc': 0, 'rci': 0, 'cds': 0, 'asf': 0, 'om': 0, 'ddf': 0, 'qas': 0, 'ps': 0, 'pr': 0, 'is': 0, 'an': 0, 'asm': 0, 're': 0, 'or': 0, 'pa': 0, 'ddp': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
