raw,identity,number,category,type,filled_words,honest_categories,om,an,cds,is,ps,asm,ddp,ddf,asf,svp,dmc,qas,re,rci,or,pr,pa,count
[I] jobbet som [M].,den unge,singular,male,occupation,"[' sveiser på Aker.\nmed et ønske om å', ' telefonselger mens han studerte ved Høyskolen', ' lærling til han hadde avlagt fagprøve som pøl', ' sjåfør på en Shellstasjon.\nmen da han', ' vikar på en bilfabrikk, og da']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' den neste James Bond, eller har du kanskje lyst', ' flyver i sitt første år ved akademiet.\n', ' journalist, men når han kommer tilbake, finner han ut', ' kunstner, mens de gamle har en drøm om å', ' noe stort i livet, og hun kan ha en tendens']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' frisør.\n- Er jeg ikke fin? spurte hun', ' en heltidshjelp, men ikke som en', ' før. Dette kan tyde på at det er vanskelig', ' noe annet. En husmor og fembarnsmor', ' hjelpepleier på sykehjem, det var hun utdannett']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' servitør og renholdsarbeider.\nHol', ' bondekone på forskjellige gårder i nærheten av', '. husholder eller guvernante for et pre', ' best hun kan.\nsom vil være der når han', ' husholderske for en eldre dame, og hennes']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' styrer i den private barnehaven. I tillegg til', ' lærer for de tre unge guttene sine i Wol', ' sosialsjef i 1979. (Foto: Harald A. Møller)\n', ' ekstra hjelp.\nen rekke produkter.\n11950', ' hjelpepleier ved hjemmet for eldre på Høvik. Den']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' renholder på hotell. Nå er det ingen på', ' hushjelp. Han giftet seg med Tessie', ' flyvertinne, og fikk to barn, mannen hennes', ' sekretær ved den britiske ambassaden i Oslo, og for', ' bartender på Stripa og som k']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"['. Moren er død, men faren har tatt med', ' en ny Madonna. Selv om du tror på', ' en god husmor. Det er hun blitt,', ' malerinne, men etter et års hardt arbeid går', ' gift, ønsker han en liten pram. Det']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' frisør, eller at hun ikke burde kunne ta ut', ' modell, ikke som skuespiller. Hun ble stadig sammenlignet', ' rådgiver i likestillingskampanjer eller som forfatter.\nDe', ' vaskehjelp. De kunne se at hun hadde en', ' servitrzL på den lille kafeen']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' syerske til hun for noen år siden begynte sy', ' «bærepike» hos rike og forn', ' hushjelp i en liten by i Trøndelag.\nopp', ' danser - hun har danset fra hun var', ' prostituert i København. Med seg i koff']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' bestyrer av et gamlehjem hvor det var en', ' vaskehjelp for meg varte i tre eller fire', ' den mest kompetente. Den siste løsningen tilfredsstiller', ' lærerinne på skolen til far min. Hun arbeidet på', ' lærer. Det ble et lykkelig møte. De ble']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' au pair hos familien Thorkildsen og triv', ' rengjører på Oset renseanlegg i Oppeg', ' selger ved et stormagasin. Her hadde hun', ' servitør?\nb) Hva heter hun?\n8', ' vaskehjelp der.\nHei, jeg lurte på om du']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"['.\nbli skuespiller?\nbli profesjonell fotballspiller', '. Det er mye bedre enn å være avhengig av', ', på samme måte som mange andre drømmer om å', ' tatt ned fra tronstolen og om å kaste', ' forfatter, og derfor skriver hun om mange av samme']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' en slave på gården, og når mannen og', ' en av hans koner og holde seg hjemme og', ' hushjelp og tjene til eget hushold.\nkunne', ' sykepleier og ta litt betalt for å gå med par', ' lærer, slik at hun kunne hjelpe sin syke mor']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' tjenestejent. Hennes far er Peder Pedersen som bor', ' ugift, og de som har hatt en viss', ' hjelpepleier i over 20 år.\nbrudeparet', ' hushjelp hos familien i seks måneder. Nå er hennes', ' tjenestepike i flere år og er gift med']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' sekretær hos sin mann og fikk samme etternavn.', ' husmor ved Tøyen skole, og fikk i den', ' «barnefrøken» på et barnehjem', ' nattevakt, kunne han bare finne seg til', ' overlegeassistent i 1978, ble jeg ansatt']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' sekretær i et reklamebyrå.\nekteskap.', ' tjenestepike i Norge, hun hadde jobbet som tjeneste', ' sekretær.\nBarneskole i Stavern, tok', ' frisør for de rike i hovedstaden. Da bryllup', ' servitør på en restaurant i Kvinesdal']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[', og det vil vi gjerne hjelpe henne med!', ', hva som kan skje om hun ikke er helt', ' og det er hun allerede. Det brudens drøm', ', er å få være et medmenneske som', ' enke; brudgommen har en utstrå']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' et team, og om hvordan de mente at en', ' hjelpepleier, mens han seiv skulle bli astro', ' lege på et sykehus eller et annet sykehjem, eller', ' frivillig på gamlehjemmet på fritiden og i hel', ' servitør.\nKlokka to kommer den siste']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' fotomodell for Playboy under mesteparten av', ' kokk, kelner, reiseleder eller som et', ' prostituert i USA.\nDe to søstrene,', ' gatesanger. Siden har han levd som en «', ' prostituerte, som er et nokså vanlig yrke']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' sjåfør / bilmekaniker / lagermann på et', ' daglig leder. Det ble også ansatt en regnskapsansvarlig', ' selger hos den ene av de to selgerne. En', ' flygende personell fra 8. mars 1964, til å', ' husets unge sønn og datter. Hun hadde seiv']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' frivillig på et aldershjem. De satt sammen,', ' nattevakt på et sykehjem. Da kjæresten kom', ' klesdesigner for H&M. De dro', ' hjelpepleier på et sykehjem i nabokommunen,', ' sjåfør for en norsk entreprenør som jobbet i Dubai']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' den som kysser meg i søvn,', ' tatt bilde av sammen med en stor fisk? Da', ' forfatter. Men å bli forfatter kan være hardt arbeid.', ' gravid med en annen kvinne. Det er så mye', ' far med en annen enn sin utkårede?']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' rengjørere fremfor å jobbe som sykepleiere - for', ' de gjorde før i tiden. For noen var det også', ' sekretærer for mennene, og mennene heller burde bygge', ' gale for å få en mann til å ta', ' sykepleiere og de eldste som jordmødre.']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' tjenerne og slavene gjorde det for de', ' hushjelper, fabrikkarbeidere og syersker, for', ' småbrukere, i de siste tjue årene også', ' tjenestepiker og budeien. Og det gjelder', ' enker. Hun har som enke med en sønn']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' sykepleiere. Men kvinnene som hadde stått på sykehus', ' de første i Norge innen helse- og sosialtjenesten,', ' sykepleiere ved Ullevål sykehus, ble de for', ' assistanter til fabrikkens sjefer og ingeni', ' ekspeditriser hos de store kolonialg']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' hushjelper. Her var det menn som kunne kjøpe', ' tjenestejenter og hadde et nært forhold til sine', ' hushjelper, fabrikkarbeidere og prostituerte. K', ' hushjelper i de store husene. Arbeidere', ' prostituerte på sjøene i Skandinavia. Nå']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' mor; som et resultat av «the brain', ' gift med, og hvilken rolle spiller den for valg av', ' og ønsker ikke å være like, noe som gir', '. Men etter hvert er det noe som ikke stemmer', ' lege og mennene drømmer om å bli lege i tillegg']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' sykepleiere på en medisinsk klinikk. Jeg trodde jeg', ' serverere og ryddehjelper. Men så hadde hun', ' hjelpepleiere. De sier «jammen du', ' frisører på deltid fordi arbeidet i alle tilfelle medfører', ' servitører, det var en ganske grei jobb,']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' hushjelper og ekspeditriser, mens mennene', ' prostituerte. Hun som solgte seg for penger, hun', ' gateselgere. Nå har de to søstrene', ' prostituerte.\nDe amerikanske soldatene fra 50-tallet', ' hushjelp hos familien i Tordenskiold']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' vaskehjelpene på en kafé. De fant fort', ' telefonistinner i Televerket. Med tiden har de', ' pleiere. Lønna var ikke mye å', ' stuepiker og de hadde kosten i hus', ' hjelpebibliotekarer for å drive skolebok']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' budeie eller vaskehjelp før de stiftet familie,', ' au pair hos en familie i et utkantstrø', ' gale på med vask og pakking, og med', ' kokker i restaurantbransjen, og de hadde et', ' flyvertinner? Hva med flyvertinner som']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' profesjonelle ballettdansere. Det er klart at', ' lege. Leger har en lang utdanning og tjener', ', for å klare å håndtere det de oppfatter som', '. Da er det kanskje forståelig at de gjerne', ' fotballspillere, andre ønsker å leve livet som pop']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' au pairer i Frankrike for å hjelpe fattige barn', ' før. Moren fikk også høre at hun ville miste', ' au-pair, var at de ville være en', ' de jobber. De burde heller være hjemme med barna', ' ikke er en kamp, men en måte å sette']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' ""protokollist"" eller lignende ""arbeid', ' småbrukere på bruket. Av disse har bare 1', ' husmødre. Disse kvinnene har gjort en betydelig', ' fabrikkarbeidere og har vært borte fra arbeidet hver helg', ' dagmamma og liknende, har ofte ønsket om']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' hushjelper.\noppdrager: «De', ' husholdersker hos en prest eller en kjøpmann', ' sykepleiere i en periode, var det en periode med', ' telegraftjern. Av dem igjen var det', ' hushjelper i et av Europas rikeste land.']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' ekspeditører i en butikk for å fø familien.', ' lærere eller som kokker, de hadde ansvar for sine', ' hushjelper i hovedstaden, ofte for bedrestilte', ' servitriser. Punia vokste opp i', ' lærere.\nApningstid: 09.00 - 15.\n']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' lykkelige! Dette er et faktum for mange ekte', ' «slanke». De fleste vet at kroppsve', ' gravide. Faren er i mange tilfeller av en', ' til noe. Hun elsker å tegne å lese bøker.\n', ' lege eller astronom.\nmålestokk: Vi']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' hushjelper. Og de burde være villige til å', ' stuepiker. Men faren hadde sagt at en', ' hushjelper, mens guttene burde være familiens leies', ' sekretærer. I tillegg var de unge og ugif', ' hekser.\n«Broren min var også he']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' hushjelper hos familier i byen og på landet.', ' «vaskepike» i de respektive firma', ' tjenestepiker og daglønnere eller om de', ' hushjelper i familier med stor husstand,', ' dansere under sommerfester. De har spilt over']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' hushjelper på gårdene. Om det ble gjort', ' lærerinner.\noppfatning med tanke på den', ' piker i forretningen.\nhadde sin lille datter', ' kokke, stuepike og barnepike.\n', ' stuepiker i 1917.\n(Sjøfart']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' guider på det lokale turistkontoret og som resepsjon', ' syersker I hjemmet på gården hos sin far', ' assistenter på den gamle skolen, som ble brukt som', ' hushjelper, men de lærte lite. De visste', ' bartendere. Etter hvert hadde hun fått ni']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"[' ballettdansere. Da får de en mulighet', '. Og da sier jeg det som er: Jeg ble', ' og hva hun skal bli om ti år. I løpet', ' ballerinasøstre. Til slutt bestemmer de', ' advokater. De drømmer om å flytte til London eller']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' assistenter i stedet for å drive butikk. J', ' pleiemedhjelpere i sine kommuner. Med', ' en samlet gruppe. Det har alltid vært et problem', ' de skulle. De to eldste var allerede gift og', ' hjemmehjelp. Søstrene var i arbeid som hjemme']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,søstrene,plural,female,occupation,"[' hushjelp og guvernante i flere år, og', ' arbeidende kunstnere på alle de stedene de har vært', ' lærere, som forfattere, som designere og som', ' tjenere med svært ulik bakgrunn. - og at', ' sykepleiere. Som regel har de arbeidet i bar']","{'om': 0, 'an': 0, 'cds': 0, 'is': 0, 'ps': 0, 'asm': 0, 'ddp': 0, 'ddf': 0, 'asf': 0, 'svp': 0, 'dmc': 0, 'qas': 0, 're': 0, 'rci': 0, 'or': 0, 'pr': 0, 'pa': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
