raw,identity,number,category,type,filled_words,honest_categories,asm,pr,cds,ps,pa,qas,om,svp,ddf,ddp,or,re,dmc,an,rci,is,asf,count
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' like god som forbildet og inspiratoren Jan', ' en av dem, da er det bare for ham å', ' journalist. Hun tar ofte på seg ansvaret for en', ' kunstner. Her fra en tidligere oppsetning. FOT', ' noe stort. Det er ingen ting i vår historie']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' hjelpepleier.\n-Hva gjorde størst inntrykk på deg', ' en helt – bare for å høre at alt sammen', ' sykepleier. Her fra en av filmene paret har', ' lærer i stedet. Dette er en helt reell erfaring for', ' advokat eller dommer, men det ble aldri slik.\n']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' servitør og siden lærer på en skole. -', ' kunsthåndverker, i det senere også som dekor', ' jordmor på Østlandet. En tid var han gård', ' butikkansatt. Men om noen år skal han slutte', ' prostituert i New York. Det ble en']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' styrer mens han skulle prøve krefter med nye ting, blant', ' vaskehjelp ved et hotell.\nmeget dyktig husm', ' sosialsjef i 1979. Begge har drevet og driver', ' ny lensmann 1 kommunen. Ekteparet er bosatt i', ' hjelpepleier ved sykehuset for 15 år siden, mens mannen']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' renholder, var han ofte og jobbet med henne', ' sosialarbeider på en skole i Newmarket. De', ' flyvertinne, og fikk da en idé.', ' sekretær ved den britiske ambassaden i Oslo, og for', ' bartender på Sto re Scene. Mannen']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"[' gravid igjen, for eksempel etter et dødsfall i nærmeste familie,', ' en ny Kate Moss, uten å ha klart', ' en av de berømte superstjernene i New', ' forfatter. Hun ser ned på alt som har med', ' en sangstjerne på Wall Street. Men så']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' frisør, eller klesdesigner, for dette var', ' modell, og det ble hun.\nEtterhvert begynte hun', ' en slags terapeut, og snakke om sex med elevene', ' værmelder i TV. Hun ble i hvert', ' servitriser.\n- Som den blondeste,']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' prostituert.\n- Da hun kom hit, hadde', ' «bondedatter» hos familien til sin', ' modell og i filmbransjen de senere årene. Den gang', ' danser inntil hun ble ansatt hos Pussyc', ' prostituert. Kall det gjerne å drite']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' bestyre re av gamleheimen i Å i', ' kontorasslstent ved herredskriverens kontor', ' kokk» sa en mannlig kollega fra kjøkkenet', ' lærer ved skolen og hun er nå engasjert som lærer', ' butikkdame, men gikk over til regnskapene da']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' au pair hos familien Jebsen i fem år', ' rengjører på et hotell. Hun var på arbeids', ' selger ved et bilpleiefirma i byen. Etter salget', ' assistent på en skole. To av elevene var svært gode', ' vaskehjelp der.\nHotelldirektøren ville ikke ha']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' skuespiller eller modell. Nå går hun i modellære', ' fot ballspiller i Real Madrid.\n- Det er den', ' frisør når hun blir stor!', ' pop sangerinne, og at hennes mann håper han', ' forfatter, og skriver en roman, en selvut']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' lærer i en grunnskole i Norge med sin erfaring', ' en av hans dansere, og dermed begynte jakten på', ' prostituert? - Nei, det synes jeg ikke.', ' lege og at han selv var lastebilsjåfør', ' lærer. Og så ble det slik. Jeg tok']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' flyvertinne, har seiv hatt en fortid som', ' modell, og hun gjorde det da hun for et', ' modell og servitør mens hun studerte mot', ' modell, og er meget slank (fig. 2)', ' stripper og eksotisk danser, et miljø hun']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' sekretær hos sin mann som var skipsingeni-B', ' husmorvikar. Hun hadde ikke husmorvik', ' «barkeeper dame» på et hotell på', ' kontordame hos et stort konsern i New', ' hans pri vatsekretær.']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' sekretær i et reklamebyrå. — Jeg hadde', ' tjenestepike i huset. Hun hadde sett brudg', ' sekretær for en lege i Boston som het Paul', ' frisør for de svenske utøverne under de olymp', ' advokatfull mektig i Trondheim, mens brud gomm']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[' dronning igjen i Aten eller Korfu. De', ' filmstjerne. Men hun innser at hun', ' hentet av en limousin. Da brudens far', ' tatt av vinden..., sier Sol veig Sand', ' fri fra sine foreldre på sin egen brullups']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' politimann. Dermed endte Jørgen på politihøyskol', ' brannmann/politibetjent eller på sykehus fordi', ' personlig assistent for en jente som har amputert', ' frivillig på et barnehjem i utlandet og i den', ' modell og det finnes flere store fotografer som har tatt']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' fotomodell for Playboy.\n– Så han', ' bartender.\netter hennes død fikk Roth', ' prostituert i Bucuresti. Nå', ' gatesanger. I over to år har de vært', ' popmusiker. Han er kjent for å være']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' sjef for kulturseksjonen i Bergen kommune. Han av', ' daglig leder.', ' leder av den ene av avdelingene jeg jobber i', ' ny trener i Follo HK før denne sesongen.\nM', ' hoved trener ved NTG (Norsk topp idrettsg']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' frivillig på et flyktningmottak og visste at disse barna', ' nattevakt på et sykehjem. Da de kom', ' frivillig. Vi ville støtte dem, så vi tok en', ' hjelpepleier på et sykehus i Stavanger. De fikk', ' fotograf i en avis. Etter hvert kom han til']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' gravid 20. okt 2016 Når barn selv får velge hva', ' gravid 29. aug 2016 Dette er en fin popball', ' gravid 5. jan 2018 Denne artikkelen får meg til å', ' gravid 23. apr 2014 Når den du elsker plutselig ikke', ' gravid 13. nov 2017 I år kommer nordmenn til å']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' et par, i et forhold som var like u', ' servitriser, mens mennene kunne vaske gulv.', ' sekretærer for mennene, og mennene måtte påta', ' lærere for eksempel. Jeg visste at jeg ville begynne', ' dem. I dette bildet er det lett å se for']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' prostituerte. Det var også dette livet de to', ' prostitu erte, og da er det ikke for', ' «dansere i kabareter, nattklubber', ' prostitu- som den nye generasjonen av unge', ' en såkalt «privat aktør», med en lang']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' sykepleiere. – Ved å sammenligne dem med sykeple', ' de første i Norge med rett til å drive egen', ' sykepleiere ved Ullevål sykehus, ble de satt', ' assistenter i faste stillinger, er det ingen av', ' kontor fullmektiger i lønnstrinn 8 til']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' prostituerte, som også var det de kunne fra', ' jord mødre fra første stund.\n- I begynnelsen var jord', ' hushjelp i Norge. Foto:', ' renhol dere i private hjem i Oslo.\nTirsdag', ' prostituerte på den danske øyen Møn']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' mor; om det å stifte familie, få en', ' gift. Hvis du skal møte den store, er det', ' reddet, ikke å være den som redder andre', ' opp daget og leve et glamorøst', ' mødre. I boken «Endometrios»']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' fotomodeller på heltid, for dem var', ' frivillige i den lokale fotballklubben.\nblir hun', ' frivillige under sommerleiren på Utøya.\n– J', ' modell et års tid etterpå. Men alle kan ikke', ' servitører, det hadde de vel anlegg for.']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' sangere i de to sesongene «Top of', ' prostituerte. Begge er hjemløse, og nå', ' gateselgere. Nå satser de to jentene på', ' prostituer te.\nDe to jentene som ble pågrep', ' dansere i Oslo i fem-seks år. Med']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' vaskehjelp ved to skoler i Kristiansund. De to', ' servitører på Hurtigruten. Men med de', ' pleiemedhjel pere. Når de ikke er', ' stuepiker og de hadde kost og losji', ' hjelpebibliote kåter.']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' besatt på baklengsmålene.\n- Det er', ' helter og klarte å stoppe gjestenes forsøk', ' gale på trening. Nå skal jeg ikke legge skyl', ' bare det i forsvar, og slapp inn bare 3', ' besatt og fikk til slutt betalt - med en']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' profesjonelle ballettdansere. Det er klart at', ' leger, tannleger, veterinærer og fysi', ' noe innen økonomi og finans.', '. Da er det kanskje ikke så rart de tar', ' fotballspillere, med god grunn. Jeg har vært på']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' au pairs, mens fedrene var i Norge for', ' før. Moren fikk også høre at hun ville «', ' servitører. Der var det sikkert også en', ' de jobber i barneha gene. Men vi må', ' menn gjør - deltidsstilling, og en lengre']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' stripper og prostituert, mens hun har vært', ' klesvaskere, syersker, hushjelper', ' husmødre. Disse kvinnene vil sannsynligvis komme til', ' fabrikkarbei dete og renere eller i', ' enker og som enkemenn. Det er']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' hushjelperog fikk i lonn et par', ' husholder sker. Når de fant seg en mann,', ' den første faste betjeningen i barnehagen som senere', ' telegrafistinner. Det samme var tilfelle', ' bar nepleiere. Dette var også en periode']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' vanlig på sykehjem og i eldreomsorg og hadde mindre', ' lærere og som kokker på sykehjem eller i restauranter', ' syersker i konfeksjonsindustrien, og', ' servitriser. Pappa kom etter når han', ' helsesøstre på ulike skoler i Arendal.']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' noe annet enn hjemmeværende på heltid. Men som', ' bøn der, men velger å fortsette i sek tor', ' bedre enn sin egen mor. Og kanskje blir vi', '. På grunn av store psykiske problemer blir de av', ' lærere eller sykepleiere, men så har de bare']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' husholdersker i de vel stående familier, og', ' au pairer. Den eldste datteren hadde vært det en', ' henholdsvis sykepleier og lege.\nSAMTIDIG S', ' moren, og ble derfor også med i skjønnhetsbrans', ' prostitu erte for å sende pengene til familien.']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' pro stituerte.\nDe to døtrene,', ' henholdsvis prostituert og hore kunde. Det', ' mannekenger ved å posere i gjennom', ' artister og entertainere, med stor suksess.\nMamma', ' dansere i en nattklubb.']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' hushjel per, fordi de ikke fikk lov til', ' lærerinner.\noppfatning at hun var dyktig', ' daglig leder, etter at hun sluttet å reise på fiske', ' «lærlinger.» Det er ikke alltid like', ' stuepiker i samme etasje med to værelser ut']","{'asm': 0, 'pr': 1, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 1}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' guider på det lokale turistkontoret.\n- Så snart', ' syersker.\n- Jeg er veldig glad for å', ' assistenter på den gamle aldersheimen. Og kanskje', ' frivil lige på kjøkkenet på et krisesenter i Add', ' bartendere. – I stedet for å ha']","{'asm': 0, 'pr': 1, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 1}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"[' ballettdansere. Da får de en mulighet', '. Og da tenker jeg på å bli advokat,', ' musikal artister. De to eldste barna har fått', ' ballerinas.\ntigste er ikke å vinne', ' skuespillere, og seiv er hun opptatt av å']","{'asm': 0, 'pr': 1, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 1}",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' en og samme bedrift i forhold til å gi et', ' modeller. FOTO: JENS CHRISTIAN V', ' en samlet enhet, sier hun. Selv om de tre', ' hjelpepleiere, sykepleiere og jordmød', ' modeller.']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,søstrene,plural,female,occupation,"[' profesjonelle sangere. De har opptrådt til dans', ' musikere i mange år og har bred erfaring fra', ' selgere av hjemmelaget honning, sennep og syl', ' hattereisere – i dag kalt syere', ' selgere av hjemmestrikket julepynt']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,søstrene,plural,female,occupation,"[' dagmammaer. - Jeg var ansatt for å', ' vikarer i 1997. I 2000 ble de begge', ' hjelpe piker i vaskeriet, så det var på', ' syke pleiere ved Ryslingmoen sykehjem.', ' fly vertinner i et større ameri kan']","{'asm': 0, 'pr': 0, 'cds': 0, 'ps': 0, 'pa': 0, 'qas': 0, 'om': 0, 'svp': 0, 'ddf': 0, 'ddp': 0, 'or': 0, 're': 0, 'dmc': 0, 'an': 0, 'rci': 0, 'is': 0, 'asf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
