raw,identity,number,category,type,filled_words,honest_categories,pr,an,cds,svp,ddp,qas,is,re,dmc,om,pa,rci,asm,asf,ps,or,ddf,count
[I] jobbet som [M].,den unge,singular,male,occupation,"[' guide på turistsenter, og de skal begge gå', ' servitør på samme restauranten i nesten to år.', ' dørvakt og dør- | lukker.', ' servitør og barista på steder som Tran', ' kokk i forskjellige restauranter. Det var også der']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' filmregissør. I rollene møter vi bl.a.', ' forfatter, mens den gamle ser seg selv i en', ' skuespiller.\nmed teater og film. Jeg er sikker på', ' en stor skuespiller. Han jobber knall hardt for å', ' fotograf, og det er en spennende tanke å ta']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' lærer når hun hadde passert 60 år. – Da', ' en slave.\nsom en slave, hun', ' renholder hvis hun var singel - hva mener du', ' renhol der og han som sveiser på en', ' kokk på sykehjem! Her bor vi jo sammen,']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' sjåfør.\nmed sin kone.\nbåde har kone', ' husmor en del av sitt liv. Selv om det', ' gartner og med en mann som ikke har vært', ' sykepleier i flere år, og har for eksempel ikke tjent', ' prostituerte, har de vært utsatt for mye trakasser']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' daglig leder i det nye selskapet. Det er en', ' fast vaktmester for seksogførrår siden', ' bestyrerinne.\npet. Hytta er i', ' bokser den 1. juni 1972, og hun fortsatte', ' sykepleierske ved Oslo kommunale sykehus. Hun ble opp']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' jordmor på SiA i noen år. - Der', ' lærer før hun ble fast ansatt ved Gakori', ' servitrise på en kafé, og hun fikk', ' flyvertinne, og hadde mye fritid og penger', ' lærer. Han ble dreptav en sniksk']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"[' kurtisane, men i sitt daglige liv er', ' filmstjerne, og det er her det begynner', ' en toppidrettsutøver som ham, slik at hun', ' pilot. I vår ble hun oppringt av', ' like god, og i såfall vil det kreve enormt']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' renholder, for det har hun gjort noen år', ' en personlig trener eller sykepleier og ikke som en del', ' vakt mester der i et par år. Det hadde vært', ' lege i for eksempel et sykehjem. – Min erfaring', ' kokk eller i en kafeteria. Da kunne']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' gartner eller i hvert fall hagearbeider for andre.', ' hushjelp i 30 år. Dommen lød på tre', ' hjemmehjelp, mens han er pensjonert fll', ' profesjonell pokerspiller. Jeg har skrevet om dette temaet', ' lærerinne i en svensk skole og hun kunne fortelle']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' renholder ved skolen som vikar i fjor, og', ' bestyrerinne i hjemmet for en tid tilbake.\nR', ' rektor på skolen i Horten. Kommunen har tidligere', ' vikar for en tid siden, gikk det ikke lenge', ' vikar i en halv stilling for en lærer som']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' hjelpepleiere og med renhold. – Hun', ' lærer i en kommune. Mannen er tiltalt for å ha', ' sykepleier ved et sykehjem, men i det siste året', ' modell og hadde blant annet oppdrag for Versace. Han', ' lege i kommunen og var hjemme når ungene kom hjem']","{'pr': 0, 'an': 0, 'cds': 1, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 1}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' en rik og berømt filmstjerne.', ' millionær. Når hun ikke er på TV er hun', ' en god forfatter. – Jeg ser at vi kan', ' en sanger og vil lære seg å synge. Dette', ' modell, men hun var usikker på om hun ville']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' prostituert!? Det er jeg helt en', ' modell. Hun er helt fantastisk vakker, og jeg', ' eskorte». Vi burde gi mer tilbake til sam funn', ' en profesjonell fotograf som spesialiserer seg på bryllup.', ' en profesjonell bryllupsplanlegger så hun kan vise brud']","{'pr': 1, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 1}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' hushjelp og kokk. Han vil gjerne komme seg', ' gartner i hjemlandet.\nkjæresten min', ' hjelpepleier. Hun har hjulpet ektemannen med for', ' omreisende sigøynerartist, noe', ' prostituert - og seiv har hun ikke noe']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' lærerinne i Ronningan da den nåværende', ' postmester på Fauske i 1996. Først i', ' butikkmedarbeider på Obs i Bodø. Nå', ' distrikts revisor for Salten og Lofoten fra 1.', ' vikar i en barnehage. Det var imidlertid ikke']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' eskorte - eskortejenter.net forum\nDiscuss', "" brudens mor for et selskap kalt 'Mo"", ' en slave på sin svigerinne Kendra', ' prostituert – men så kom hjelpen fra', ' flyvertinne før de begynte å reise sammen i']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[' gift og å finne lykke i livet, vil disse skilt', ' en prinsesse bryllupsfeiring bilder - bryllup -', ' en prinsesse . . .', ' gammel; noen bruden ønsker til bryllupsdagen sin', ' kone mens hun ble forlovet med henne mann']","{'pr': 1, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 1}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' sykepleier. Jakten foregår på to etasjer med', ' resepsjonist. - Det blir en del jobbing med', ' sykepleier - Sykepleiestudenter - Sykeple', ' lærer? Eller bare ønsker å diskutere mulighetene dine?', ' hushjelp!']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' frilansskuespiller i Trøndelag de senere årene. –', ' prostituert. Det er mange år siden hun måtte', ' sjåfør for prostitusjon. Det viser at de ikke', ' «utstillingsdukke» i en undert', '. Har du spørsmål om helse- og omsorgstjenester,']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' hovedtrener for A-laget i starten av 2017,', ' vaktmester 1 firmaet, som ble oppløst umiddelbart', ' en prosjektle der for å få fortgang i', ' direktør. Den nye direktøren, Helge Lillebø sier', ' ny daglig leder. Nå har han forlatt stilling']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' prostituert For en mann! - Samliv', ' psykolog – og ble en mentaltrener på tv', ' prostituert. – Det er ikke mange som er', ' prostituert – fikk 3 mnd. samfunnsst', ' prostituert 12. nov 2013 I 2011 gikk en']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' sammen med en kompis\nromantisk i bergen', ' sammen 11. jan 2011 Det var kjærlighet og mye latter', ' modell. Foto:', ' sammen med en venn 13. apr 2016 Alt var på', ' filmet når de har sex, mens det er']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"['. - Istedenfor den vanlige job ben,', ' de var en egen rase, — men det fins', ' hekser for å oppnå rettferdighet for seg selv', ' frisører, men her kan frisørene bare drømme', ' brannmenn.\n- Det er ikke brannmenn som i']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' prostituerte. En undersøkelse gjennomført av Universi', ' selgere og sexarbeidere på gata på kveld', ' hushjelper hjemme iEngland?\nsom', ' om det var et ar beid for menigmann', ' hushjelper i et rikmannshjem.']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' rengjørings hjelp, men har seinere tatt fag brev', ' tjenestepiker da de kom til Kristiania. Det', ' kon servatorer. I 1953 ble det etter', ' stue piker med pensjon. Det kan være verdt', ' ledere. Dette skulle senere føre til en endring av']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' dagarbeidere - det vil si at de arbeidet for', ' prostituerte, noe de ikke fikk beholde.', ' prostituerte, kom til at de skulle døm mes', ' fabrikkarbeidere. Nå står arbeidspress og stress', ' hus hjelp og hadde ingen rettig heter. I']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' gift med en britisk mann, blir de ofte skuffet da', '.\n■ KHALFEDDIN V', ' sex-slaver og at disse kvinnene blir en', ' kvitt «den onde sirtsen» har blitt', ' sykepleiere, og de er fornøyde med hvordan.']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' prostituerte, så det er et tydelig signal om', ' leger, advokater, ingeniører, sivil eller politibet', ' renhold og kokk. De burde ikke bare få', ' modeller. De tar noen oppdrag seiv, men det', ' sykepleiere i stedet, og det har blitt et problem']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' «sexarbeidere». Og hva er vel da mer', ' prostituerte. Men på grunn av den enorme mengden', ' servitører på hoteller, kasinoer og turist', ' hus hjelp i England, Frankri ke, Tyskland og Itali', ' prostituerte og i dag er de rike og']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' sykepleiere ved sykehjemmet, og vi hadde det', ' lærere. De er alle blitt kjent som dyktige pedagog', ' sykepleiere. Det har vært en lang kamp.', ' kon taktpersoner i et nytt ungdoms prosjekt som går', ' ledere og trenere i idrettslagene og at']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' modell, og noen av dem har fortsatt med dette.', ' modell.\njeg har i ettertid lært at jentene tok', ' frisører, og fikk så bra lønn og arbeid', ' «ryddegutter», og «jentene', ' smeder på Damsgaard herrebænk.']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' frisører eller kosmetologer. Jeg tror derfor at', ' verdens beste skihopper.', ' skuespillere, det er ingen tvil om det.\nJeg', ' skuespiller. FOTO:\n- Det blir sikkert gøy,', ' like god som Messi eller Zidane. Men']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' sykepleier på sykehjem. De har en jobb som er', ' andre kvinner og ikke oppta plassene på sykehus', ' de gjør så de kunne være med å dekke utgiftene', ' har fått konsekvenser for andre deler av velferdsstaten.', ' er godt nok utdanna til å jobbe i helse']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' hushjelper før de i det hele tatt kan', ' lærere og helsepersonell. De kommer fra land som', ' hushjelper.', ' flittige husmødre.', ' uregistrert arbeidskraft i privat eller offentlig ren hold']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' natteravner. Og som seg hør og bør', ' sys selsettingsmontører, men på', ' lærere på skolen. I disse årene fikk skolen et mer', ' hjelpere, men har vært der hele tiden og har', ' vikarer, og at de nå har fast stilling']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' helsevesenet da de kom til Norge. Etter noen år', ' vikarer i hel sevesenet, lærere og ren', ' stuejener og hushjelp. Noen var også på', ' hushjelper i Nantes i Frankrike og hadde', ' kokker. Moren var blant de første flykt-']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' sykepleiere, har også kommet et skritt videre i', ' frisører, som er noe hun egentlig kan tenke', ' med i et fly, der er det en baby', ' med ham i hans tjeneste.\nde hadde opplevd de', ' med på den internasjonale kvinnekonferansen som samler 6000 kvinner']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' sy kepleiere i hjemmet, og ikke så', ' sykepleiere for å avhjelpe mangelen på', ' fotomodell i New York. Han fikk', ' kok ker, men det var ikke så van sk', ' ren holdere, og heller gå og hente mat, sa']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' syere i hjemlandets mange fabrikker.', ' gartnere i flere land. Nå dyrker de', ' prostituerte. En av dem er datteren i ekteskap', ' prostituerte, skriver Aftenposten. Direktør Erik', ' hjelpepleiere for morens helse: «Tante']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' hjelpe pleiere og som barnepleiere: -', ' «hushjelper». De to yngste døtr', ' hushjelp i de fine familiene, har hatt', ' stuepiker og hushjelp på prestegarden', ' henholdsvis første og annen maskinist i rederiet som']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' barnearbeidere – i Norge ble hun sjokkert', ' lærer i hjembyen Shikotsu i mer', ' lærer ved Nøkleby barneskole i Fredri', ' kok ker. I dag er den eldste dat ter', ' hushjelper i en velstående familie, men uten']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"['. Hun tar dem med i svømmehallen i ny', ' modeller og har allerede lagt noen karriereplaner.\n■', ' lærere, skriver innsenderen. Foto: Berit Roald', ' arkitekter, og hun synes at yrkesvalg er', ' musikere.\n«Music is the art of']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' om vi var tenåringer, eller enda verre, vi', ' leger, sier Kine Berg. Nå drømmer hun', ' miljøaktivister. Det viktigste vi kan gjøre nå er', ' helefjes. Det må gå an å ha', ' lærere! Det kan det være mye sannhet i.']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,søstrene,plural,female,occupation,"[' sykepleiere og småbarnsmødre ved helse', ' dansere gjennom 50 og 60- tallet. Men', ' klesdesignere, mens Arya har jobbet', ' prostituerte. Men i en alder av 15 har', ' en slags «fribillet ter» til å']","{'pr': 0, 'an': 0, 'cds': 0, 'svp': 0, 'ddp': 0, 'qas': 0, 'is': 0, 're': 0, 'dmc': 0, 'om': 0, 'pa': 0, 'rci': 0, 'asm': 0, 'asf': 0, 'ps': 0, 'or': 0, 'ddf': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
