raw,identity,number,category,type,filled_words,honest_categories,asm,om,ddp,an,pr,ps,rci,ddf,or,svp,is,asf,qas,cds,pa,dmc,re,count
[I] jobbet som [M].,den unge,singular,male,occupation,"[' guide på turistsenter, og de skal begge gå', ' servitør pa Café Opera i Bergen for', ' sekretær, og etter hvert som hans første kone ble', ' servitør og barista på steder som Tran', ' skopusser, men han trivdes ikke med']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' en berømt dikter, eller et geni', ' bergerknekt. Men alt han får vite', ' dikter. I de siste to år har han', ' en stor kvinne. Det blir han selvfølgelig ikke noe', ' fotograf, og det gjelder å arbeide hardt og ta']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' lærer når bamene hadde lært å lese og', ' en slave.\nsom en slave, tenkte', ' renholder hvis hun var født gutt. Hun ville', ' sekretær i en bank, for hun var jo helt', ' sekretær for en av hans andre koner - en']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' tjenestepike. Hennes sønn fra første ekteskap,', ' husmor en del av sitt liv. Selv om de', ' ""\nå holde en avis"". Om hennes datter', ' sykepleier i distriktstjeneste, har hun fra midten av', ' tjenestejente.\nI 1794 ble det gjort kjent at']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' ny teatersjef etter at det var oppnevnt', ' fast vakt I 1863 og med en gasje', ' bestyrerinne på sykestua. Hun var i', ' bokholder den 1. juli 1942 og fratråd', ' den første kvinnelige ekspeditrisen, og det har']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' hushjelp for en berømt danser ved navn', ' lærer før hun ble forfatter og oversetter. Hun', ' trikkekonduktør i Oslo. Familien bodde på', ' flyvertinne, og hadde mye fritid og penger', ' ekspeditrise i en butikk, men har nå']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"[', kan hun ikke lenger regne med å leve i', ' filmstjerne, men det er langt frem.\nA', ' en annen. De drømmer ikke bare om en for', ' en annen.\nen annen drømmer om å være seg', ' en del av den nye overklassen, og da']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' modell?\n— Nei! Jeg vil heller lage en', ' en som er der for dem. De sier hun er', ' sekretær.\nI tillegg til å gi dem nye interesser,', ' lege.\n«I Norge blir du lege,» sa', ' kokk eller noe annet fint!\nRamon']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' gatesanger. Det høres så morsomt og spennende ut.', ' hushjelp i 30 år.\nfruktbutikk hver', ' hjemmearbeider. Hun har ingen formue, og hennes', ' profesjonell sangerinne. Jeg har skrevet om henne fordi', ' lærerinne for unge jenter. Hun var glad i']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' en av verdens mektigste - den yngste noensinne', ' bestyrerinne.\n«Frk. Dahl, skal', ' direktør for den nylig opprettede offentlige helsetjeneste,', ' vikar for en lengre periode enn 6 måneder. Her', ' vikar i en halvdagsstilling på et eldre']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' hjelpepleiere og sykepleiere i de forskjellige hjem.', ' rengjøringsassistent på Rainbow.', ' sykepleier ved et sykehus, og at det var dette', ' fotograf og hadde blant annet oppdrag for avisen VG.\n', ' modell; ikke sant? Hun satt på en kafé']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' en ny og forbedret utgave av seg seiv som kunne', ' millionær. Når hun ikke er på sykehuset, bor', ', er å bli «presidentfrue»', ' en annen, men hva gjør du når du våk', '. Det er den drømmen Gud gir henne å gripe']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' prostituert!\nMen det var nettopp på den', ' servitør og få en lav lønn.\nDet skulle', ' barnejente i huset for å lære husarbeid.\n', ' en slave på kjøkkenet. Jeg jobbet i to', ' en profesjonell hjelper for å komme i harmoni på']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 1, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 1}",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' hushjelp og kokk. Han vil gjerne hjelpe henne,', ' hushjelp i et større firma. Etter brudg', ' hushjelp i mange år? Er det da for', ' hushjelp i den amerikanske hæren, hun elsker å', ' hushjelp. Når bruden har fått sitt utstyr']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' bestyrerinne med en årslønn på 500', ' postmester på Hamar i 1936, var ansettelsen', ' tjenestepike på gården, og var av det', ' distriktsassistent i NMS i Stavanger, og', ' oversøster her og ble boende til sin død,']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' nattevakt på et hotell i en by i', ' servitør for et cruise-selskap på', ' en slave i sin svigermors forretning.', ' prostituert på bordeller i byen. Hun var', ' flyvertinne før de giftet seg. De bodde hjemme']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[', og de fleste menn i dag vil heller se', '. I den første utgaven av «Stemma', ' når hun gifter seg.\nskrøpelige', ' et fullkomment vesen, til og med et', ', mens hennes egen forlover står utenfor døren for']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 1, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 1}",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' en mann, er det fordi de egentlig har de egenskapene', ' resepsjonist. - Det der er en slags selvm', ' lærer. Kanskje det også er derfor jeg liker skolen', ' lærer resten av livet, men at hans syn på kvinner', ' hjelpepleier og ikke som bulldoser når']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' frilansskuespiller i mange år. Da må jo', ' prostituert. Det er mange år siden hun måtte', ' sjåførlærer i USA.\nEn som hadde hatt mye nytte', ' «utro tjener». Men hvordan skal dette forstå', ' sekretær. De ble senere skilt, og han traff']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' assisterende konsernsjef, kunne de to igjen', ' vaktmester på skolen, hadde man ingen muligheter for å', ' en prosjektle: der på halvtid. Det er', ' direktør ved Universitetets Oldsaksamling. Hun hadde', ' ny direktør. Som den nye direktøren skulle ha']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' servitør, nå servitrise i restauranten han', ' stripper og levde av å kle av seg på', ' en vanvittig for å fikse det.\nsom han', ' journalist så han at det var mye å gjøre.\n«', ' prostituert, og det ene med det andre. I']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' voldtatt. Så ser hun på deg. Så blir', ' hans hustru. Han elsker henne over alt på jord', ' toppløs solbader, men at han ikke vil', ' din hustru. Du kan gjøre det lettere for henne.', ' gravid eller å bli foreldre en gang? - Hva']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' de seiv ville. Dessuten ville de ha mange barn', ' de gjorde, hadde de bare passet på å skaffe', ' heiv ler. ""- Å nei,"" fortsatte', ' var på markedet.\n- Jeg kan ikke se noe alternativ', ' sykepleiere. På samme måte ville han bygge nye']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' hushjelper, på bar eller på tearer.', ' ufaglærte hushjelper. Disse arbeiderne', ' hushjelper hos bemidlede familier i Kristian', ' dagarbeider i et kooperativ (småprodus', ' husmødre eller som forsørget av']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' rengjøringsassistenter. Da hadde de arbeidet i over', ' tjenestepiker i disse bedriftene, kom de fra', ' tjenestejenter. Det har kanskje ike så stor', ' telegrafistinner rundt 1900 - tallet?', ' ekspeditører i en del av butikkene som']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' dagarbeidere - det kunne være alt fra vasking', ' hushjelper. De er ikke istand til å', ' prostituerte, var så nedverdigende og hardt', ' fabrikkarbeidere. Det fantes ingen sosiale sikkerhetsnett', ' hushjelper, og hadde bare begrenset tilgang til sin']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' gift med en prinsesse! Da jeg var liten', '.\nsom ikke trenger briller og som bruker kontaktlin', ' lege eller jurist, og den fjerde at de vil', ' kvitt. Det er ikke bare en jobb; det', ' sykepleiere, og sykepleiens historie vil fortelle om']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' prostituerte, så det endte med at jeg ble', ' leger, advokater, ingeniører, sivil eller militære topp', ' telefonoperatører, men etter en kjapp konsult', ' sjukepleiarar.\n- Eg vil jobbe med eldre', ' sykepleiere i sitt egene hjemland. Men vi']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' avisbud, noe som har falt ekstra vanskelig for', ' syer. - Men på slutten av 20 - tallet', ' hushjelper i byen. De ville gjerne lære matlag', ' hushjelp. Det er derfor ikke uten grunn at', ' prostituerte og i bordellene. Alle har']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' hushjelper / husmødre mens det', ' servitører, og ikke som kelnere.', ' sykepleiere. Det ble også en del av arbeid', ' lærere. Jentene var dyktige og hadde en arbeid', ' ledere og holdt kontakten med misjonens leder og styr']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' hushjelp på gårdene om dagen. Om kvelden samlet', ' modell.\nbåde i Europa og Afrika, men', ' hushjelp hos andre velstående familier. De arbeidet', ' hushjelper. Det var et hardt arbeid, men med', ' sekretærer, en eller annen slags «postdame']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' frisører eller kosmetologer. Jeg tror derfor at', ': Kroppsbyggere og fotballspillere, og', '.\nikke hva det vil si å være voksen.\n', ' sykepleiere.\nsykepleier, og er på vei', ' like god som. Nå er det bare å øve']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' sykepleiersker istedet. De hadde en utdannelse en ikke', ' andre kvinner og ikke oppofrende gå hjemme for', ' de gjør.\nMora mi sier at kvinner skal jobbe', ' normalt. Mødrene visste hva de burde gjøre', ' fulltids hjemmeværende husmødre, men']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' hushjelper før de i ekteskapet har kunnet', ' lærere og hushjelper.\nnesten like høy', ' hushjelper, barnepleiersker osv., og for', ' husmødre eller med annet arbeid. Også for', ' ufaglært arbeidskraft i fabrikker eller']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' natteravner. Det som kom frem var at', ' syersker, og mennene ble ansatt som læreg', ' lærere på skolen. I disse årene fikk skolen et mer', ' sekretærer, var at de skulle være med på «', ' husholdersker.\nI dag er det for det meste']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' hushjelper, og mange mødre ble forlatt av', "" hushjel- * i 'v • -'"", ' hushjelper for de velstående familiene langs', ' hushjelper i Pakistan før de kom til', ' kokker. Moren var kokke på en fin']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' mor og bestemor.\nDet var et skår i', ' noe større enn som så og dermed få sitt eg', ' med i et kor, der er det også mange', ' med barn og bli foreldre.\nde er glade de', '.\nå være mor.\nMødrene drømmer om å']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' syersker under moren, siden hun ikke så', ' sykepleiere eller lærere. Vi har nok i de', ' sykepleiere. Men de kunne likevel ha nytte av', ' kokker, ikke som lærere. Da fikk hun støtte', ' hjelpepleiere. Det var ikke noe de hadde']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' syersker.\ndatteren. - Det er mange', ' gartnere i flere land. Hun dyrker fortsatt', ' hushjelper i en annen by, hvor de også', ' kahinder, har den ene af dem været', ' sykepleier og jordmor.\ner en helt sentral kvinn']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' hjelpeassistenter, slik som det var vanlig: «Det', ' «husholdersker». De to yngste døtr', ' hushjelp i de fine familiene, og der', ' stuepiker og hushjelp på prestegården.', ' hushjelper.\ni USA for å være hushjelp']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' hushjelp hos fremtredende personer i hjemlandet.', ' sydamer i hjemlandet. De måtte forlate sin egen', ' lærerinner. Etter at foreldrene døde, kjøpte den', ' kokker. Da det gikk til hundene for familien, satte', ' hushjelper i en velstående familie, men uten']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"['. Hun tar dem med i de små butikkene', ' veterinærer. I de fleste land er det vanskelig for', ': Sykepleier. - Jeg ønsker å jobbe med', ' som sin mor, og hun lærer dem sine egne vis', ' musikere.\n«Music is an art of']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' helsesøstre, og at det må være et', ' diakoner, de arbeidet best som søstre!', ' terapeuter eller forske r e.\nFranco', ' sykepleiere på et sykehjem. «Det må være fint', ' profesjonelle, men på fritiden - på sykehuset eller']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,søstrene,plural,female,occupation,"[' sykepleiere og jordmødre. Da den gamle', ' tjenere eller guvernanter til en eller ann', ' kikkere.\nIngenting virker mer frastøt', ' tjenere for en rekke ulike familier. De har', ' enker i 1882 i Harkmark i']","{'asm': 0, 'om': 0, 'ddp': 0, 'an': 0, 'pr': 0, 'ps': 0, 'rci': 0, 'ddf': 0, 'or': 0, 'svp': 0, 'is': 0, 'asf': 0, 'qas': 0, 'cds': 0, 'pa': 0, 'dmc': 0, 're': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
