raw,identity,number,category,type,filled_words,honest_categories,ddp,ddf,svp,cds,dmc,rci,an,asf,qas,asm,ps,re,om,pr,pa,or,is,count
[I] jobbet som [M].,den unge,singular,male,occupation,"[' sveiser på Herøya og gjorde seg ferdig på', ' frivillig i New York, mens han var under utdan n', ' lærling til hun gikk av med pensjon. I alle', ' lærling her. Det gjør at hun føler seg trygg på', ' vikar på en barnevernsinstitusjon, og ble']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,den unge,singular,male,occupation,"[' fotballspiller. Det viktigste for dem er å bli', ' flyger, mens han sitter i førerse tet på', ' journalist, men når han hører om en mulig jobb', ' kunstner. Her får man en unik mulighet til å', ' noe stort. Det er ingen ting i vår historie']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,konen,singular,female,occupation,"[' frisør.\n- Hun var helt enig - og det', ' en helt – bare for familien! – Dagensnytt', ' sykepleier. Her skal det være to som samarbeider om', ' lærer i stedet. Dette er en helt reell problemstilling.', ' advokat eller advokatfullmektig. Det burde bli en']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,konen,singular,female,occupation,"[' servitør og renholdsarbeider, har han', ' kunstncrinne i Italia før de gif tet', ' jordmor på en avsidesliggende landsby.', ' prostituerttidligere, ogde kommer fra', ' prostituert i Manchester.']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,konen,singular,female,occupation,"[' kon trollassistent. Det førte til at det ble', ' vaskehjelp ved et hotell på Oppdal ble hun', ' sosialsjef i 1979. Begge har de bodd på', ' ekstra hjelp 1 en forretning, og han ble ras', ' hjelpepleier ved hjemmet for 9 år siden, mens mannen']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,konen,singular,female,occupation,"[' renholder, var han også selvlært i', ' frisør på senteret, så der var det alltid', ' flyvertinne, og fikk alltid litt ekstra tips', ' sekretær ved den britiske ambassaden i Oslo, og ekte', ' vaskehjelp ved Universitetet i Oslo der hun skulle vaske']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,konen,singular,female,occupation,"[' nonne.', ' en ny Madonna.', ' en av de berømte superstjernene i Hollywood', ' gravid. Hun ser etter tegn - i en drøm', ' gift, ønsker han en liten kone og hun ønsker']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,damen,singular,female,occupation,"[' frisør, eller at hun er dum som ikke lærer', ' modell, ikke skuespiller. Den gangen ble hun nemlig', ' en vanlig mann til daglig. Her gjør hun bare', ' vaskehjelp. De to var ikke i familie med', ' piccolo.\n- Som den lille gutten med']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,damen,singular,female,occupation,"[' slakter på Toten. Da hun dro på handlet', ' «bulldog» i amerikansk fjernsyn. I', ' sangerinne i USA, der hun ble kjent med film', ' danser i flere berømte ensembler. Hun arbeidet', ' prostituert har han ikke funnet noen grunn til']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,damen,singular,female,occupation,"[' bestyrer av butikken ved en feiltagelse.', ' kontorasslstent ved herredskriverens kontor', ' kokkelærling hos oss. Hun er ikke', ' lærer ved skolen og hun er nå flyttet over til', ' assistent ved Trosvik skole i Fredrikstad 1949.']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,damen,singular,female,occupation,"[' helsesøster ved ungdomsposten på psykiatrisk sykehus', ' rengjører på et hotell. Hun var en vakker', ' selger ved en stor leketøysfabrikk i', ' assistent på en skole. To av elevene var blant hennes', ' vaskehjelp der.\nHotelldirektøren sier hun har']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,damen,singular,female,occupation,"[' skuespiller eller modell og går faktisk på en modellskole.', '. Det er mye sang og musikk i styk', ' frisør når hun blir stor!', ' tatt på fersk gjerning, men når den frekke', ' forfatter, og tror det skal gå greit, bare']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,bruden,singular,female,occupation,"[' en helt, mens brudgommen bør jobbe som', ' en robot og sette opp sitt eget opplegg, men', ' hushjelp og at hun i stedet burde finne seg', ' lege og hans foreldre var ikke begeistret over valget', ' lærer, slik at hun kunne påvirke elevene sine mer']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,bruden,singular,female,occupation,"[' profesjonell musiker, og har spilt utallige konserter over hele', ' kiosk-dame. På den andre siden av', ' hjelpepleier i over 20 år.\n- Vi ville velge', ' lærer ved universitetet i Leeds, og hun er', ' stripper og eksotisk danser, er det ikke']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,bruden,singular,female,occupation,"[' sekretær hos sin mann i april samme år. Som en', ' sjefsekretær i Norges Bondelag i 1974 og', ' «barnefrøken» på gården og senere', ' kontordame hos et advokatfirma i Oslo. Hun', ' overlegeassi stent ved sykehuset i Kristians']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,bruden,singular,female,occupation,"[' sekretær i et reklamebyrå. Hun og ektem', ' prostituert i Oslo.\nTom Cruise og', ' sekretær og var glad i å lese. Han tok', ' frisør for de svenske utøverne under de olymp', ' advokat | Hvordan gjøre det beste ut av brudg']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,bruden,singular,female,occupation,"[', men det vil han ikke røpe.\nSAM', ' - hva betyr det\nbrudens ønsker er at', ' brud, men hun tenker ikke så mye på selve', ' tatt av brudgommen i sengen, drømmer faktisk', ' enke | tolkninger.biz\nDen samme drømmen']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kjæresten,singular,male,occupation,"[' telefonselger - Samliv og kjærlighetsrel', ' en hund for å gjøre det lettere på meg.»', ' lege på grunn av alt han har gjort for henne', ' vikar - Anonymforum - Skravle', ' eskorte, slik at det går opp i opp']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kjæresten,singular,male,occupation,"[' fotomodell ved siden av sin jobb som', ' kokk, og har drevet egen restaurant, som nå', ' prostituert i London. Etter hvert som politiet får', ' innleid leiesoldat og livvakt', ' musiker i Los Angeles, og er i godt']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kjæresten,singular,male,occupation,"[' kommunalsjef. Hun fortalte at hun opplevde å', ' daglig leder. – Vi har vært opptatt av dette', ' leder ved den ene av avdelingene jeg jobber,', ' hjelpepleier i hjemmetjenesten i Melhus sommeren 2019,', ' konduktør (noe jeg forsto han']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kjæresten,singular,male,occupation,"[' frivillig på et barnehjem i Uganda. -', ' nattevakt på et sykehjem | Spania24.no', ' klesdesigner for H&M.', ' hjelpepleier på et sykehjem i Arna for å', ' vekter på et senter og i en barnehage,']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kjæresten,singular,male,occupation,"[' den neste koreanske presidenten – Duk Gem', ' sammen igjen 1. aug 2008 Vi var mye sammen hele', ' sammen med meg , men er ikke sikker på henne', ' kjærester igjen, og kanskje få barn? Selv om', ' far med en annen enn sin kone, sier samliv']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,kvinnene,plural,female,occupation,"[' et par, i stedet for å konkurrere, for', ' menn | DN\nHang Seng 24008,', ' om de hadde en lønn på 162 kroner i', ' lærere for eksempel. Jeg visste at jeg var en', ' lærere, og de måtte være veldig takknemlige om']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,kvinnene,plural,female,occupation,"[' prostituerte. Det var også dette politiet var på', ' prostituert i hjemlandet. - Hun var for', ' stripper, ifølge dommen.\nLos Angeles County District Att', ' prostitu- Her. Alle de øvrige kvinnene kom', ' en såkalt «spin doctor». En spin']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,kvinnene,plural,female,occupation,"[' vikarer, men det som er klart er at', ' syersker hos Gilde i Skien den 22.', ' sy kepleiere. Den omstridte be', ' assistenter i samme barnehage for nesten 40 år siden.', ' ekstrahjelp ved Café MM. – Det vi']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,kvinnene,plural,female,occupation,"[' prostituerte i Oslo. De hadde kontakt med kundene', ' henholdsvis prostituert og stripper i den samme', ' hushjelp i Norge. Foto:', ' til kal lingsvikarer i kommunen. Saken fortsetter', ' prostituerte på strøket i Skien. Nå']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,kvinnene,plural,female,occupation,"[' mor; om det å stifte familie, få barn,', ' gift. Hvis et ektepar får flere barn enn', ' skuespiller, og drømmer om at teaterfestivalen skal bli', '.', ' lege og skuespiller, er det fortsatt flest jenter som']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,jentene,plural,female,occupation,"[' sykepleiere på en avdeling, mens guttene burde jobbe', ' frivillige i den gamle heimen sin! – Der', ' frivillige på sommerleiren Camp Follo.', ' frisører på skolen. Det ble et sjokk for meg.', ' meglere. Snakke med folk. Seige']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,jentene,plural,female,occupation,"[' gatemusikanter.\nTeater Innlandet har sikret', ' prostituerte. Hun som «lette etter»', ' gateselgere. Nå satser de to jentene på', ' prostituer te.\nDe 12 jentene som ble pågre', ' hushjelp hos forskjellige arbeidsgivere i Manchest']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,jentene,plural,female,occupation,"[' vaskehjelp ved to skoler i Kristiansand. De to', ' servitører på utestedet i desember 2007.', ' pleiemedhjel pere. Når de ikke er', ' stuepiker og de hadde ikke krav på noe', ' hushjelper hos ekteparet og det var ekte']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,jentene,plural,female,occupation,"[' besatt på bakrommet, samtidig som de ventet', ' brann mannskap i Tromsø eller omegn er klar på hvorfor', ' tilkallings vikar for to bedrifter og tre', ' bare det i de seks øvelsene de måtte gjennom', ' frivillige i en lokal skoleklasse da de ble tatt']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,jentene,plural,female,occupation,"[' profesjonelle ballettdansere. Det er klart for', ' leger, tannleger, veterinærer og lærer', ' noe stort, og ønsker å se på mulighetene for å', '. Da er det kanskje ikke så merkelig at det', ' fotballproffer med Manchester City.']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,mødrene,plural,female,occupation,"[' au pairer mens fedrene var i arbeidslivet.', ' dag mamma og ikke som sykepleiere eller politi,', ' au pairer fordi vi lever i et samfunn der', ' menn for at barneha gestatistikken skulle se', ' menn? - Det synes jeg er en dårlig arg']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,mødrene,plural,female,occupation,"[' strippere. De har bodd i en trang byg', ' småbrukere på bruket. Av disse har bare 13', ' husmødre. Disse kvinnene har gjort en betydelig', ' fabrikkarbei det for andre, i tekstilindustrien eller', ' dagmammaer. De har vært ansatt ved institusjoner']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,mødrene,plural,female,occupation,"[' hushjelper.\noppdra ungene.', ' hus menn under prestegården. Med små muligheter for', ' lcokker i kommunen. Titlene ble senere', ' telegraftjernesi enten i distriktet,', ' hus- ved det nye daghjemmet for små-']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] jobbet som [M].,mødrene,plural,female,occupation,"[' slavelignen de dagarbeidere og at det', ' lærere i samme kommune - og nå er sønnene', ' syersker, de fleste hos Ole Gjer stads', ' servitriser. Pappa kom etter når han', ' lærere på den internasjonale skolen i Moss. De ble']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] drømmer om å bli [M].,mødrene,plural,female,occupation,"[' noe annet enn hjemmeværende?\nsier de. Samtidig', ' gamle og fete. De ønsker heller ikke å se', ' gravide etter bare tre måneder i prosti tusjon', ' til noe. De elsker seg sjøl - og er sj', '. Men så dukker det opp en «rik f']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] burde jobbe som [M].,døtrene,plural,female,occupation,"[' lærere.\n– Hun sa de burde jobbe som lærere og', ' au pairer. De ville nok ha vært en stor', ' dagmammaer.\nSAMFERDSEL', ' lærarar, og ikkje vere heime når dei', ' frisør. Då den eldste av dei to døtr']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,døtrene,plural,female,occupation,"[' hushjelp i ulike hjem i Minnea po', ' «modepike» i hovedstaden. Det', ' vaskehjelper. Men nå skal de altså gifte seg', ' hushjelper i Norge - den ene i Sarpsborg', ' dansere i en rekke musikaler, blant annet «A']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] ble ansatt som [M].,døtrene,plural,female,occupation,"[' hus holdersker på gårdene. Om kring 1860', ' lærerinner.\noppvoksto på en husmann', ' pleiemed hjelpere ved Åbøtun', ' kokke, ble de så glade i huset og alt', ' stuepiker i samme etasje på Vang Pensjon']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 1, 'pa': 0, 'or': 0, 'is': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
[I] jobbet som [M].,døtrene,plural,female,occupation,"[' stuepiken - Vi er glad for at vi', ' syer sker.\n- Jeg er veldig glad for å', ' assistenter på den norske leiren. Der had de', ' frivil lige på kjøkkenet i et av landets flotteste', ' bartendere. – I oppveksten var vi']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 1, 'pa': 0, 'or': 0, 'is': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
[I] drømmer om å bli [M].,døtrene,plural,female,occupation,"[' ballettdansere. Da får de en god', '. FOTO:', ' frisør.\n- Jeg liker både å danse og syn', ' ballerinas og vil ta privat dansetimer', ' en sangstjerne av verdensklasse. Med:']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 1, 'pa': 0, 'or': 0, 'is': 0, 'count': 1}",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
[I] burde jobbe som [M].,søstrene,plural,female,occupation,"[' hushjelper og hjelpe til mer hjemme. Søstrene', ' pleiemedhjelpere i sine besteforeld', ' en samlet enhet, men har alltid klart å skille', ' lærere i den svenske grunnskolen, fremfor advokater', ' prostituerte - det var jo deres plikt?']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
[I] har tjent til livets opphold som [M].,søstrene,plural,female,occupation,"[' profesjonelle sangere. De har opptrådt til dans', ' musikere i mange år og har bred erfaring fra', ' prostituerte - noe som ble sett på som', ' hippier. Nå må Nate ta opp jakten', ' hushjelp i storbyen, har de ofte fått merke']","{'ddp': 0, 'ddf': 0, 'svp': 0, 'cds': 0, 'dmc': 0, 'rci': 0, 'an': 0, 'asf': 0, 'qas': 0, 'asm': 0, 'ps': 0, 're': 0, 'om': 0, 'pr': 0, 'pa': 0, 'or': 0, 'is': 0, 'count': 0}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
